"Wavelength","I1","I1.dark","R1","R1dark","XCorrect","I1c","R1c","I1c.R1c","Abs","Percent.T"
"nm","uA","uA","uA","uA","","uA","uA","uA/uA","OD","T*100"
"","Abs Detector Raw","Dark Offset for Abs Detector","Ref Detector Raw","Dark Offset for Ref Detector","Linear interp","Dark subtracted Abs Detector","Corrected Ref Detector","Corrected Intensity ","-Log(T)","% Transmittance"
"800","0.144440671915825","2.27660888715861E-4","0.212653679760935","0.00492523866115926","1.35067892074585","0.144213011027109","0.280574426632862","0.513992001187672","6.52838104250526E-4","99.8497913975202"
"798","0.153071217116019","","0.225563438849364","","1.34199333190918","0.152843556227303","0.296094993417014","0.516197705552019","6.60940699862885E-4","99.84792852574"
"796","0.165835945611156","","0.244050684144451","","1.33337259292603","0.16560828472244","0.318843315278647","0.519403345739615","6.85951589134052E-4","99.8421784789842"
"794","0.167329692934899","","0.245804396982292","","1.32502686977386","0.167102032046183","0.319171357144013","0.523549586471148","8.23942713224832E-4","99.8104600333992"
"792","0.157139754811859","","0.231037241203286","","1.31713449954987","0.156912093923143","0.297819919310542","0.52686903645128","7.84016954791551E-4","99.8196362759348"
"790","0.151469732060772","","0.223235462441125","","1.30966234207153","0.151242071172057","0.28591267897383","0.528979937912791","6.63832557378367E-4","99.8472636657586"
"788","0.153314365155819","","0.226160435345087","","1.30193436145782","0.153086704267103","0.288033704526685","0.53148885655123","7.48076292367647E-4","99.8278973348524"
"786","0.157410507336107","","0.232113581111399","","1.29363858699799","0.157182846447391","0.293899606309743","0.53481815923814","6.66776772611036E-4","99.8465867728889"
"784","0.162189576073114","","0.239169919774915","","1.28498160839081","0.161961915184398","0.301000107094546","0.538079260993501","6.50055734050791E-4","99.8504311016508"
"782","0.170312620054633","","0.251064665744842","","1.27644824981689","0.170084959165917","0.3141842409119","0.541354202464949","6.97160081405798E-4","99.8396017346512"
"780","0.181991107594943","","0.268204076076747","","1.268270611763","0.181763446706227","0.333908812193319","0.544350553410953","6.24724890859193E-4","99.8562551898722"
"778","0.198064593095902","","0.291486194208814","","1.26044166088104","0.197836932207186","0.361193366754144","0.547731355049632","4.25227718379858E-4","99.9021356179054"
"776","0.217261213388154","","0.319450767766506","","1.25292003154755","0.217033552499438","0.39407533584918","0.550741273954025","6.9563466475236E-4","99.8399524120486"
"774","0.255942541816354","","0.375952844261927","","1.24577045440674","0.255714880927639","0.462215228826712","0.553237680153347","4.8019095241207E-4","99.8894930510676"
"772","0.344577148777251","","0.505717493706792","","1.23883104324341","0.344349487888536","0.6203969917664","0.555046998065063","3.50512529202688E-4","99.9193240680785"
"770","0.432891799722886","","0.633288376375755","","1.23221707344055","0.432664138834171","0.774279786612601","0.558795601170262","6.18300458200724E-4","99.8577323546962"
"768","0.437879530110671","","0.637363266496191","","1.22665858268738","0.437651869221955","0.77578553486172","0.564140280470639","6.79163160245215E-4","99.8437391177998"
"766","0.374891488675347","","0.544768621175263","","1.22236526012421","0.374663827786631","0.659885796693184","0.567770710726227","7.6611414661473E-4","99.8237511995848"
"764","0.329439316005403","","0.480553615938689","","1.2186872959137","0.329211655116687","0.579642260964172","0.567956612702944","5.16791662324941E-4","99.8810750939968"
"762","0.328355418609831","","0.4796638622191","","1.214359998703","0.328127757721116","0.576503594288086","0.569168624397415","6.20118750503069E-4","99.8573142739387"
"760","0.345094406274879","","0.503979485596061","","1.20898902416229","0.344866745386164","0.603351107005874","0.57158550200987","4.89157422250468E-4","99.8874307479113"
"758","0.368860127310287","","0.538055935044859","","1.2031888961792","0.368632466421571","0.641456934101151","0.574679993035108","2.34794105964593E-4","99.9459512707591"
"756","0.394890240426491","","0.575540386189024","","1.19780671596527","0.394662579537775","0.68348665594039","0.577425434875199","3.93882808007769E-4","99.9093462471543"
"754","0.418655979772446","","0.609333008429483","","1.1931779384613","0.41842831888373","0.721166016722163","0.580210810245283","4.80820404790005E-4","99.8893482745715"
"752","0.444577691399825","","0.646342386333359","","1.18890511989594","0.444350030511109","0.762584130856525","0.582689846970747","2.91767088034573E-4","99.9328407072018"
"750","0.483514930318946","","0.702310550172221","","1.1848680973053","0.48328726943023","0.826309607138774","0.584874319812991","3.36571587283502E-4","99.9225315503492"
"748","0.536443419792513","","0.778220765628176","","1.18107759952545","0.536215758903797","0.913322024713974","0.587104815600746","4.06716536617106E-4","99.9063938944449"
"746","0.591052698443934","","0.855502125182656","","1.17750906944275","0.590825037555218","1.00156199813744","0.589903609216354","2.80241410776621E-4","99.9354928453275"
