"sample","fi"
"1","fd3a",1.20030790909058
"2","fd3b",1.22716696288596
"3","fd3ctrl",0.341994650188869
"4","fd3t1a",1.19624345498503
"5","fd3t1b",1.21550343493729
"6","fd3t1ctrl",4.8487464039075
