"sample","hix"
"1","fd3a",2.86954574564251
"2","fd3b",1.24962688777356
"3","fd3ctrl",-1.05248728224441
"4","fd3t1a",4.65740899478469
"5","fd3t1b",3.95614537721196
"6","fd3t1ctrl",0.581909393790163
