wavelength,S-Sdark,Sdark,I,Idark,Wavelength,R,Rdark,Mcorrect,XCorrect,Sc,Ic,Rc,Sc/Rc
437.833,9,1146,,,,,,0.567601696133613,,5.10841526520252,,,1.21622443156826
442.461,34,1122,,,,,,0.557869588553905,,18.9675660108328,,,4.51584610728471
447.093,8,1156,,,,,,0.547917538821697,,4.38334031057358,,,1.0435967517974
451.727,12,1136,,,,,,0.536482401967049,,6.43778882360458,,,1.53272505191188
456.364,-4,1165,,,,,,0.52982274723053,,-2.11929098892212,,,-0.504566160838015
461.004,-6,1161,,,,,,0.522619229793549,,-3.13571537876129,,,-0.74655905131131
465.647,12,1157,,,,,,0.513546663880348,,6.16255996656418,,,1.46719786924815
470.292,1,1148,,,,,,0.505145205020905,,0.505145205020905,,,0.120266248521522
474.941,43,1133,,,,,,0.499881991416216,,21.4949256308973,,,5.11756628031369
479.592,-8,1182,,,,,,0.493932703018188,,-3.95146162414551,,,-0.940773981400208
484.246,12,1167,,,,,,0.493488289415836,,5.92185947299004,,,1.40989128672156
488.903,0,1178,,,,,,0.491688094645739,,0,,,0
493.562,-34,1189,,,,,,0.490683579266071,,-16.6832416950464,,,-3.97198839442223
498.224,21,1163,,,,,,0.488031662225723,,10.2486649067402,,,2.44002807200122
502.889,-25,1177,,,,,,0.485309463113546,,-12.1327365778387,,,-2.8885926225037
507.556,8,1158,,,,,,0.482815015792847,,3.86252012634277,,,0.919598564565008
512.226,-27,1160,,,,,,0.478441093087196,,-12.9179095133543,,,-3.075528581623
516.898,-7,1174,,,,,,0.474601747870445,,-3.32221223509312,,,-0.79096069473809
521.573,11,1178,,,,,,0.471111143857241,,5.18222258242965,,,1.23379666439976
526.251,33,1171,,,,,,0.466922433167696,,15.408440294534,,,3.66848045150655
530.931,5,1188,,,,,,0.467890346795321,,2.3394517339766,,,0.556982588067707
535.613,-6,1200,,,,,,0.468325045645237,,-2.80995027387142,,,-0.669000070893584
540.298,-9,1184,,,,,,0.472751305758953,,-4.25476175183058,,,-1.0129844432045
544.985,17,1173,,,,,,0.473658554255962,,8.05219542235136,,,1.91708705968672
549.675,14,1183,,,,,,0.478926248848438,,6.70496748387814,,,1.59633562336089
554.367,2,1209,,,,,,0.479248512685299,,0.958497025370598,,,0.228201396973746
559.061,-23,1212,,,,,,0.48093009057641,,-11.0613920832574,,,-2.63352421453547
563.758,18,1196,,,,,,0.482420327425003,,8.68356589365006,,,2.06740533897676
568.457,2,1234,,,,,,0.485810380607843,,0.971620761215687,,,0.231325929209207
573.158,13,1210,,,,,,0.489604460775852,,6.36485799008608,,,1.5153614945394
577.861,0,1214,,,,,,0.494130531400442,,0,,,0
582.567,18,1224,,,,,,0.497118800729513,,8.94813841313124,,,2.13039543383191
587.275,-8,1209,,,,,,0.498941049724817,,-3.99152839779854,,,-0.950313180247817
591.985,-11,1228,,,,,,0.501383567154407,,-5.51521923869848,,,-1.31307735086695
596.697,-22,1233,,,,,,0.503678776741028,,-11.0809330883026,,,-2.63817658645895
601.411,24,1197,,,,,,0.50660371017456,,12.1584890441895,,,2.89472383485097
606.127,-17,1261,,,,,,0.511589810848236,,-8.69702678442001,,,-2.0706101419098
610.845,0,1263,,,,,,0.514294218719006,,0,,,0
615.566,17,1281,,,,,,0.52054358959198,,8.84924102306366,,,2.10684969297606
620.288,4,1263,,,,,,0.524462996482849,,2.0978519859314,,,0.499461908761368
625.012,-32,1302,,,,,,0.528382760763168,,-16.9082483444214,,,-4.02555854681357
629.738,18,1262,,,,,,0.532948571920395,,9.59307429456711,,,2.28394340029039
634.466,17,1322,,,,,,0.536959671974182,,9.1283144235611,,,2.17329219427345
639.196,-11,1307,,,,,,0.538620745897293,,-5.92482820487022,,,-1.41059808991903
643.928,21,1278,,,,,,0.543134351730347,,11.4058213863373,,,2.71552681448211
648.662,12,1333,,,,,,0.550038592815399,,6.60046311378479,,,1.57145495851382
653.397,-7,1316,,,,,,0.559208831250668,,-3.91446181875467,,,-0.931964974116455
658.134,10,1321,,,,,,0.564723590970039,,5.64723590970039,,,1.34450821392551
662.873,-7,1327,,,,,,0.573480103611946,,-4.01436072528362,,,-0.955749158545448
667.614,-1,1372,,,,,,0.577057061195374,,-0.577057061195374,,,-0.137387205189743
672.356,20,1371,,,,,,0.581655467987061,,11.6331093597412,,,2.76964011027044
677.1,26,1388,,,,,,0.586946791410446,,15.2606165766716,,,3.63328620673672
681.845,15,1471,,,,,,0.593523205816746,,8.90284808725119,,,2.11961259845354
686.592,26,1466,,,,,,0.597413089752197,,15.5327403335571,,,3.69807411929911
691.341,49,1465,,,,,,0.601976549744606,,29.4968509374857,,,7.02268490364694
696.091,209,1506,,,,,,0.608011502444744,,127.074404010952,,,30.2541956285083
700.843,424,1513,,,,,,0.613422194898128,,260.091010636806,,,61.9231258904368
705.596,445,1567,,,,,,0.622753284692764,,277.12521168828,,,65.9786715764289
710.351,308,1473,,,,,,0.631333018243313,,194.45056961894,,,46.2952836105318
715.107,50,1559,,,,,,0.637902738034725,,31.8951369017363,,,7.59367489411968
719.865,13,1513,,,,,,0.64693996578455,,8.41021955519915,,,2.00232635110193
724.623,19,1543,,,,,,0.658220417022705,,12.5061879234314,,,2.97750486376291
729.384,-30,1571,,,,,,0.66329518699646,,-19.8988556098938,,,-4.73756989136289
734.145,-36,1579,,,,,,0.669774512052536,,-24.1118824338913,,,-5.74061797735185
738.908,-1,1547,,,,,,0.678980874538422,,-0.678980874538422,,,-0.161653484556423
743.672,-18,1546,,,,,,0.689304861545563,,-12.4074875078201,,,-2.954006019084
748.437,-14,1546,,,,,,0.699150524675846,,-9.78810734546185,,,-2.33037736251685
753.203,-32,1510,,,,,,0.711596024036407,,-22.771072769165,,,-5.42139461987911
757.971,5,1482,,,,,,0.729970717132092,,3.64985358566046,,,0.868966376473955
762.739,-15,1439,,,,,,0.74529943060875,,-11.1794914591312,,,-2.66164161275661
767.509,-20,1392,,,,,,0.748025878310204,,-14.9605175662041,,,-3.561837875019
772.28,0,1321,,,,,,0.763342673778534,,0,,,0
777.051,31,1297,,,,,,0.777183266222477,,24.0926812528968,,,5.73604651159817
781.824,7,1316,,,,,,0.782617021560669,,5.47831915092468,,,1.30429208460576
786.598,15,1322,,,,,,0.816652849316597,,12.2497927397489,,,2.91646164970489
791.372,31,1277,,,,,,0.826276142597199,,25.6145604205132,,,6.09837935445807
796.148,-17,1323,,,,,,0.8355925989151,,-14.2050741815567,,,-3.38198000259164
800.924,38,1270,,,,,,1,,38,,,9.04713614697918
805.702,-41,1340,,,,,,1,,-41,,,-9.76138373753017
810.48,-14,1309,,,,,,1,,-14,,,-3.33315542257128
815.259,9,1299,,,,,,1,,9,,,2.14274277165296
820.038,-13,1306,,,,,,1,,-13,,,-3.09507289238762
824.818,19,1273,,,,,,1,,19,,,4.52356807348959
