Wavelength,Abs,,,,,,,,
800,0.143584618,,,,,,,,
797,0.158059136,,,,,,,,
794,0.166867801,,,,,,,,
791,0.153190899,,,,,,,,
788,0.151897388,,,,,,,,
785,0.158096788,,,,,,,,
782,0.168053591,,,,,,,,
779,0.186650309,,,,,,,,
776,0.213343556,,,,,,,,
773,0.286660702,,,,,,,,
770,0.424953124,,,,,,,,
767,0.41337116,,,,,,,,
764,0.330093328,,,,,,,,
761,0.331943484,,,,,,,,
758,0.363863274,,,,,,,,
755,0.401656561,,,,,,,,
752,0.438702013,,,,,,,,
749,0.50130285,,,,,,,,
746,0.582646395,,,,,,,,
743,0.656238348,,,,,,,,
740,0.79213361,,,,,,,,
737,0.943228985,,,,,,,,
734,0.993638875,,,,,,,,
731,0.993929441,,,,,,,,
728,0.999201304,,,,,,,,
725,1.023081608,,,,,,,,
722,1.026713467,,,,,,,,
719,0.957284746,,,,,,,,
716,0.786535226,,,,,,,,
713,0.59088362,,,,,,,,
710,0.444306026,,,,,,,,
707,0.35407797,,,,,,,,
704,0.296909962,,,,,,,,
701,0.276146695,,,,,,,,
698,0.287396352,,,,,,,,
695,0.325708611,,,,,,,,
692,0.361605389,,,,,,,,
689,0.38254595,,,,,,,,
686,0.390026504,,,,,,,,
683,0.382945569,,,,,,,,
680,0.386588018,,,,,,,,
677,0.398840166,,,,,,,,
674,0.408980907,,,,,,,,
671,0.418257674,,,,,,,,
668,0.42506364,,,,,,,,
665,0.430269767,,,,,,,,
662,0.438494135,,,,,,,,
659,0.450748733,,,,,,,,
656,0.471906709,,,,,,,,
653,0.497938524,,,,,,,,
650,0.510954466,,,,,,,,
647,0.512851756,,,,,,,,
644,0.521665639,,,,,,,,
641,0.538422007,,,,,,,,
638,0.560470233,,,,,,,,
635,0.582594585,,,,,,,,
632,0.603299773,,,,,,,,
629,0.625555666,,,,,,,,
626,0.650317277,,,,,,,,
623,0.671052855,,,,,,,,
620,0.685242804,,,,,,,,
617,0.697094366,,,,,,,,
614,0.70883999,,,,,,,,
611,0.721912176,,,,,,,,
608,0.73950331,,,,,,,,
605,0.759739128,,,,,,,,
602,0.783877429,,,,,,,,
599,0.811004515,,,,,,,,
596,0.84133935,,,,,,,,
593,0.871789425,,,,,,,,
590,0.898866913,,,,,,,,
587,0.92242092,,,,,,,,
584,0.943544748,,,,,,,,
581,0.964256507,,,,,,,,
578,0.988057779,,,,,,,,
575,1.014314751,,,,,,,,
572,1.043321348,,,,,,,,
569,1.073379297,,,,,,,,
566,1.103168283,,,,,,,,
563,1.141170437,,,,,,,,
560,1.183084427,,,,,,,,
557,1.227191088,,,,,,,,
554,1.271670289,,,,,,,,
551,1.314857736,,,,,,,,
548,1.35965002,,,,,,,,
545,1.401377259,,,,,,,,
542,1.436812068,,,,,,,,
539,1.467007328,,,,,,,,
536,1.499427178,,,,,,,,
533,1.529185381,,,,,,,,
530,1.558192428,,,,,,,,
527,1.589888271,,,,,,,,
524,1.625141003,,,,,,,,
521,1.665358649,,,,,,,,
518,1.712643337,,,,,,,,
515,1.776951051,,,,,,,,
512,1.844812642,,,,,,,,
509,1.936907014,,,,,,,,
506,2.056949343,,,,,,,,
503,2.19175077,,,,,,,,
500,2.34557185,,,,,,,,
497,2.604202579,,,,,,,,
494,2.911248023,,,,,,,,
491,3.038030496,,,,,,,,
488,3.124755788,,,,,,,,
485,3.413878805,,,,,,,,
482,3.649826655,,,,,,,,
479,3.64635165,,,,,,,,
476,3.896644633,,,,,,,,
473,4.55753622,,,,,,,,
470,5.330328077,,,,,,,,
467,5.614771516,,,,,,,,
464,5.327440662,,,,,,,,
461,5.081254386,,,,,,,,
458,4.836221592,,,,,,,,
455,4.556559118,,,,,,,,
452,4.330032749,,,,,,,,
449,3.935652055,,,,,,,,
446,3.437039915,,,,,,,,
443,3.208021537,,,,,,,,
440,3.146721064,,,,,,,,
437,3.097047309,,,,,,,,
434,3.060198784,,,,,,,,
431,3.065731838,,,,,,,,
428,3.079525674,,,,,,,,
425,3.061897349,,,,,,,,
422,3.032032227,,,,,,,,
419,3.344780631,,,,,,,,
416,3.05087446,,,,,,,,
413,2.823269493,,,,,,,,
410,2.652728778,,,,,,,,
407,2.525606732,,,,,,,,
404,2.460570004,,,,,,,,
401,2.48066052,,,,,,,,
398,2.552597163,,,,,,,,
395,2.593843051,,,,,,,,
392,2.598651976,,,,,,,,
389,2.617993508,,,,,,,,
386,2.657389982,,,,,,,,
383,2.708186998,,,,,,,,
380,2.746523199,,,,,,,,
377,2.755225424,,,,,,,,
374,2.755297567,,,,,,,,
371,2.763841273,,,,,,,,
368,2.779751637,,,,,,,,
365,2.812504298,,,,,,,,
362,2.856246102,,,,,,,,
359,2.915574185,,,,,,,,
356,2.992302986,,,,,,,,
353,3.044096404,,,,,,,,
350,3.094224729,,,,,,,,
347,3.126740888,,,,,,,,
344,3.151416091,,,,,,,,
341,3.163239626,,,,,,,,
338,3.166270974,,,,,,,,
335,3.142093564,,,,,,,,
332,3.082127869,,,,,,,,
329,2.98690604,,,,,,,,
326,2.864372865,,,,,,,,
323,2.735096154,,,,,,,,
320,2.604405446,,,,,,,,
317,2.501736408,,,,,,,,
314,2.421608977,,,,,,,,
311,2.345118897,,,,,,,,
308,2.260099267,,,,,,,,
305,2.164036511,,,,,,,,
302,2.05739036,,,,,,,,
299,1.928753039,,,,,,,,
296,1.799003273,,,,,,,,
293,1.650522294,,,,,,,,
290,1.489785208,,,,,,,,
287,1.318140658,,,,,,,,
284,1.148974599,,,,,,,,
281,0.99643137,,,,,,,,
278,0.858738183,,,,,,,,
275,0.741639647,,,,,,,,
272,0.652307672,,,,,,,,
269,0.590545246,,,,,,,,
266,0.544035714,,,,,,,,
263,0.501666095,,,,,,,,
260,0.458007162,,,,,,,,
257,0.411230939,,,,,,,,
254,0.360115644,,,,,,,,
251,0.310735839,,,,,,,,
248,0.266200104,,,,,,,,
245,0.221636827,,,,,,,,
242,0.181216421,,,,,,,,
239,0.143753118,,,,,,,,
