wavelength,KW123Feb2401s_1_0.1s,KW123Feb241s_1_1s,KWB23Feb2401s_1_0.1s,PosT25062024_1_0.1s,PreT25062024_1_0.1s
288,0.0195348575781591,0.0190655130102657,0.00315030533873509,0.100659193046836,0.104033555793678
290,0.0188003897966912,0.0184081650243823,0.00313177188204039,0.0935214413826274,0.0967343825085088
292,0.0180353705207608,0.0178455130288751,0.00306772639198659,0.0870489607938742,0.0901313536650712
294,0.0173406677406795,0.0171341095176177,0.00303807278713965,0.0815640187706968,0.0845828663352596
296,0.0166708470745383,0.0164692606395448,0.0029963117795637,0.0766261112056184,0.0795539175908362
298,0.0161464746569129,0.0158249418876817,0.00298738185598526,0.07270533962388,0.0755233087375108
300,0.0155090826963086,0.0152574409960865,0.00289498207865554,0.0692841065450976,0.0719554006910203
302,0.0149260016239079,0.0147542660959622,0.00285404975867617,0.0662280641761067,0.0688801926149527
304,0.0145036360279605,0.0141612002866073,0.00293904502237262,0.0634236666276692,0.0660250356271256
306,0.0139108113989545,0.0137420297819394,0.00285486101455329,0.0607992783518607,0.0632573068164171
308,0.0134150439836529,0.013209287730689,0.0028751042556715,0.0582879341168238,0.060763617959366
310,0.0129933678046692,0.0127429233598471,0.00281713062987471,0.0559202522787589,0.0581828446306717
312,0.0126233432644912,0.0123254144346077,0.00279128372131506,0.0536835256057258,0.0559487786205981
314,0.0121185631062485,0.011909395722577,0.00276257578899209,0.0515811387042463,0.0537607398090997
316,0.0117470222982894,0.0114281937060615,0.0026904876793089,0.0496246427648384,0.0517704893472603
318,0.0112715309382394,0.01108615894098,0.00265237243066149,0.0477431367884783,0.0499109989341198
320,0.0109506448751786,0.0107157537470607,0.00268380927719866,0.0462000272109284,0.0482771321413103
322,0.0105070404491399,0.0103029701755006,0.00258476060234441,0.0447577975152126,0.0467787771277522
324,0.0101580426249571,0.00994139223507143,0.00256448581664056,0.0434291894415546,0.0454254725885585
326,0.00980296080765625,0.0096208907605805,0.00255692094949312,0.0422539119922874,0.04419086915144
328,0.00952998387131047,0.00933025873288923,0.00254487296820449,0.041251006978795,0.0431387119231905
330,0.00922250408434597,0.00902732713349298,0.00254679722852474,0.0403362990347763,0.042172498196755
332,0.00889847522203024,0.0087529902602467,0.00253283966330288,0.0394023427698687,0.0412237205962294
334,0.00864254414282854,0.0085020091590831,0.00250680109219317,0.0385965404687117,0.0402739983427165
336,0.00840483305021457,0.00830350999547518,0.00255689373653992,0.0378096763872564,0.0394834260035779
338,0.00816014005390406,0.00802236726952064,0.00250544024798486,0.0369860637469449,0.0386119834833832
340,0.00785682628791749,0.00776975625700214,0.00253135454902458,0.0361540979329097,0.0377304135895625
342,0.00763893679804876,0.00754369168529101,0.00248174713983308,0.0353539576927015,0.0369560918373787
344,0.00741284205921585,0.00733197643241226,0.00246107020554712,0.0345723643440862,0.0360992955243689
346,0.00718936456075775,0.0071076087443287,0.00249021570177106,0.0337693078718877,0.0353530856018893
348,0.00691676140672545,0.00688302112843417,0.00245982465727465,0.0329668674325972,0.0344526250839324
350,0.00670340965563297,0.0066933432510524,0.00238654935144975,0.032142693551248,0.0335869629239481
352,0.006635743727941,0.00648172042181908,0.00250699137205759,0.0314523834464902,0.0329499323286333
354,0.00633783284561956,0.00626641322095351,0.00241473770301282,0.0305545296102901,0.0320300369302505
356,0.00613467789639402,0.00604325196013242,0.00240226048465619,0.0297847470029055,0.0311906005902017
358,0.00596422112066889,0.00592743634012347,0.0023511045570186,0.0289932626403386,0.0304036746105129
360,0.00580189504831115,0.0057304910956511,0.002378191288619,0.028182395811173,0.0295621467246607
362,0.00559085311441691,0.00553077338661797,0.00230498095350536,0.0272784298687697,0.0287073343686906
364,0.00545672343624709,0.0053704490124018,0.00228903675664225,0.0264672724771264,0.0278440965716454
366,0.00526646649420362,0.00522720473140212,0.00226693821103372,0.0256290861338544,0.026953596756694
368,0.00505929749164934,0.00509281502901261,0.00222300492922205,0.0247202848991213,0.026068980699232
370,0.00496253764556108,0.00485320473904447,0.00222107729894964,0.0238957765674822,0.0252224552341782
372,0.00481446697231792,0.00473169538446341,0.00216799379574445,0.0230355031768178,0.0243516862086315
374,0.00459778895530148,0.0046089613562564,0.00213778134888775,0.0221966997543207,0.023530897845399
376,0.00443916079457631,0.00446720234956612,0.00215720129559437,0.021347206492414,0.0226787191761129
378,0.00434560019129641,0.00435909488355408,0.00208467414497566,0.0205551829550451,0.0218516989302762
380,0.00424050437409264,0.00420294181741916,0.00212306540522616,0.0198515408505502,0.0211896795335567
382,0.0040526696438607,0.00407119973622306,0.00203138264855191,0.0190791123684453,0.0203899180885809
384,0.00394613284549674,0.00394463267093831,0.00206000962836171,0.0184072081599882,0.0197034647170118
386,0.00388501363867878,0.00382674033682903,0.00205784512616586,0.0177047037055676,0.0189776040030211
388,0.00372784821825999,0.00373264068550733,0.00202491904439864,0.0170509353813782,0.0183308787888185
390,0.00361359485956202,0.00367475029350499,0.00202126953313373,0.0164683453409934,0.017721364026946
392,0.00350633392359876,0.00357690957668095,0.00195791579849192,0.0158691912963665,0.0171101636459355
394,0.00343619705043927,0.0034399557620124,0.00198481579535645,0.0153655284679899,0.0165565284227021
396,0.00330950648879109,0.00336419815415144,0.0019697139279251,0.0148454902803028,0.0160809600071351
398,0.00322468353304549,0.00324837988515638,0.00191331374757387,0.0143333904841253,0.0155346456439972
400,0.00312219876976111,0.00315264034011761,0.0018764568130182,0.01388210721226,0.0151177219045974
402,0.00305810456817804,0.00308322846422553,0.00180886419993057,0.0135512648487296,0.0147038104854831
404,0.0029549658677503,0.00297234700683299,0.00180760497180665,0.0130750326991727,0.0143310953721693
406,0.00290074169687787,0.00286580383991453,0.00177716553955606,0.0127353899075108,0.0139476489797435
408,0.00276093665570973,0.0027943502884298,0.00178177176634444,0.0124418045336587,0.0135852996328806
410,0.00274347186902566,0.00269083725323366,0.001824482151579,0.0121694601410381,0.0134096276993481
412,0.00261900768047282,0.0026065988070633,0.00173067476214,0.0119538320071846,0.0130495572817625
414,0.00249940180140206,0.00251638464069461,0.00171389092904324,0.011599389886074,0.0127291082516708
416,0.00240057895626405,0.00246596115076329,0.00158869379903306,0.0113075523791517,0.0124287371750351
418,0.00235047771044464,0.00242300400352921,0.00172459667659985,0.0112135195843928,0.0122712236934269
420,0.00231916385218997,0.00236800451034832,0.00176749410253096,0.0109511281394414,0.0120842122381546
422,0.0021384669800141,0.00221114851007684,0.00164483021433225,0.0106419907237944,0.0119380097083218
424,0.00214113087364359,0.00218948870334314,0.00166926768374513,0.0104488487977562,0.0117914103692594
426,0.00202825099587196,0.002186133453971,0.00166912765658797,0.0102377629228582,0.0115192702585781
428,0.00212909801521478,0.00211900459088755,0.00170386654432562,0.0101287950032137,0.0114154355427882
430,0.00195530714417238,0.0020964243880389,0.0017383919448172,0.00991538108163686,0.0112436498240883
432,0.00184213420098581,0.0020448633545723,0.0016834237203967,0.00974055440217951,0.0111404982434806
434,0.0018515318397333,0.00197515579926668,0.00161220188478501,0.00961248279430025,0.0109690406585
436,0.00181240056956849,0.00194467529153448,0.0016021984372347,0.00939456612970549,0.0108133767908824
438,0.0016279808986461,0.00189318751203267,0.0014812282950127,0.00922280035234199,0.0106759218968932
440,0.00159447863076204,0.00180709156030931,0.00145765253114382,0.00906202703459394,0.0105136466331297
442,0.00152173278495178,0.00173613731278124,0.00140558794688822,0.0088759416983399,0.010382699656846
444,0.00154555039399413,0.00169637638017083,0.00146292801676229,0.00873047784415865,0.0101998502278349
446,0.00145247918372317,0.00160969667711727,0.00151769061870339,0.00863500696497115,0.0101046141166686
448,0.00130568024037487,0.00161659407177656,0.00141662323302042,0.00848672640510461,0.00982953777956752
450,0.00143668363912407,0.0015620922114427,0.0015545522081695,0.00835376138406514,0.00975393318318717
452,0.00137322991634183,0.00156335037761607,0.00153633964687104,0.00826032596997096,0.00968421214770093
454,0.00115828388718442,0.00149898489445074,0.00146348594103635,0.00803556622950346,0.00943407528390242
456,0.00135631081849192,0.00144635086974319,0.00151023291123083,0.00800571749873294,0.00930519558042926
458,0.00125699791324718,0.00144302403465466,0.00156990591297164,0.00786069534971737,0.00926382434151773
460,0.00114949833094417,0.00140615528386615,0.00145414275338053,0.00778765682161799,0.00907087043226366
462,0.0010844003345633,0.00139912958382062,0.0014036354235175,0.00764700240485282,0.0089580825746529
464,0.00109910169468467,0.00137272758663351,0.00148387479615839,0.00755685345932014,0.00882391212732285
466,0.00116834324147438,0.00136286246718328,0.00156141949930578,0.00749782606564008,0.00881051176096361
468,0.00105864145359287,0.00133214215872273,0.00152991304326479,0.00737970272137737,0.00873811374626509
470,0.00100313930175187,0.00122818333280017,0.00141494123514032,0.00720975487195392,0.00857065991969611
472,0.000963713223496773,0.00121623207506157,0.00147289725663909,0.00706190536049298,0.00842878967707156
474,0.000904135965388398,0.00115339583052723,0.00147218671471009,0.0070374417059386,0.00840484731186164
476,0.000834399020595433,0.00108820523330255,0.00130444237637998,0.00677559290080505,0.00821718560527256
478,0.000834561321572109,0.00108272496818981,0.00132929270153964,0.00675734077687033,0.00813318125376051
480,0.00086369873171583,0.00109596855495545,0.00139866916704929,0.0066147773596403,0.0081025137356839
482,0.000825407408309094,0.00107029760097794,0.00142642989119464,0.00646942841255027,0.00796533139915536
484,0.000814808685518599,0.00102508102545882,0.00140154160318753,0.00650141081048938,0.00794535752477422
486,0.000728742966185331,0.000994761635589535,0.00127510965002744,0.00624957161501188,0.00777802080410901
488,0.000711347114377778,0.000998019825106904,0.00127583552026314,0.00620455920467728,0.00771068473702075
490,0.000731651572703998,0.000962929085472904,0.00137141682916454,0.00611925642963462,0.00759240433714699
492,0.000754786464882823,0.000946631472618006,0.00130808344469294,0.00607790732408295,0.00752944528411398
494,0.000647268066321136,0.000915887585633259,0.00139266832328849,0.00592719224042141,0.00738457141197804
496,0.000616375741353031,0.000892947752165445,0.00128691560025613,0.00563962927674424,0.00732496742577752
498,0.000622904901474211,0.000893753157477852,0.0012758997317937,0.00558597670753825,0.00710009344261403
500,0.000624148311191201,0.000869349744853672,0.00125404235859081,0.0055452619312972,0.00705389905013659
502,0.000643908878257674,0.000853691972402163,0.00143018072972125,0.00550485957601761,0.00693169912962801
504,0.00060092277247333,0.000843641322981726,0.00128396159876835,0.00536246099242861,0.00677951610820518
506,0.000592488952825324,0.000800993551183539,0.0012972506636273,0.00523145640849019,0.00671910411287
508,0.000591896099562858,0.000782908585753231,0.00132682660157733,0.00511872178058796,0.00660293136663307
510,0.000440490744449593,0.000786388265339888,0.00131851702629015,0.00505558370593696,0.00646470739356308
512,0.000551139069577912,0.000791732670161073,0.00138146669619878,0.00486866227302145,0.00642111572450311
514,0.000463065043839471,0.000769888557547615,0.00118756455073834,0.00477799650208612,0.00616509176632606
516,0.000472739676423716,0.000765161111126475,0.00128299187613313,0.0046637651781324,0.00611450866549766
518,0.000491913210812755,0.000752594663062431,0.00133605373308326,0.00466600055946431,0.00605074144704164
520,0.00043958738191056,0.000691854227134025,0.00129869623944721,0.00450228142478232,0.00593859616618234
522,0.000517749149444865,0.000697426002494163,0.00124202590280358,0.0044233636584244,0.00577851417080069
524,0.000338583814885518,0.000691557237060392,0.0012446687474933,0.00430450573124346,0.0056673773424699
526,0.000393115907669186,0.000658506710081006,0.00129607234397853,0.00427694279513171,0.00552519927458445
528,0.000438627103343118,0.000644011329202167,0.00130463144948658,0.00414471193880495,0.00551631012288535
530,0.000417016646238367,0.000631950319616971,0.00124313237323223,0.00412878873521895,0.00541028308917522
532,0.000318263288705463,0.000619234692500181,0.00124241479388721,0.00392491109582993,0.00522733276547034
534,0.000404662249700861,0.0006096010568007,0.00130320868332325,0.00397091938673377,0.00526744853461555
536,0.000335590031860588,0.000621362692269339,0.00122164031060765,0.00387071219862504,0.00514338172711758
538,0.000251282957717491,0.000620088410011963,0.00118832990831206,0.00365590689005666,0.00498838360129455
540,0.000308451142691819,0.000589901483119074,0.00129728111000301,0.00373542464266228,0.0050245976109799
542,0.000366732655730816,0.000571380220571074,0.00125310597668392,0.00368049917709101,0.00498908863576534
544,0.000332890901587485,0.000539969663229051,0.00121934414457185,0.00350735895263163,0.00480171493824168
546,0.000172625658918476,0.000530132727145159,0.00117783397075305,0.0033511491888406,0.00471636844344572
548,0.000296735491695882,0.000527739835117531,0.00128471488189076,0.0034596167906714,0.00475437272657416
550,0.000287729934164283,0.000527132294766234,0.00126748153804517,0.00335605603497625,0.00461813323059915
552,0.000210211490729448,0.000496688711726192,0.00115620108105919,0.00317608593069963,0.00456896379419982
554,0.000256361243626917,0.000492850070603948,0.00121708927274662,0.00319224877708026,0.00449850689613409
556,0.000257136403358573,0.000465338742051793,0.00121786048788125,0.00315979334978723,0.00449113472871813
558,0.000223084429895455,0.000472458079148007,0.00118430996465989,0.00308152399461051,0.00437338093596461
560,0.000271146662573583,0.00044716828460924,0.00121675987499665,0.00299423470195186,0.00435367441722475
562,0.000221328308107838,0.000457934794988242,0.00125390949371417,0.00298403049353548,0.00428124032390644
564,0.000167772631302366,0.00044989038422214,0.00124769263985947,0.00288070867878728,0.00418140820761772
566,0.000248009995383221,0.000417018691708243,0.00123912237435242,0.00289502865889674,0.00418132223681671
568,0.000177143077781456,0.000407626216943312,0.00120238810397304,0.00272519420499359,0.00413779112064947
570,0.00019249483815384,0.000393981552382735,0.00124861695001518,0.00277336480063868,0.00402694606569044
572,0.00013934257451221,0.000412517367903649,0.0012241326660073,0.00271127850911006,0.00398654808105406
574,0.00014521982754699,0.000403826049451642,0.00122965166292499,0.00264448931195475,0.00400869657560706
576,0.000189706472971366,0.000419074071122426,0.00124570515928037,0.00271923970138035,0.00400073933840436
578,0.000109826965333846,0.000433507940193489,0.00117384176991132,0.00251512388786014,0.00384826104024443
580,0.000106633205315867,0.000425900175456933,0.00127119893728103,0.00256376473709322,0.00393037845723623
582,0.000122460778212238,0.000445258770095547,0.0012150495113792,0.00251891261875115,0.00384252498988625
584,0.000113882782529035,0.000404789449982194,0.00113165986333847,0.00238978315442677,0.00379556556300519
586,0.000106342916425054,0.000389138021230277,0.00125871561767207,0.00245163826796415,0.00377306232922652
588,3.11539369023854e-05,0.000364068084900139,0.00121493131009936,0.00232201306981091,0.00367538509004916
590,0.000129812859307648,0.000383376536415471,0.00128787202330897,0.00242970114165872,0.00373850206415659
592,0.00011512741139516,0.000352472708658297,0.00119921185203259,0.00236747344017928,0.00366821858944217
594,-1.82840879230394e-06,0.000324920012470732,0.00117448435603675,0.00218535783876399,0.00355096811237784
596,7.87944402389741e-05,0.000374062557818451,0.00127735897176777,0.00224864221143549,0.00355276521787049
598,9.80677413530887e-05,0.000311635068351818,0.00117986312147916,0.00220869610418495,0.0035419717282033
600,4.01799095492412e-05,0.000315782789947126,0.00117683726717495,0.00216885247867052,0.00349887784435326
602,-2.54050796848346e-05,0.000311415870028445,0.0011905057113215,0.00215151824128593,0.00348200317400008
604,5.83414291567679e-05,0.000266029571519964,0.00123846823883293,0.0021086028568121,0.00336248264488637
606,6.7338690628737e-05,0.00030092904632977,0.00118792058837897,0.00208641013555242,0.00339638801955772
608,1.66567398100417e-05,0.000277433903813995,0.00119182528638896,0.00202180815211891,0.0033249685916435
610,-6.1795468088082e-06,0.00025403795660939,0.00118150901730559,0.00201636388073831,0.00326144737451541
612,7.66035101218767e-05,0.000315950249230105,0.00122198362636978,0.00198704845332234,0.00329288752466529
614,-7.42716772416848e-06,0.000305364015347067,0.00120581470063894,0.00198878289751215,0.00323683981918245
616,-2.22450401231405e-05,0.000282220612875189,0.00121381056350718,0.00190664884719244,0.00316497166051261
618,2.95180069457295e-05,0.000277338350593323,0.00126401382281803,0.00188464511043881,0.00316194375649969
620,-8.67478372034722e-06,0.000286345405863642,0.00118489048191447,0.00184306062864797,0.00312946059754268
622,-6.24644061181728e-06,0.000285386224494005,0.0012574793484824,0.00180347218766156,0.00310721602075689
624,7.02955069140582e-06,0.000279871643866575,0.0012676666225113,0.00184502944718096,0.00311438796181427
626,-2.74845516514648e-05,0.000253744384388733,0.00116664356362023,0.00173640182568362,0.00294676041709058
628,-6.16466050743204e-05,0.00027617506984525,0.00127400259565517,0.00171489810179877,0.00298356595467627
630,-3.56058641115787e-05,0.000260065033701711,0.00126486786592096,0.00166231966877625,0.00300457016431808
632,-1.63816013321176e-05,0.000282748901075803,0.0012526354484656,0.00173681557004952,0.00298618463191818
634,1.02118851874008e-07,0.000278590210573104,0.00121758741624509,0.00166149591448425,0.00291534093805065
636,-4.21538976555965e-05,0.000308276500872699,0.00122827058224892,0.00168979299387106,0.0029812422327345
638,-0.000143313923502409,0.000279504042917632,0.00118435155440482,0.00152864160813459,0.00276893026474876
640,2.66865995274428e-05,0.000263708143841007,0.00131426254823609,0.00162118270401638,0.00293168664015572
642,1.06022714682421e-05,0.000237562896361616,0.00123877209888834,0.00162397295881627,0.0028596811381107
644,-7.8665637658713e-05,0.000266650837605327,0.00128087986538037,0.00153927352552754,0.00286452520011901
646,-4.6021270203476e-05,0.00031043422276413,0.00137910194250087,0.00156692817503785,0.00291785149478998
648,-0.000106864163821437,0.000325259447536973,0.00117066137399075,0.00147910032549275,0.00271742064931856
650,-0.00011846375277009,0.000296418949170768,0.00129625832142622,0.00152452579634019,0.0027662417651467
652,-5.14541930902641e-05,0.000335775081918373,0.0013216982006315,0.00150377080461796,0.00284171525787121
654,-5.29945159796758e-05,0.000314765023498028,0.00130360952599689,0.0014587275650988,0.00281204979195848
656,-3.39987987960907e-05,0.000320682455814272,0.00129295041165311,0.00152913940382603,0.00272006876865036
658,-1.77582104973663e-05,0.000306653564383128,0.00126322217924373,0.00145532480870066,0.00275507074101823
660,-0.000247521397807735,0.000298380262622573,0.00119856157197361,0.00132767851431786,0.00267315962154992
662,4.31387702675938e-06,0.000278242460072497,0.00134627635974012,0.00140698436526833,0.00268619702367494
664,-4.19183974246804e-05,0.000173887634118441,0.00132478445746034,0.00147958173931213,0.00265295001675598
666,-0.000152957986868863,0.000279311837317351,0.00121958405595165,0.00128146311775916,0.0026520637941154
668,-9.60412013978532e-05,0.000326593259360521,0.00120903851583434,0.0014091576903941,0.00261398319431792
670,-0.000133258421876149,0.000343100287421606,0.00118115092323843,0.00123637062514504,0.00251369246856759
672,-3.23171068143549e-05,0.00029117999190201,0.00126866065734958,0.00138793263126156,0.00263542683303957
674,-0.00015997850306828,0.000233691413582782,0.00125091926692806,0.00126850378392209,0.00258919490213459
676,-4.74872831927648e-05,0.00013715285726679,0.00130649659572048,0.00131293264441949,0.00256683702161402
678,4.53248302375089e-08,0.000197644316438598,0.0012143498922531,0.00132820622738791,0.00244954355568695
680,-6.91451250731494e-05,0.000245403699021305,0.00128138444379837,0.00126716810762609,0.0025050451521904
682,-5.00764294212141e-05,0.000251213011553157,0.00138091543122378,0.00132184218837619,0.00252536249554174
684,-3.96194421708147e-05,0.000249549017586605,0.0012999018726135,0.00123403319208699,0.00247060182297206
686,-0.00018202978939822,0.000218090930503189,0.00124458415641192,0.00117583576504681,0.00238510828154978
688,-0.000178940146258909,0.000186983306439515,0.00120857737573371,0.00110158312056357,0.00241094283395286
690,-7.21124272572429e-05,0.000181997044345787,0.0012328545945203,0.00123562680608259,0.00255944362257342
692,-8.47371735132065e-05,0.000146290728692907,0.00133070781338892,0.00116836878247226,0.00244598237719903
694,-3.80212921756249e-05,0.000259179831295845,0.00122764955396881,0.00114446805273061,0.00241363029432371
696,-0.000195024152697718,0.000156137972785257,0.00119894065030719,0.00113631228174158,0.00245335852176842
698,-0.00013652817758708,0.000129029679585442,0.0012614176416381,0.0011578806121306,0.00234140433296023
700,-1.94140416709435e-05,0.000179048021492715,0.00125617637469258,0.00112298897484311,0.00247569283258706
702,-5.34766040353875e-05,0.000180969667789332,0.0012076764927188,0.0011321348944868,0.00256846674410846
704,-0.000231131562845482,0.000250026599168252,0.00117087158263603,0.000993464555976174,0.00249561705611689
706,-0.000119186080912426,0.000288402615836843,0.00118872377869152,0.00118765921723318,0.00234470415324813
708,-5.392125923955e-05,0.000231880938149341,0.00117298604191286,0.00118280024958901,0.00248295937321582
710,-0.000101436225402607,0.00023078346998883,0.0012356016340562,0.00112997733100528,0.00242844507853804
712,-2.80839332317724e-05,0.000240024659432893,0.0013245674600409,0.00123286080689763,0.00240415400644343
714,-3.98129598420952e-05,0.000250232434694343,0.00145877172144333,0.00119859728722388,0.00218799831944032
716,0.000105546687481321,0.000331701751628286,0.00180127600197696,0.00143701059747166,0.00231808604002891
718,0.000129555107737764,0.000321397454107883,0.00177479523037547,0.00134328797376642,0.0022774585114596
720,5.63330619399071e-05,0.000275764026725871,0.0017507346541982,0.00127575491896147,0.00215181976305572
722,-6.59520322010275e-05,0.000212350660591983,0.00169166401969373,0.00109386735860295,0.00212526355503052
724,-0.000200377242299037,0.000175315859685275,0.0014785454913519,0.000860764802552144,0.00199837522641974
726,-0.000273115492397075,0.000131466586870998,0.00141172063477914,0.000784942716265033,0.00195194993512047
728,-0.000214416037088098,0.000153294869846336,0.00137164324925879,0.000835317947676225,0.00199784851218602
730,-0.000154775543175342,0.000210343739944303,0.00133414743694452,0.000875207706477789,0.00205478531693211
732,-9.99579212580832e-05,0.000241868862188763,0.00142278826063981,0.000980630058284286,0.002065846171256
734,-3.72807424695289e-05,0.00032050414681934,0.00130771290660292,0.00106430125458692,0.00201315914238349
736,-7.06642307673607e-05,0.000409790649472502,0.00141003143723511,0.00113267417850449,0.00213243319965894
738,-5.93021326822174e-05,0.000428331281528027,0.0014240081738161,0.00107962847888204,0.00201111621431737
740,-2.15204075955895e-05,0.000478522689143954,0.00137939841894489,0.00105469139384979,0.00212030045242082
742,-8.53323322389489e-05,0.000496641453598032,0.00144180786866369,0.000987991153270191,0.00190121726425815
744,-7.55680282991159e-05,0.000526400836492043,0.00144226100871969,0.00108648626311897,0.00209341987115217
746,-0.000191530498217551,0.000553412760735381,0.00135475654489242,0.000977225203743944,0.00200023629371251
748,-3.48907284407825e-05,0.000504647415312954,0.0014032405559833,0.00101761910225693,0.0020288137537429
750,-5.04513250129433e-05,0.00045043784618161,0.00134595732661112,0.000972150754841537,0.00203575046625259
752,-8.78323124356e-05,0.00044832622606038,0.00134849516850822,0.000950485732437177,0.00200583218414956
754,-6.82251351980104e-05,0.000425560478257031,0.00143662389108376,0.00102093782625959,0.00204834698727275
756,-9.65822251012183e-05,0.00042503869437978,0.00146121066640512,0.0010218562363418,0.00202166801027725
758,7.74352570867554e-05,0.000377607006660069,0.00162054599062664,0.00112212555680161,0.00211125563437788
760,-4.8763452820263e-06,0.000294196828391131,0.00157007325821692,0.00111820191733048,0.00198959788703392
762,3.82033828089071e-05,0.000279991314812608,0.00153165894403079,0.00101079675150211,0.00215460245766637
764,-0.000106229267688021,0.000330591512202838,0.00135847285379374,0.000990118494884493,0.00187194492507253
766,0.000139043900699565,0.000356544949893658,0.00178895794367832,0.00125502684626395,0.00209000681124752
768,-8.92266351941519e-06,0.000374608895633259,0.00167392694854367,0.00102165775904116,0.00206878658344446
770,0.000114599952224856,0.000348567259511534,0.00167932394468496,0.00114993778302888,0.00215083908138894
772,-0.000125562616308169,0.000157495581754722,0.00149696105646387,0.000919900144005649,0.00193012071624298
774,4.64483299484706e-05,0.000375404213950399,0.00170136792586561,0.00108560009576447,0.0020476399782863
776,0.000210406195696066,0.000340384536392684,0.00174407062196494,0.0011625020342666,0.002089819236213
778,9.70389559000987e-06,0.000223559326112716,0.00173788326684961,0.00111465976158783,0.00216590967748954
780,0.000189314488988413,0.000133027846920146,0.00176668186854952,0.00104321452464234,0.00210174184003672
782,3.89895796426556e-05,0.000193549165135872,0.00173685876017146,0.0011944704642887,0.00203857311471593
784,0.000163386544480294,0.000255687157577997,0.00173520205008044,0.00123190729585665,0.00209974145550468
