Wavelength,Abs,,,,,,,,
800,0.143566187,,,,,,,,
797,0.158102462,,,,,,,,
794,0.16706346,,,,,,,,
791,0.153101313,,,,,,,,
788,0.152085317,,,,,,,,
785,0.15824983,,,,,,,,
782,0.168007961,,,,,,,,
779,0.186576664,,,,,,,,
776,0.213536196,,,,,,,,
773,0.287065993,,,,,,,,
770,0.424782056,,,,,,,,
767,0.413146001,,,,,,,,
764,0.330200127,,,,,,,,
761,0.331931027,,,,,,,,
758,0.364221717,,,,,,,,
755,0.401662578,,,,,,,,
752,0.438845006,,,,,,,,
749,0.501261836,,,,,,,,
746,0.583200298,,,,,,,,
743,0.656338635,,,,,,,,
740,0.791413901,,,,,,,,
737,0.942713083,,,,,,,,
734,0.992626031,,,,,,,,
731,0.993222168,,,,,,,,
728,0.999401556,,,,,,,,
725,1.023144661,,,,,,,,
722,1.026689113,,,,,,,,
719,0.956207508,,,,,,,,
716,0.78571422,,,,,,,,
713,0.590395376,,,,,,,,
710,0.444001387,,,,,,,,
707,0.353514913,,,,,,,,
704,0.296418157,,,,,,,,
701,0.276122369,,,,,,,,
698,0.287423411,,,,,,,,
695,0.325737713,,,,,,,,
692,0.361469708,,,,,,,,
689,0.382200006,,,,,,,,
686,0.38966891,,,,,,,,
683,0.382721659,,,,,,,,
680,0.386632001,,,,,,,,
677,0.398354374,,,,,,,,
674,0.408858014,,,,,,,,
671,0.417816027,,,,,,,,
668,0.424311714,,,,,,,,
665,0.429677278,,,,,,,,
662,0.437797556,,,,,,,,
659,0.45033622,,,,,,,,
656,0.470783216,,,,,,,,
653,0.496879448,,,,,,,,
650,0.510423934,,,,,,,,
647,0.512106896,,,,,,,,
644,0.52094211,,,,,,,,
641,0.537591248,,,,,,,,
638,0.560160599,,,,,,,,
635,0.582820083,,,,,,,,
632,0.602444291,,,,,,,,
629,0.624316346,,,,,,,,
626,0.648880178,,,,,,,,
623,0.669361567,,,,,,,,
620,0.683874814,,,,,,,,
617,0.695684268,,,,,,,,
614,0.706649091,,,,,,,,
611,0.720775151,,,,,,,,
608,0.737419255,,,,,,,,
605,0.757813568,,,,,,,,
602,0.781764396,,,,,,,,
599,0.809392529,,,,,,,,
596,0.838771009,,,,,,,,
593,0.869228277,,,,,,,,
590,0.896800754,,,,,,,,
587,0.920675384,,,,,,,,
584,0.942075914,,,,,,,,
581,0.961561878,,,,,,,,
578,0.984541582,,,,,,,,
575,1.010380451,,,,,,,,
572,1.038728329,,,,,,,,
569,1.067701718,,,,,,,,
566,1.101114537,,,,,,,,
563,1.137213521,,,,,,,,
560,1.177780612,,,,,,,,
557,1.222742933,,,,,,,,
554,1.267354352,,,,,,,,
551,1.309952384,,,,,,,,
548,1.35390332,,,,,,,,
545,1.395242467,,,,,,,,
542,1.429329412,,,,,,,,
539,1.458788795,,,,,,,,
536,1.490936328,,,,,,,,
533,1.519471533,,,,,,,,
530,1.550169045,,,,,,,,
527,1.580157304,,,,,,,,
524,1.613482231,,,,,,,,
521,1.653386992,,,,,,,,
518,1.701590466,,,,,,,,
515,1.762868509,,,,,,,,
512,1.833463693,,,,,,,,
509,1.923995798,,,,,,,,
506,2.041717184,,,,,,,,
503,2.173780555,,,,,,,,
500,2.326625887,,,,,,,,
497,2.583412946,,,,,,,,
494,2.888123546,,,,,,,,
491,3.012068919,,,,,,,,
488,3.100709885,,,,,,,,
485,3.384166903,,,,,,,,
482,3.607564046,,,,,,,,
479,3.60414896,,,,,,,,
476,3.85191935,,,,,,,,
473,4.506339955,,,,,,,,
470,5.263031253,,,,,,,,
467,5.544822104,,,,,,,,
464,5.257314991,,,,,,,,
461,5.007221909,,,,,,,,
458,4.761693553,,,,,,,,
455,4.488018454,,,,,,,,
452,4.260974988,,,,,,,,
449,3.867137192,,,,,,,,
446,3.373739808,,,,,,,,
443,3.1531777,,,,,,,,
440,3.08635459,,,,,,,,
437,3.035411548,,,,,,,,
434,2.992551033,,,,,,,,
431,2.998693975,,,,,,,,
428,3.008622229,,,,,,,,
425,2.98540449,,,,,,,,
422,2.950152776,,,,,,,,
419,3.252330768,,,,,,,,
416,2.962088558,,,,,,,,
413,2.739402181,,,,,,,,
410,2.567422203,,,,,,,,
407,2.439158311,,,,,,,,
404,2.373597389,,,,,,,,
401,2.388230556,,,,,,,,
398,2.45278314,,,,,,,,
395,2.484940555,,,,,,,,
392,2.486536384,,,,,,,,
389,2.497157232,,,,,,,,
386,2.530916582,,,,,,,,
383,2.572213513,,,,,,,,
380,2.598349935,,,,,,,,
377,2.603035261,,,,,,,,
374,2.590332984,,,,,,,,
371,2.591597062,,,,,,,,
368,2.600017696,,,,,,,,
365,2.617099445,,,,,,,,
362,2.65044276,,,,,,,,
359,2.69579403,,,,,,,,
356,2.744698815,,,,,,,,
353,2.777891,,,,,,,,
350,2.809469996,,,,,,,,
347,2.829562164,,,,,,,,
344,2.835317835,,,,,,,,
341,2.832431424,,,,,,,,
338,2.813872965,,,,,,,,
335,2.77980954,,,,,,,,
332,2.71049735,,,,,,,,
329,2.609590892,,,,,,,,
326,2.483288413,,,,,,,,
323,2.352332474,,,,,,,,
320,2.223429592,,,,,,,,
317,2.117338833,,,,,,,,
314,2.034089689,,,,,,,,
311,1.952297924,,,,,,,,
308,1.861914997,,,,,,,,
305,1.766875314,,,,,,,,
302,1.65992598,,,,,,,,
299,1.542134008,,,,,,,,
296,1.417684362,,,,,,,,
293,1.28635754,,,,,,,,
290,1.146207858,,,,,,,,
287,0.998762916,,,,,,,,
284,0.857766712,,,,,,,,
281,0.733332615,,,,,,,,
278,0.621765121,,,,,,,,
275,0.529466817,,,,,,,,
272,0.459092486,,,,,,,,
269,0.409711451,,,,,,,,
266,0.372029096,,,,,,,,
263,0.339779825,,,,,,,,
260,0.307199147,,,,,,,,
257,0.273532956,,,,,,,,
254,0.237607226,,,,,,,,
251,0.203568056,,,,,,,,
248,0.17306251,,,,,,,,
245,0.142978601,,,,,,,,
242,0.115980084,,,,,,,,
239,0.09091997,,,,,,,,
