wavelength,S-Sdark,Sdark,I,Idark,Wavelength,R,Rdark,Mcorrect,XCorrect,Sc,Ic,Rc,Sc/Rc
nm,counts,counts,,,nm,uA,uA,,,counts*Mcorrect,,uA*Xcorrect,counts/uA
,Raw CCD Data,Dark Offset CCD,,,,Raw Ref Detector,Dark Offset Ref,interpolated,Linear interp,Dark Corrected CCD,,Dark Corrected Ref,Fully Corrected Emission Spectrum
582.567,39,1198,,,,,,0.497118800729513,,19.387633228451,,,4.6346817705615
587.275,-1,1201,,,,,,0.498941049724817,,-0.498941049724817,,,-0.119273609135073
591.985,0,1231,,,,,,0.501383567154407,,0,,,0
596.697,7,1209,,,,,,0.503678776741028,,3.52575143718719,,,0.84284325584841
601.411,-1,1218,,,,,,0.50660371017456,,-0.50660371017456,,,-0.121105395010221
606.127,-54,1276,,,,,,0.511589810848236,,-27.6258497858047,,,-6.60405635333803
610.845,-6,1287,,,,,,0.514294218719006,,-3.08576531231403,,,-0.7376630284209
615.566,0,1282,,,,,,0.52054358959198,,0,,,0
620.288,10,1275,,,,,,0.524462996482849,,5.24462996482849,,,1.2537472008528
625.012,-14,1284,,,,,,0.528382760763168,,-7.39735865068436,,,-1.76836454891876
629.738,35,1269,,,,,,0.532948571920395,,18.6532000172138,,,4.45911293367939
634.466,7,1315,,,,,,0.536959671974182,,3.75871770381928,,,0.898534659558844
639.196,39,1297,,,,,,0.538620745897293,,21.0062090899944,,,5.02160801118986
643.928,8,1302,,,,,,0.543134351730347,,4.34507481384277,,,1.03870538472384
648.662,8,1328,,,,,,0.550038592815399,,4.40030874252319,,,1.05190924923661
653.397,-5,1302,,,,,,0.559208831250668,,-2.79604415625334,,,-0.668404169192533
658.134,-2,1346,,,,,,0.564723590970039,,-1.12944718194008,,,-0.269998313010585
662.873,2,1306,,,,,,0.573480103611946,,1.14696020722389,,,0.274184863172425
667.614,-12,1392,,,,,,0.577057061195374,,-6.92468473434448,,,-1.65537019021254
672.356,-27,1392,,,,,,0.581655467987061,,-15.7046976356506,,,-3.75426309062406
677.1,3,1404,,,,,,0.586946791410446,,1.76084037423134,,,0.420935071710694
681.845,36,1453,,,,,,0.593523205816746,,21.3668354094029,,,5.10781699858159
686.592,5,1468,,,,,,0.597413089752197,,2.98706544876099,,,0.714068479618784
691.341,47,1489,,,,,,0.601976549744606,,28.2928978379965,,,6.76351653143985
696.091,169,1513,,,,,,0.608011502444744,,102.753943913162,,,24.5636909413351
700.843,278,1513,,,,,,0.613422194898128,,170.53137018168,,,40.7661225780807
705.596,300,1579,,,,,,0.622753284692764,,186.825985407829,,,44.6614075392241
710.351,169,1501,,,,,,0.631333018243313,,106.69528008312,,,25.5058811861842
715.107,21,1551,,,,,,0.637902738034725,,13.3959574987292,,,3.20235065760718
719.865,-17,1546,,,,,,0.64693996578455,,-10.9979794183373,,,-2.62910558099366
724.623,21,1530,,,,,,0.658220417022705,,13.8226287574768,,,3.30434791955445
729.384,15,1567,,,,,,0.66329518699646,,9.9494278049469,,,2.37844563757457
734.145,5,1543,,,,,,0.669774512052536,,3.34887256026268,,,0.800559739504784
738.908,15,1550,,,,,,0.678980874538422,,10.1847131180763,,,2.43469141748965
743.672,-13,1552,,,,,,0.689304861545563,,-8.96096320009232,,,-2.14214970444118
748.437,26,1553,,,,,,0.699150524675846,,18.177913641572,,,4.34549405740775
753.203,-22,1494,,,,,,0.711596024036407,,-15.655112528801,,,-3.74240959679634
757.971,-14,1470,,,,,,0.729970717132092,,-10.2195900398493,,,-2.44302886805155
762.739,-14,1448,,,,,,0.74529943060875,,-10.4341920285225,,,-2.49433022666042
767.509,26,1377,,,,,,0.748025878310204,,19.4486728360653,,,4.64927350300035
772.28,15,1359,,,,,,0.763342673778534,,11.450140106678,,,2.73719618054872
777.051,20,1333,,,,,,0.777183266222477,,15.5436653244495,,,3.71576775143537
781.824,-4,1308,,,,,,0.782617021560669,,-3.13046808624268,,,-0.748349383427688
786.598,-7,1328,,,,,,0.816652849316597,,-5.71656994521618,,,-1.36656610959366
791.372,37,1290,,,,,,0.826276142597199,,30.5722172760964,,,7.30839584314179
796.148,13,1315,,,,,,0.8355925989151,,10.8627037858963,,,2.59676746626413
800.924,25,1286,,,,,,1,,25,,,5.97633774575457
805.702,12,1305,,,,,,1,,12,,,2.8686421179622
810.48,14,1305,,,,,,1,,14,,,3.34674913762256
815.259,-14,1316,,,,,,1,,-14,,,-3.34674913762256
820.038,10,1303,,,,,,1,,10,,,2.39053509830183
824.818,-18,1269,,,,,,1,,-18,,,-4.30296317694329
