Site,Date,Lat_degrees,Long_degrees,Time,Depth_m,Temp_C,Conducitivty_uS cm-1,pH
LSC-MB,27-Feb-24,42.46891,-82.41095,1103,NA,2.15,296,8.24
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
