wavelength,LJBotA_1_0.5s,LJBotB_1_0.5s,LJMidA_1_0.5s,LJMidB_1_0.5s,LJTopA_1_0.5s,LJTopB_1_0.5s,LonBotA_1_0.5s,LonBotB_1_0.5s,LonMidA_1_0.5s,LonMidB_1_0.5s,LonTopA_1_0.5s,LonTopB_1_0.5s,OTBotA_1_0.5s,OTBotB_1_0.5s,OTMidA_1_0.5s,OTMidB_1_0.5s,OTTopA_1_0.5s,OTTopB_1_0.5s,PosT29Aug24_1_0.5s,PreT29Aug24_1_0.5s
270,0.0482635843012907,0.04824240694495,0.052709894334987,0.0532617661209357,0.053545670442153,0.0549865038523289,0.247804439840509,0.240828680651332,0.203673510845933,0.209683039417809,0.201103563580226,0.206924715189491,0.187684444437379,0.188813143097793,0.198801210766375,0.197878183896985,0.188003295952974,0.18745121643305,0.180029320028839,0.181663448737448
272,0.0464983122596483,0.0464185685578486,0.0509692160060112,0.0515337616015829,0.0517446079005221,0.0531185984396866,0.240622544211535,0.233770412513444,0.196958083515771,0.202810237174932,0.194455500418005,0.200148027944012,0.181320869828725,0.182458420945285,0.192236137338134,0.191299913451008,0.181699925915871,0.181142072354285,0.175141965326865,0.177009262804375
274,0.0446813514270268,0.0445716516071749,0.0490442405458649,0.0496003487787571,0.0499277750715917,0.051203368890233,0.233326199610076,0.226462692153587,0.190026578234076,0.195770044478391,0.187671070407807,0.193236296164014,0.174862316519367,0.175905309132537,0.185603306294878,0.184670806740741,0.175131528320499,0.174651897172665,0.168914017322427,0.170956817983905
276,0.0427431800817842,0.0426038246348035,0.0469895117329765,0.0475643796579126,0.0478506306830776,0.0490467773450592,0.225597704578414,0.218832674121493,0.182824595038775,0.188393122389796,0.180508736698924,0.185866357424728,0.167949838862803,0.168938921996015,0.178576642557807,0.17761834597468,0.168228324069906,0.16779122282972,0.16108602255514,0.163206773411478
278,0.0409828061642335,0.0408495417987359,0.0451186373637164,0.0456671367406285,0.045948533547463,0.0470717500088488,0.218778637349678,0.212025330749007,0.176298477918681,0.181738690520456,0.174049225787994,0.179259935322946,0.161642361600743,0.162668524968086,0.172045996370478,0.171167403556923,0.161805496937786,0.161451774263037,0.152831223954687,0.154866120509796
280,0.0391069981318138,0.0389475033704762,0.0431278311297132,0.0437126388469568,0.0437649165814967,0.0449985727660494,0.211765823580304,0.205043940945067,0.169687750496131,0.175038824117775,0.167449883328033,0.172470603043282,0.155235517558731,0.15622514661144,0.165455991369939,0.164512769129863,0.155303466091907,0.154979854965445,0.143209411823279,0.145396357786461
282,0.0373200887347853,0.0371260241388628,0.0411948765091846,0.041786384308868,0.0416856517895072,0.0429705959999526,0.204659125968268,0.198179595235673,0.1631026242817,0.16834530076203,0.160871051775504,0.165739245770499,0.148996167011652,0.14989559709482,0.158975971126622,0.158062090582909,0.14895720910526,0.148616244997559,0.132879311261387,0.135048146549778
284,0.0354108965701748,0.0351705827469931,0.0392026121971786,0.039721073052664,0.0395168323897399,0.0408542382180398,0.197802313965227,0.191396991147066,0.15674783421372,0.161861553780982,0.15439405001174,0.159108013726089,0.142561892021399,0.143430549424841,0.15231064805425,0.151448755416404,0.142411604166605,0.142131218545881,0.122484852879513,0.124366517204284
286,0.0337714794719135,0.0333768082954751,0.0371718152251768,0.037682920729587,0.0376132748439761,0.0386959894948439,0.190920224643577,0.184577575196582,0.150358507829538,0.155458227926559,0.148106844773582,0.152643767715704,0.136457739389407,0.137259096826326,0.146003505089532,0.145222812601327,0.136141151261936,0.135852418339062,0.112163647889197,0.113792195974288
288,0.0317901657449752,0.0315322251276585,0.0351137963525258,0.0356736555083678,0.0354097160722767,0.036603883836019,0.183938348592662,0.177624551485096,0.143864878353604,0.148985054368778,0.141763410728881,0.146012374364223,0.130135735084162,0.131004565112034,0.139489440679023,0.138688245495701,0.129789228620606,0.129464040900578,0.101831226107358,0.103479078632032
290,0.0300928145895591,0.0298680084678002,0.0332413369907731,0.0337676675253623,0.0334273417071889,0.0346807781929473,0.177515209389238,0.171243729218139,0.137995177381083,0.143048815695937,0.135911138514001,0.139957516792363,0.124313191804608,0.125123774086162,0.133545216077662,0.132632078142368,0.123866533534148,0.123605239598019,0.0929864264579288,0.0944496566171041
292,0.0284775200226478,0.0282301543153408,0.0314609299492955,0.0320263781803025,0.0316069692775489,0.0328725230779454,0.171218999616797,0.16504299182604,0.132182478030171,0.137203822060948,0.13024161400522,0.13398976850763,0.118793286412314,0.119649474576916,0.127779329063207,0.126944236458658,0.118232698695299,0.117988835491801,0.0853292349014655,0.0865885585110576
294,0.0270196720077733,0.0267626354175145,0.029850329616658,0.0303933380950519,0.0299727331173044,0.0312060580670092,0.165356077127362,0.159258957623457,0.126983630689626,0.13177516347674,0.124936303843603,0.128479307176299,0.113778936819635,0.114570076798054,0.122369552763205,0.121632857180228,0.112963360206789,0.112823271573178,0.0791751225222831,0.0802615334091782
296,0.0255363817968439,0.025254976018354,0.0282152055223941,0.0287082380283311,0.0282817772972262,0.029506012267801,0.159411266305728,0.153421211948662,0.121610195805325,0.126360674043406,0.119618956997885,0.123048890627761,0.108614352546349,0.10938054354758,0.117198126545412,0.116341974684489,0.107779539090892,0.107588289043797,0.0739963078544036,0.0749219813779029
298,0.0241898187138819,0.0239009946967113,0.0267130464848311,0.0272182987532978,0.0267941810204176,0.027909213888182,0.153892510144829,0.148014650663584,0.116719814846483,0.121375410483307,0.114705446446155,0.118021029154823,0.103910083228631,0.104697310189073,0.112304599205837,0.111516982017651,0.103056232192632,0.102842862387277,0.0698351497820293,0.0707260733180456
300,0.022972516160068,0.0227205247617016,0.025472907628993,0.0259548127162755,0.0254597548420339,0.0266046361402996,0.148663953633077,0.142955763702101,0.112123809828157,0.1166854028781,0.110219083883726,0.113345848808889,0.0996471009642396,0.10042659084212,0.107839077926502,0.10706312144579,0.0986774208758081,0.0985408762543622,0.0661442163352178,0.0671903106553842
302,0.0219152891034448,0.0215442759153672,0.0242567530802287,0.0247084798602086,0.0241929609903381,0.0252572664490526,0.143752418226314,0.138232789920844,0.107749293761828,0.112246909121455,0.105910521610267,0.108948727047588,0.0955234309434723,0.0963428429883161,0.103613286652073,0.102808126154128,0.0945236072052849,0.0943524415476172,0.0629782958213083,0.0641235715830301
304,0.0208919147158133,0.0205826334392273,0.0230958641419395,0.0235368279587146,0.0230652728545001,0.0240376630101201,0.138874199952378,0.133413946611511,0.103388638943086,0.107873998353635,0.101637911310822,0.104636425662611,0.0916362654572123,0.0924527008457245,0.0995570275153915,0.0987541571376173,0.0905033688310794,0.0903483163626128,0.0602080848309236,0.0612897594936976
306,0.0200144033185145,0.0196924534807445,0.0221196048270304,0.0225673995003333,0.0220997741831957,0.0230392052321147,0.134367027975719,0.129049618835175,0.0994741117362531,0.103911642777922,0.0977813868570692,0.100667104241934,0.0880724237318308,0.0889144487616745,0.0958975199391329,0.0950870514714663,0.0869981089366473,0.0867606999333875,0.0577776505231442,0.0588937556065367
308,0.0190656002485042,0.0187712728589774,0.021100175520331,0.0215435766450898,0.0210570139889026,0.0219968462634184,0.129905074276305,0.124627535341981,0.0956386404754791,0.0999711775858275,0.0939709285848047,0.0968425522900415,0.0845711308133709,0.0853795434630292,0.0922089036547519,0.0914079779925435,0.0835445304865479,0.083212089838326,0.0554158208732969,0.0564977815800968
310,0.0182791122953774,0.0180086736363039,0.0202291321607266,0.0206836680941808,0.0202014463342995,0.0210672524928113,0.125600225456656,0.120451457424985,0.0918723350477188,0.0962581808524996,0.0903797439333224,0.0931877513249173,0.0813282370836925,0.0821482279407525,0.0888002948213552,0.087986624074645,0.0805352591158761,0.0799665644121173,0.0533061571774748,0.0542893069404696
312,0.0175090480816948,0.0172049930507048,0.0193722678192126,0.0197976078199672,0.0193156518998051,0.0201710591859484,0.121448066375966,0.116323706921952,0.0884010289300621,0.0926247477177495,0.0868954714538577,0.0896032509744133,0.078168547184263,0.0789498747043962,0.0854860806413218,0.0846884313823477,0.0778455141065407,0.0767626640422758,0.0512364858064312,0.0522402804085124
314,0.016759405618909,0.0165242675940951,0.0185803515196163,0.0189847708073755,0.0185450124674476,0.0193595464491838,0.117468903073263,0.112441346467847,0.0850464288811439,0.0891084458695356,0.0835924010458355,0.0862707714343595,0.0752017290842468,0.0759818010166391,0.0823468141910746,0.0815594830481899,0.0751611714000399,0.0737874802288877,0.0493956368398199,0.0503527023800663
316,0.0160646979435559,0.0158187724401777,0.0178327164827173,0.0182370776502717,0.017783303352487,0.0185721411765235,0.113553483119812,0.108595045456077,0.0817437934262819,0.0857937770659033,0.0803739820431477,0.0829930586744822,0.0723459871470936,0.0730743884031081,0.0792986859002048,0.078549089862936,0.072486456453754,0.0708918606932177,0.0476380995412837,0.048648790844612
318,0.0153402837983142,0.0151469974565346,0.0171323061002416,0.017475307553358,0.0169851505294609,0.0178311990282212,0.109637048689708,0.1047614592332,0.0784182940423063,0.0824100649324641,0.0771694703199618,0.0797306560278362,0.0694914351153059,0.0702303867964203,0.0763062290399532,0.0755504237796711,0.0697517247309901,0.0680226369434313,0.0460138554218605,0.0470496624566952
320,0.0147093686383849,0.0145200975439632,0.0164012147819585,0.0167732642790679,0.0162440605019992,0.0171115902471007,0.106036266356585,0.101265665297405,0.0754113177346604,0.0793456617173831,0.074181223204633,0.0767060531581102,0.0667726600766876,0.0674518708931152,0.073401444452507,0.0726580749260461,0.0670834648849902,0.0653087813580744,0.0446170116347,0.0455869598596419
322,0.0141833985608711,0.013978417111772,0.0157779225754504,0.0161572148781244,0.0156714663584423,0.0164756972729471,0.102483980357213,0.0978031018957719,0.0724820503330807,0.0763202708251412,0.0713102717349173,0.0737833176523854,0.0643175734647899,0.0649440037615417,0.0707867815845166,0.0700106726829531,0.0644667791984765,0.0627870489462473,0.0433605200753458,0.044331009925874
324,0.013594319636785,0.0133971823818633,0.015145484280276,0.0155603174738819,0.0150134988191513,0.0158812465289039,0.0989973061076931,0.0944275134718441,0.0695631006963694,0.0734366164726327,0.0685112071300859,0.0709179306494248,0.0617718421244667,0.0624290980767685,0.0681067314449615,0.0673526842985854,0.0617033238295985,0.0602661361469999,0.0421344036608161,0.0431690729357917
326,0.0131078493371117,0.0128916051630539,0.014579068227033,0.0149557109630116,0.0144368241139649,0.0152830138228992,0.0957367219961622,0.0913168832054147,0.0668867811666586,0.0707341460674163,0.065876891384238,0.0682349737647815,0.0593786199438727,0.0600641731244158,0.0656012827398606,0.0648526719356008,0.0589070289554378,0.0579105982961355,0.0411803409693499,0.0421051978504864
328,0.0126560801006438,0.0124477512901528,0.0140424882435903,0.0144140399564795,0.0139414991966664,0.0147431846047793,0.0926202039725492,0.0882864113724534,0.0643625359891531,0.0681862609114129,0.0634105084874267,0.0656720380588652,0.0572031936441564,0.0578623481687031,0.0632790983032492,0.0625227345754872,0.0562871088613231,0.0557259647060082,0.040269579291958,0.0411385654057128
330,0.0121810145779918,0.0119854126392531,0.0135257961658633,0.0138755891154672,0.0134147865746946,0.0141970069175083,0.0894603092211411,0.0853005965811746,0.0618716326995724,0.0655817972050582,0.060965859909685,0.0632338684064273,0.0550041684254916,0.0556636816943771,0.0609124037605274,0.0601856587005354,0.0538012891122228,0.0535331754603363,0.0393456822859274,0.0401666091471064
332,0.0117697432002791,0.0115473580513892,0.0129741479964413,0.0133767329363508,0.0129276452381023,0.013724392940926,0.0865099317577177,0.0824908621468642,0.0595262954893892,0.0631814898926769,0.0586741381640774,0.0609283763674661,0.0529212241547531,0.0535943509308899,0.0587269340144931,0.0579843102950363,0.0516163136523355,0.0514668632067224,0.038456053968897,0.0392812084153508
334,0.0113425499713824,0.0111388746175055,0.0125803006941953,0.0129139991782514,0.0124849334152611,0.0132575266589928,0.083592252121155,0.0797123791004446,0.0572702275286662,0.0607750157582121,0.0564896955279531,0.0586688585182998,0.0509573273725996,0.0516361357916,0.056606110096248,0.0558990063502874,0.0496259253249211,0.0495446935531946,0.0376206517882236,0.0383757593498441
336,0.010948842797065,0.0107399383626721,0.0120766600320116,0.0124698858307878,0.0120417529924775,0.0128165002293182,0.080799361364429,0.0770585436061622,0.0550852423214043,0.0584229100265884,0.0543482394687619,0.0564964266528744,0.0490343208563341,0.0497248586359057,0.0545417942346194,0.0538489733801995,0.0476816171899026,0.047662272130984,0.0367660097160862,0.0375674080859089
338,0.0105422955872068,0.0103584128652776,0.0116317453874432,0.0120004859629306,0.0116287340420691,0.0123777414035339,0.0781114629227347,0.0744980888350243,0.0529996411966116,0.0561885298636444,0.0523048893695438,0.0544419133079513,0.047210048362552,0.047909969202401,0.0526140865518581,0.0518784968353901,0.0458504129617305,0.0458504854268958,0.0359246112117683,0.0367205398310822
340,0.0101537170232637,0.00994319496683707,0.0112463513358416,0.0116633715427841,0.0111493183214782,0.0119466271843856,0.075426281529798,0.0718915875112825,0.0508889105645796,0.0539329069157547,0.0502647680358462,0.0523591010289058,0.0453984182220383,0.0460572402071899,0.050669368328537,0.0499413458773594,0.0440636634886279,0.0440568611996861,0.0350066274522367,0.0358423205206602
342,0.00974032513153714,0.00955948563365041,0.0108311553222738,0.0113101847764446,0.0108043679927589,0.0115213592251273,0.0729064028150678,0.0694819586199611,0.048962936806926,0.0518461523240941,0.0483521057685971,0.0503842944075908,0.0437010320199364,0.0443784726801145,0.0488382247476406,0.0481290224151609,0.0423815414793463,0.042401771914626,0.0341998652790239,0.0349891334316666
344,0.00937448965657767,0.00921376584661929,0.0104331611665747,0.0109509042607118,0.0104027802947946,0.0111316228849941,0.0704333965977227,0.0671393017083167,0.047105232096336,0.0498611001193912,0.0465319984340532,0.0485821199066945,0.0421071829917708,0.0427301064627248,0.0470515389771047,0.0463435856246134,0.0408105020707144,0.0407880584794443,0.0333663454928886,0.0341633054933715
346,0.00895617405399195,0.00881440549379008,0.0100271915976186,0.0105691389929276,0.00998445874262696,0.0106962508133852,0.0678682900049189,0.0646806675590493,0.0451653139937471,0.0478068120688645,0.044635146221752,0.0466750513190975,0.0404032443092218,0.0410316702100705,0.0452348594271679,0.0445291333893541,0.0391447563142022,0.0391520259119721,0.0324376544298064,0.0331567786444463
348,0.00860436281263543,0.00844680545788834,0.00962887696438946,0.0102295462143164,0.00964232251737387,0.0103238589754122,0.0654724081735532,0.0623336959918373,0.0433801754297434,0.0459180080413823,0.0428674738880066,0.044852059371136,0.0388351930759455,0.0394565160460689,0.0435490619978827,0.0428525369990523,0.03767073611253,0.0376229301109095,0.031552432527021,0.0322757041292489
350,0.00827160553576945,0.00810961079628455,0.00924014676765845,0.00985293032794776,0.0092582162025064,0.00995515025036433,0.0630872750222975,0.0600904656721193,0.0416685496983713,0.0440870925948971,0.0411211719360483,0.0431392819278434,0.0373434668929538,0.0379497135288893,0.0419049336903484,0.0412285714648643,0.0361885888232157,0.0361301465055676,0.0306659537832252,0.0314314319791494
352,0.00796906037895182,0.00781392848631293,0.00893882372802921,0.00945152796798406,0.00893695952269176,0.00959856704796731,0.060960108014588,0.0580160901413775,0.0400955420691349,0.0424466133278241,0.0396308640582923,0.0416043181542883,0.0359611970562651,0.0365676099767118,0.0404415863728106,0.0397265451643972,0.0348541109745695,0.0347905048218128,0.0298381464539599,0.0305811071173823
354,0.00763821342142872,0.00748421367323528,0.00857671920403885,0.00893471810276354,0.00861704427150827,0.00923657739087866,0.0587081763351894,0.0559065159093857,0.0384388112329579,0.0407481269057412,0.0380561820158543,0.0399919214094454,0.0345310925720147,0.0351086456551249,0.0388917323751543,0.0381999732604649,0.0334884949011562,0.033418353287189,0.0289712827998146,0.0296672045830127
356,0.00740377327801681,0.00722586459175078,0.00824661143208615,0.00856387845378544,0.00834049916029713,0.00895688724356204,0.0567251239574681,0.0540284019888914,0.0370867771140803,0.0392557380669521,0.0366662517126153,0.038588603159679,0.0333073711849987,0.0338427848497087,0.0375323131467005,0.0368497833203953,0.0322884033363745,0.0321964688601407,0.0281641594403184,0.0288387482069921
358,0.00710028425634833,0.00694483213397002,0.00799107303606895,0.00826643044805504,0.00804917502668556,0.00864638613901973,0.054794690837075,0.0521539006623926,0.0356236402270919,0.0377591046351182,0.0353121946140548,0.0372226026856792,0.0320587512293059,0.032608418427387,0.0361771056861379,0.0354981838924398,0.0311021438426991,0.0310531071063497,0.0273288753894026,0.0280050575926543
360,0.00679870372419072,0.0066494097766789,0.00770154119142244,0.0079154268035037,0.00773012946777602,0.00834553820773213,0.0527926123317107,0.050267874990174,0.03425442046598,0.03626871927107,0.0339174578032191,0.0357924545255625,0.0308217568862214,0.0313340087924379,0.0348374867343854,0.0341293044270637,0.029858703411659,0.0298205047833743,0.0264289687628557,0.0271130225502305
362,0.00654902122727195,0.00635826423370255,0.0074060395276252,0.00763568649155365,0.00747639363746507,0.008052643806057,0.0509631171463287,0.0485256959183236,0.0329302027280944,0.034866911376102,0.0326593464082271,0.0344817261073279,0.0296278083252151,0.0301691301901205,0.0335542737481717,0.0328431389285637,0.0287733007641585,0.0286585146430445,0.0255807929422767,0.0262789095530639
364,0.00626418841886966,0.00613806022482606,0.00708384083031702,0.00733960489997264,0.00716832975251351,0.00768533633842928,0.0490653640604149,0.0467912945710815,0.0316253611631606,0.0334620285073061,0.0313411805866727,0.0331818784016497,0.0284343359822858,0.0289817278611689,0.0322936273863931,0.0315543506746003,0.027592393129426,0.0275216516167035,0.0247026903167417,0.025370443375837
366,0.00603454006226447,0.00593296707136977,0.00685093941944626,0.00708583750474959,0.00690846805488994,0.00749301071550647,0.0473548411124788,0.0451594593330224,0.0303927715975611,0.032202374070384,0.0301870670578003,0.0319801731830738,0.0274188112976705,0.0278999610678923,0.0311133826921661,0.0303771921471234,0.0265519010076611,0.026487438970982,0.0238966098084635,0.0245539430039515
368,0.00576482478562149,0.00566834525210133,0.00656910469958541,0.00681091505387357,0.0066559832162402,0.00719915367044528,0.0456162730922081,0.0435189932212076,0.0291739387214587,0.030889158954201,0.0290124272579157,0.0307763951254818,0.0263045529292365,0.0268094246931434,0.0299468009896818,0.0292027151176422,0.025510472789158,0.0254301614117162,0.0229997792729594,0.0236773431797724
370,0.00555683850471229,0.0054425020929609,0.0062934111517974,0.00650191976597397,0.00638276703244173,0.00690096024077148,0.0439252825079684,0.0418976270596019,0.0280128678327374,0.0296302128043593,0.0278615277589922,0.0295847521375039,0.0252467260541851,0.025730447840194,0.0287853710166841,0.0280202018704153,0.0244550796834622,0.0243944035093476,0.0221360170561829,0.022798117946783
372,0.005369455563199,0.00522636387002405,0.00607396579975616,0.00630685619248233,0.00616667653021021,0.00670635633808173,0.0424332649390862,0.0404543445709084,0.0269612912283714,0.028501020938907,0.0267941143375304,0.02853557082216,0.0243057909646278,0.0247583846757946,0.02775976197989,0.0269788731732801,0.0235634280079248,0.0234778376596673,0.021331931919102,0.0219905538781415
374,0.00516999314580405,0.00499357088647742,0.00585729121319363,0.00610254134236693,0.00597394429718928,0.0064747773814925,0.0409771773458578,0.0390867048598627,0.0258983839454259,0.0274174144071415,0.0257892447402428,0.0274979276875962,0.023410332245818,0.0238380962679292,0.026763199044323,0.0259636175075355,0.0226841542526312,0.022594638921001,0.0205777212933441,0.0212109271669277
376,0.00492051962918305,0.00483457315103889,0.00556611819292925,0.00579878078163978,0.00567435894776065,0.00616473706265026,0.039512688867807,0.0376451648983093,0.0248500362036016,0.0262993472048099,0.0247593791042688,0.0264541158010113,0.0224100911602446,0.0228718138006132,0.0257344079877625,0.0248967252050079,0.021738695506205,0.0216854822827638,0.0197472665355661,0.0203945554780281
378,0.00478616964170388,0.0046547573790476,0.00537583048505289,0.00558836483255736,0.00550040582213266,0.00600169726027311,0.0382427613170838,0.0364013557851706,0.0239085319235441,0.0252493996363122,0.0238269097149482,0.0255119385652887,0.0215694318680999,0.0220152017010768,0.0248092363549514,0.0239696837213575,0.0209290239141888,0.0209087477068906,0.0190452536671564,0.0196484288051556
380,0.00464153626472551,0.00451160150893485,0.00519726045256908,0.00540496845710481,0.00531334529786835,0.00576760147881138,0.0370382666356018,0.0352180056942612,0.0230511677869932,0.0243792435019679,0.0229873029391073,0.0246303101161063,0.0207576688277719,0.0212494923837819,0.0239685508224727,0.0230742208984882,0.0201646564214329,0.0201802312120829,0.0183817029308602,0.0189337549871861
382,0.00446381388746586,0.00431369785075597,0.00498838225840877,0.00519949684677975,0.00512698638368468,0.00555573814065913,0.0357846272671886,0.0340556546435204,0.0221121777082576,0.0234160729134863,0.0220873968826647,0.0237269775262397,0.0199667098764573,0.0204410735491086,0.0230888229522245,0.0222339996551168,0.0193790423024539,0.0193778855218878,0.0177397131810093,0.0182369919995788
384,0.00428140511760425,0.00415487013477577,0.00483056204354133,0.00502526547287537,0.00490843159328495,0.00534842704519108,0.0346124734102189,0.0329538630436302,0.0212949689316554,0.0225281168673122,0.0212739204538639,0.0228990147113453,0.0191933060186722,0.0196823020264115,0.0222570123961152,0.0213656973990537,0.0186150825316674,0.018646433902621,0.0170722629894194,0.0175961720172788
386,0.00406762528875007,0.00399129084549971,0.00461348271073434,0.00483568638115913,0.00473123443022988,0.00514394433342996,0.0334593974238476,0.0318474135240432,0.0204524117531461,0.0216249125166507,0.0204714247717062,0.0220812778241846,0.0184119472751971,0.0189412595463142,0.0213897393671814,0.0205207022841033,0.017885359212961,0.0178611056269021,0.016443132122836,0.0168780639764302
388,0.00395447182302436,0.00386680662602407,0.0044673589068388,0.00465133770572427,0.00456908210145965,0.00497865181325471,0.0324077030967383,0.0308604692406854,0.0196930608155138,0.0208241002733973,0.0196985216425697,0.021301948053245,0.0176874362469864,0.018208078947426,0.0205953223626514,0.0197598629304994,0.0172042655106892,0.0171602827754796,0.0158636514855986,0.0163050887569141
390,0.00380722187057571,0.00370095943818414,0.00428623960683536,0.00446941151713573,0.00439403056027944,0.00479810741101486,0.0313603070782485,0.029914051421438,0.0189391268798142,0.0199974520773631,0.0189953188657405,0.0205430208355353,0.0170230166367962,0.0175500822375274,0.0198406090761854,0.0190487073640838,0.0165418725890673,0.0164935881603879,0.015299904883539,0.0157524061977521
