"sample","bix"
"1","fd3a",0.99259859433088
"2","fd3b",1.58080754874853
"3","fd3ctrl",1.48311038158215
"4","fd3t1a",0.708867952952825
"5","fd3t1b",0.727961898023337
"6","fd3t1ctrl",8.26497596300103
