Wavelength	I1	I1 dark	R1	R1dark	XCorrect	I1c	R1c	I1c/R1c	Abs	Percent T
nm	uA	uA	uA	uA		uA	uA	uA/uA	OD	T*100
	Abs Detector Raw	Dark Offset for Abs Detector	Ref Detector Raw	Dark Offset for Ref Detector	Linear interp	Dark subtracted Abs Detector	Corrected Ref Detector	Corrected Intensity 	-Log(T)	% Transmittance
800	0.142937227746112	2.25687697462454E-4	0.21014612022353	0.00492593456398088	1.35067892074585	0.142711540048649	0.277186578881903	0.514857323266913	5.42985583858191E-4	99.8750510751443
798	0.146438273188055		0.215501212822982		1.34199333190918	0.146212585490592	0.282590619288499	0.517400704449155	5.73866961874404E-4	99.8679495123088
796	0.159156068394805		0.234064044474882		1.33337259292603	0.158930380697343	0.305526475750067	0.520185297549644	5.12926197176997E-4	99.8819640956973
794	0.166959094562967		0.245133112957874		1.32502686977386	0.166733406865504	0.318280965684473	0.523856041805513	5.73206323933424E-4	99.8681014290599
792	0.160137857178724		0.235041879325101		1.31713449954987	0.159912169481262	0.303093649741383	0.527599867624109	5.7397414882405E-4	99.8679248641956
790	0.151137503134488		0.222188715085078		1.30966234207153	0.150911815437025	0.284540881982234	0.53036953560314	4.95425466229737E-4	99.8859891125305
788	0.150058887873905		0.220975680727132		1.30193436145782	0.149833200176443	0.281282588314047	0.532678546064701	4.76895770707548E-4	99.8902509591056
786	0.153771662746154		0.226454459925821		1.29363858699799	0.153545975048692	0.286577848528839	0.535791499018252	4.77683287885649E-4	99.890069825749
784	0.157834819925964		0.232368282686614		1.28498160839081	0.157609132228501	0.292259234306804	0.539278536749496	4.36398301538885E-4	99.8995660463168
782	0.164120461685516		0.241546164043374		1.27644824981689	0.163894773988053	0.302033477790243	0.542637773756574	5.16975168533546E-4	99.88103289039
780	0.174206487798778		0.256304441648588		1.268270611763	0.173980800101316	0.318815972964264	0.545709170352068	3.89473305891754E-4	99.9103606572575
778	0.187894283993474		0.276263160822376		1.26044166088104	0.187668596296012	0.342004744123987	0.548730973825252	4.9285370202177E-4	99.8865806097357
776	0.204827352544587		0.300983711871059		1.25292003154755	0.204601664847125	0.370936719683481	0.551581048707475	9.02660138635494E-4	99.7923706705943
774	0.230574886011041		0.338857976246088		1.24577045440674	0.230349198313579	0.416002671307288	0.553720478740452	0.00146974089899341	99.6621516477702
772	0.295381344797498		0.433512644141792		1.23883104324341	0.295155657100035	0.53094652054654	0.555904682822313	0.00144654510160603	99.6674747750713
770	0.393387075149294		0.57624682356413		1.23221707344055	0.393161387451832	0.703991353839219	0.558474738798602	0.00140722776793277	99.6764982301504
768	0.44494466466496		0.64888996872064		1.22665858268738	0.444718976967497	0.789924009440254	0.562989568177107	0.00143499436632742	99.6701256213854
766	0.40230307975234		0.584652960310326		1.22236526012421	0.402077392054877	0.708638176627464	0.56739448327274	0.00112373757798494	99.7415843300806
764	0.341861249549517		0.496722211149962		1.2186872959137	0.341635561852055	0.599345874452993	0.570014037660402	6.4220776660639E-4	99.8522354764369
762	0.322131363764096		0.469355927079624		1.214359998703	0.321905676066634	0.563985205108933	0.570769717273804	4.19237956434201E-4	99.9035134713244
760	0.332472596632931		0.484460948381572		1.20898902416229	0.332246908935468	0.579752568406981	0.573083979340362	4.84848418419863E-4	99.8884218207315
758	0.353028085442397		0.513966366964846		1.2031888961792	0.352802397744934	0.61247179597098	0.576030439386389	3.76022902460619E-4	99.9134549988247
756	0.378638877881565		0.550673543942195		1.19780671596527	0.378413190184103	0.653700151735217	0.578878847097744	4.31972387829526E-4	99.9005841322707
754	0.403353558263767		0.58585140635046		1.1931779384613	0.403127870566305	0.693147456825851	0.581590347907153	4.05328181779588E-4	99.9067132762302
752	0.426387965520359		0.618548528412191		1.18890511989594	0.426162277822896	0.729539043509961	0.58415280390278	3.97199861866998E-4	99.9085831625867
750	0.458347855529372		0.664101788728216		1.1848680973053	0.45812216783191	0.781036440113172	0.586556714006235	3.46592113653248E-4	99.920226052921
748	0.505667937432576		0.731762857183442		1.18107759952545	0.505442249735113	0.858450807813859	0.588784173926376	2.90368732595995E-4	99.9331624747169
746	0.561567285048568		0.811358639946448		1.17750906944275	0.561341597351106	0.949581824483107	0.591146105451908	3.92395216427588E-4	99.9096884678432
744	0.610116872867269		0.87942913741615		1.174187541008	0.609891185169807	1.02683076536061	0.59395492007451	3.63254954979814E-4	99.9163924261961
742	0.663634112948835		0.954232265474185		1.17108881473541	0.663408425251372	1.11172202588645	0.596739481456608	3.83609636105769E-4	99.9117096159535
740	0.748248750061903		1.07353601347159		1.16803753376007	0.748023062364441	1.2481766811184	0.599292611118317	4.10389751920335E-4	99.9055489006485
738	0.861987229832036		1.2333899599764		1.16498303413391	0.861761542134574	1.43113974764932	0.602150519227795	4.05541761031654E-4	99.906664143679
736	0.948903331169307		1.35352178536308		1.16204738616943	0.948677643471844	1.56713228342003	0.605359007346525	5.09414682863339E-4	99.882771700627
734	0.986626692224626		1.40357497608104		1.15931880474091	0.986401004527164	1.62148013506358	0.608333696600291	4.7913552635508E-4	99.8897358036382
732	0.99246134948891		1.41057912278157		1.15665113925934	0.992235661791448	1.6258503615554	0.610287198166385	4.87160443805824E-4	99.8878900526296
730	0.988434646929316		1.4058920537085		1.15388596057892	0.988208959231854	1.6165551361276	0.611305446468763	5.31645130574724E-4	99.8776590823514
728	0.989779550793571		1.41042874924702		1.15089321136475	0.989553863096109	1.61758364797275	0.611748186460883	5.19253024469729E-4	99.880509020029
