"","sample","a254","a300","E2_E3","E4_E6","S275_295","S350_400","S300_700","SR"
"1","CCIW26Feb2401",17.7132792011968,8.61630004289327,7.37487468540974,4.62193254364849,0.0173579520791067,0.0173392295598113,0.0186748333911823,1.0010797780392
"2","Chi27Feb2401s",5.38004114531027,2.36556804022754,4.36576749525424,1.2332387731718,0.0207601680564939,0.00477098382924978,0.0070888671702611,4.35133901088035
"3","EC95820Feb24",9.58611556907921,4.53658384942484,5.81932066556591,2.48832825982951,0.0188763479933908,0.0127516117127392,0.013964212792424,1.48031075746549
"4","GB13Mar2401s",19.8667593363688,8.6125788955652,8.48285101740812,3.67052078890598,0.0215383613325301,0.0178224050061054,0.0196438849661637,1.20849915177843
"5","GB22Feb2401s",43.0683147242359,23.5635873668403,5.22164122978072,8.41016702105752,0.0150893939463435,0.0161739172591411,0.0156021289450724,0.932946156739817
"6","Gra21Mar2401s",6.42342204272688,2.47093544647362,9.52699652759809,1.95001247620757,0.0249271946839373,0.0184706425908308,0.0195840263413298,1.34955752412813
"7","KB2Mar2401s",5.2991569681205,2.42298100587665,5.7341204063058,1.89155891088623,0.0201589619892925,0.0117521678588046,0.0128786521180151,1.71533986167409
"8","KW23Feb2401s",6.86966312665487,3.17243320976544,7.04800123241286,26.0011529783236,0.0194281643902064,0.0169742093307231,0.018421500765271,1.14456962393186
"9","LSC27Feb2401s",21.5006065335232,15.3901825141238,2.16257141726775,1.44028102664164,0.00792485610338892,0.00516658575612603,0.00509339892600169,1.53386713730483
"10","Mart29Feb2401",59.8789417449985,33.8395804549762,4.9374143626244,5.96492751042138,0.0137971986566815,0.0157658053185064,0.015139847371116,0.875134404995215
"11","NW28Feb2401s",7.60374839598114,3.41800453345181,8.32860562354385,-1.54700760275568,0.020147125094595,0.0197923561320602,0.0298937924859362,1.0179245442113
"12","Que27Feb2401s",9.98880403639434,4.97762270528032,10.0661070306766,6.00536779735741,0.0202561462061945,0.0164108511818287,0.0392247049195857,1.23431417308954
"13","Stc26Feb2401s",5.04370886486594,1.85860912000348,12.019153323575,-0.37409792950284,0.0252325624712433,0.0202820132456826,0.101402284089732,1.24408569137556
"14","U162928Feb24",4.67783232294626,1.80466380142024,6.67600342266907,1.36279517892143,0.024614430713906,0.00892287983003811,0.011104807303537,2.75857471833742
