Wavelength,I1,I1dark,R1,R1dark,XCorrect,I1c,R1c,I1c/R1c
nm,uA,uA,uA,uA,,,,
,Abs Detector Raw,Dark Offset for Abs Detector,Ref Detector Raw,Dark Offset for Ref Detector,Linear interp,Dark subtracted Abs Detector,Correct Ref Detector,Corrected Intensity 
800,0.140906326188675,2.60903956324423E-4,0.20700575440661,0.00496787200850019,1.35067892074585,0.140645422232351,0.272888308947256,0.515395557893008
795,0.164394575377658,,0.241303480099642,,1.32914304733276,0.164133671421333,0.314123830331502,0.522512638560785
790,0.148399730241985,,0.218147229581818,,1.30966234207153,0.14813882628566,0.279192976720776,0.530596535864209
785,0.1551447318935,,0.228286882251263,,1.28932750225067,0.154883827937176,0.287931341681393,0.537919307542978
780,0.175556976532396,,0.258184241064294,,1.268270611763,0.175296072576071,0.321146879290797,0.545843923388529
775,0.221144864457535,,0.324182389756877,,1.24929487705231,0.220883960501211,0.39879306170377,0.553881152188367
770,0.410844317511179,,0.59993330448755,,1.23221707344055,0.410583413554855,0.733126564007627,0.560044382119242
765,0.349805709051464,,0.507069258838109,,1.22051060199738,0.34954480509514,0.612820065903123,0.570387336419883
760,0.334172970161293,,0.486562571297979,,1.20898902416229,0.333912066204968,0.58224270553572,0.573492914604635
755,0.3938388958262,,0.572075558016833,,1.19543445110321,0.393577991869875,0.677940065339783,0.58054983322547
750,0.465764046600813,,0.674485765432329,,1.1848680973053,0.465503142644488,0.793290392492944,0.586800429010149
745,0.593267660288111,,0.8551336275645,,1.17581367492676,0.593006756331786,0.999636521337184,0.593222380009225
740,0.769505917945714,,1.10267706804265,,1.16803753376007,0.76924501398939,1.28216554212148,0.599957640974029
735,0.968976102695545,,1.37803020811671,,1.1606684923172,0.968715198739221,1.59367019150825,0.607851739902614
730,0.978141159116443,,1.39081849175702,,1.15388596057892,0.977880255160119,1.59911357358741,0.611513948297224
725,1.00216183742622,,1.43461050085938,,1.14589858055115,1.0019009334699,1.63822545909563,0.611576952309721
720,0.977741539977415,,1.40516956469772,,1.13600122928619,0.977480636021091,1.59063084414356,0.614523878761695
715,0.722691623394005,,1.03836499310432,,1.12339866161346,0.722430719437681,1.16091694275425,0.622293200169628
710,0.446571570176037,,0.647825828099892,,1.10628998279572,0.446310666219713,0.711187317184435,0.627557122343858
705,0.311363306250971,,0.463168423137063,,1.08649384975433,0.311102402294646,0.49783208075523,0.624914332203526
700,0.270805164628365,,0.413895791498009,,1.0694442987442,0.270544260672041,0.437325632095384,0.618633441117472
695,0.317315583448866,,0.487631356388924,,1.06210851669312,0.317054679492542,0.512640997457222,0.618473124594369
690,0.369649373217778,,0.565516901426829,,1.06392598152161,0.369388469261454,0.59638267631488,0.619381621786785
685,0.383363477166886,,0.586197220558062,,1.064248919487,0.383102573210561,0.618572706168004,0.619333134796463
680,0.380792276615636,,0.583419184375315,,1.06094348430634,0.380531372659312,0.613704150844021,0.620056703439224
675,0.399114359672308,,0.612391248163357,,1.05628788471222,0.398853455715983,0.641613953123368,0.621640869520324
670,0.413940460382108,,0.636063474020916,,1.0509113073349,0.413679556425784,0.663225504164173,0.623738915087594
665,0.422052069236415,,0.649630717008696,,1.04460680484772,0.42179116528009,0.673419194719694,0.626342653413166
660,0.437585273825226,,0.674513291066985,,1.03775990009308,0.437324369868902,0.694827387189911,0.629400017805244
655,0.470244513807031,,0.725646641082393,,1.03209853172302,0.469983609850706,0.74381149940512,0.631858488644753
650,0.501660966928567,,0.774659429277661,,1.02793705463409,0.501400062972243,0.79119447235599,0.633725437286224
645,0.506796116444181,,0.783409448773947,,1.02511239051819,0.506535212487856,0.797990105636775,0.634763775778466
640,0.534081054689648,,0.826547117974136,,1.02288675308228,0.533820150733323,0.840382527305573,0.635210910970332
635,0.570535099038614,,0.88365299970396,,1.01995265483856,0.570274195082289,0.896217228760145,0.636312466198875
630,0.604187174709811,,0.936349142987049,,1.01619136333466,0.603926270753486,0.946461603540056,0.638088506173538
625,0.644130356312901,,0.998833604712471,,1.01184904575348,0.643869452356576,1.0056420932436,0.640257062311146
620,0.671816651673463,,1.0422086115582,,1.00772297382355,0.671555747717139,1.04525132262996,0.642482562019093
615,0.691206359237587,,1.07276907774468,,1.00676500797272,0.690945455281263,1.07502488940626,0.642725077428557
610,0.712204126792845,,1.10595045639627,,1.00835275650024,0.71194322283652,1.11017882382617,0.641286977878795
605,0.743805576251532,,1.15539320613767,,1.00748717784882,0.743544672295208,1.15903877320758,0.641518376678191
600,0.785278031835328,,1.21946875733427,,1.00393652915955,0.785017127879004,1.21928180347515,0.643835679037919
595,0.833990393396055,,1.29437230867072,,1.00194668769836,0.83372948943973,1.29191450441728,0.645344166807526
590,0.880314601584976,,1.36560543033433,,1.00122630596161,0.880053697628651,1.36230611627519,0.646002896936916
585,0.919559339892517,,1.42554388834678,,0.999503612518311,0.919298435936192,1.41987086018698,0.647452146327683
