"Wavelength","Abs"
"800","4.61373193374923E-4"
"798","4.24414686897096E-4"
"796","4.5722173930739E-4"
"794","4.73180524395707E-4"
"792","5.3193539416427E-4"
"790","4.13771774618391E-4"
"788","4.17154590139701E-4"
"786","4.70143976778791E-4"
"784","4.11984675033535E-4"
"782","3.68837598350578E-4"
"780","4.08451638782478E-4"
"778","2.02058687605378E-4"
"776","3.38439443324137E-4"
"774","4.05349337851205E-4"
"772","2.09397673087485E-4"
"770","2.71787455079625E-4"
"768","2.68958469602104E-4"
"766","4.05405503318677E-4"
"764","3.06646687686777E-4"
"762","3.04558839354363E-4"
"760","2.57088795091688E-4"
"758","2.36387253260449E-4"
"756","2.24686127507324E-4"
"754","2.5257761301699E-4"
"752","2.38164494241862E-4"
"750","1.70146141140939E-4"
"748","2.16901137753922E-4"
"746","1.31146819611052E-4"
"744","9.08475254546974E-5"
"742","2.0304010030558E-4"
"740","1.37255739414307E-4"
"738","1.60507224918293E-4"
"736","2.08924842052425E-4"
"734","2.18396246673704E-4"
"732","2.34377223008936E-4"
"730","3.38743581957259E-4"
"728","3.61949703402851E-4"
"726","3.64020874458483E-4"
"724","3.82850411932789E-4"
"722","4.57029980067273E-4"
"720","4.92505536878071E-4"
"718","4.72775701421943E-4"
"716","5.5104944422722E-4"
"714","5.317316381232E-4"
"712","4.58222127501225E-4"
"710","2.54997354617808E-4"
"708","1.42927399556747E-4"
"706","2.53614795781116E-4"
"704","2.95879452008347E-4"
"702","3.16531063451593E-4"
"700","4.35036992050464E-4"
"698","4.2518049913299E-4"
"696","5.03534636724245E-4"
"694","4.83247083383161E-4"
"692","6.22699290045193E-4"
"690","4.79337076368908E-4"
"688","5.03930704626804E-4"
"686","5.14703289121044E-4"
"684","6.04313827500305E-4"
"682","4.8933733560099E-4"
"680","5.49877028414952E-4"
"678","5.2540532056741E-4"
"676","5.67744549221122E-4"
"674","5.86006340168361E-4"
"672","5.74159287995275E-4"
"670","4.93628526688247E-4"
"668","5.89369879867506E-4"
"666","6.03346482477606E-4"
"664","6.4116300999151E-4"
"662","6.23143157226776E-4"
"660","6.44795186995662E-4"
"658","6.68117395606311E-4"
"656","6.24778571055231E-4"
"654","5.85775173930052E-4"
"652","7.28735792918137E-4"
"650","6.22270570647147E-4"
"648","6.63921356102219E-4"
"646","6.80731844154117E-4"
"644","6.43083143109585E-4"
"642","7.12119972418528E-4"
"640","7.12174390606579E-4"
"638","7.29531660058863E-4"
"636","7.52890404759603E-4"
"634","7.78521231966571E-4"
"632","7.13320940132222E-4"
"630","7.79056293876317E-4"
"628","7.77202784904673E-4"
"626","8.24224457286004E-4"
"624","8.27414088153187E-4"
"622","8.58994699661045E-4"
"620","8.79074433705756E-4"
"618","9.03014124216962E-4"
"616","8.64795555549447E-4"
"614","8.70451141764646E-4"
"612","9.0692327325756E-4"
"610","8.8294972038719E-4"
"608","9.14868918125949E-4"
"606","9.52436473164267E-4"
"604","9.24261724811188E-4"
"602","9.55129452915695E-4"
"600","0.00100849991013585"
"598","0.00101366029412163"
"596","0.00103889660184527"
"594","0.00107077844019977"
"592","0.00112994560997011"
"590","0.00112211646625597"
"588","0.00118158170128651"
"586","0.00117850818295355"
"584","0.00117085748635716"
"582","0.0012261688288019"
"580","0.0011935676764536"
"578","0.00126976365748428"
"576","0.00124666332147945"
"574","0.00129706994160874"
"572","0.00136202272316457"
"570","0.00133787184722562"
"568","0.00139050657941183"
"566","0.00147360818304971"
"564","0.00143191300019949"
"562","0.00151342629968729"
"560","0.00156790282546253"
"558","0.00154497353714533"
"556","0.00161644126921338"
"554","0.00167872349072301"
"552","0.00168188231890476"
"550","0.00173890010746516"
"548","0.00181453272523344"
"546","0.00181014683303629"
"544","0.00182307135268101"
"542","0.00191349702410166"
"540","0.00196952100435738"
"538","0.00198335730283039"
"536","0.00203505121638244"
"534","0.0020729878571747"
"532","0.00214928300006698"
"530","0.0022086690598443"
"528","0.00226569526314071"
"526","0.00229444234444656"
"524","0.00236364425155568"
"522","0.00236552801333606"
"520","0.00244565793342964"
"518","0.00250683754437879"
"516","0.0025687781037763"
"514","0.00262371016825418"
"512","0.00271003578196971"
"510","0.00276789847654192"
"508","0.00281119518223413"
"506","0.00290852499627676"
"504","0.00296694068411042"
"502","0.00306629940243762"
"500","0.00314011855880017"
"498","0.00322566961833111"
"496","0.00325426284476664"
"494","0.00334460872067152"
"492","0.00343596193577094"
"490","0.00357536335364103"
"488","0.00364766646053184"
"486","0.00368167813562812"
"484","0.00380040349282769"
"482","0.00388457273023414"
"480","0.00400010158969692"
"478","0.00407822368521218"
"476","0.00418473420624573"
"474","0.00430994981869599"
"472","0.00443564052846969"
"470","0.00460497633512793"
"468","0.00473973250858912"
"466","0.00485912767284425"
"464","0.00502901634663619"
"462","0.00514076611174825"
"460","0.00528193199510829"
"458","0.00546061989573426"
"456","0.00556261124528054"
"454","0.00571401856417812"
"452","0.00592888195078268"
"450","0.00611648971859357"
"448","0.00628846954964454"
"446","0.00646606770481906"
"444","0.00668914178585377"
"442","0.00693998077097885"
"440","0.00718778319329286"
"438","0.00747552354031692"
"436","0.00771877650668976"
"434","0.00801523667147694"
"432","0.00830145627182496"
"430","0.00863168664815277"
"428","0.00897257610804298"
"426","0.00923984078859754"
"424","0.00956145817918394"
"422","0.0098507987802389"
"420","0.0102197743046854"
"418","0.0105242987559514"
"416","0.0109016422522273"
"414","0.01131426816103"
"412","0.0117526392649359"
"410","0.0121309852316165"
"408","0.0126142303848923"
"406","0.0130716959272278"
"404","0.0135813668790271"
"402","0.0140887609955065"
"400","0.0146674495475707"
"398","0.0151528049817203"
"396","0.0157835915549255"
"394","0.0163611777386256"
"392","0.0169777316450417"
"390","0.0176624140412025"
"388","0.0183107090384965"
"386","0.019015835186579"
"384","0.0197743159443065"
"382","0.0204961562801651"
"380","0.0212995239789468"
"378","0.0220507350115083"
"376","0.0229333718949434"
"374","0.0238305575216618"
"372","0.0247373098411551"
"370","0.0257417648708502"
"368","0.0267839396973862"
"366","0.0278495774102307"
"364","0.0289137927749698"
"362","0.0300696709420679"
"360","0.0312131065074784"
"358","0.032433863153167"
"356","0.0336708072507744"
"354","0.0349627580657753"
"352","0.0363408297563494"
"350","0.0377176332788723"
"348","0.0391757701776962"
"346","0.0407158558047071"
"344","0.0423747589321139"
"342","0.0439670294249427"
"340","0.0456153983772286"
"338","0.0473859793653173"
"336","0.0491807373731642"
"334","0.0510784873804446"
"332","0.0530528034853137"
"330","0.0550744136758717"
"328","0.0572852242115614"
"326","0.0594691977297182"
"324","0.0617490497914635"
"322","0.0642179686675319"
"320","0.0667135319210205"
"318","0.069336782550377"
"316","0.0721347096811561"
"314","0.0749624291602787"
"312","0.0778622821733102"
"310","0.0809667931678542"
"308","0.0841873127910747"
"306","0.0875955565454416"
"304","0.0911129550162161"
"302","0.0949523340327008"
"300","0.0989400984467262"
"298","0.103183490943298"
"296","0.107607320691102"
"294","0.112584778644016"
"292","0.11767210305759"
"290","0.123097768474805"
"288","0.128655604313811"
"286","0.134723413490243"
"284","0.140823563655405"
"282","0.147054059733521"
"280","0.153467803066446"
"278","0.159854215241464"
"276","0.16615062363897"
"274","0.173119150247498"
"272","0.179663258518207"
"270","0.186054787534015"
"268","0.192607272168795"
"266","0.198922929149415"
"264","0.205058138285748"
"262","0.210829874250916"
"260","0.216364314215792"
"258","0.221483714777447"
"256","0.226551684629646"
"254","0.231358508795658"
"252","0.235853721610236"
"250","0.240523544872593"
"248","0.245162861406105"
"246","0.250211297444763"
"244","0.255697059394867"
"242","0.262003904039875"
"240","0.268766219062053"
