"Wavelength","Abs"
"800","6.96521724682295E-4"
"798","7.26753562274706E-4"
"796","7.77257924886585E-4"
"794","7.60406393186567E-4"
"792","7.97113139708274E-4"
"790","8.08761144301511E-4"
"788","8.55552855317757E-4"
"786","8.445855296029E-4"
"784","7.11562363527017E-4"
"782","7.64944546612063E-4"
"780","7.47634401027433E-4"
"778","6.06195775797149E-4"
"776","9.10234759271719E-4"
"774","7.13975548440532E-4"
"772","5.84207716427497E-4"
"770","5.81162179621613E-4"
"768","5.45877677820989E-4"
"766","6.11969003190378E-4"
"764","5.90365684516803E-4"
"762","5.44873196211681E-4"
"760","3.96546534635531E-4"
"758","4.53979294706997E-4"
"756","3.91923605659277E-4"
"754","5.22602387852519E-4"
"752","4.80465189377118E-4"
"750","4.95818823818865E-4"
"748","4.0941620287505E-4"
"746","4.44221498432621E-4"
"744","4.59588178269639E-4"
"742","4.94489591593142E-4"
"740","4.18925043267245E-4"
"738","5.18829819177047E-4"
"736","6.21537784049553E-4"
"734","7.14034757800364E-4"
"732","7.1170662359795E-4"
"730","8.45688277558307E-4"
"728","7.60595436542865E-4"
"726","6.7537725031269E-4"
"724","6.95129050255725E-4"
"722","7.17553113080412E-4"
"720","7.87381365957418E-4"
"718","7.46690180017059E-4"
"716","8.3854778379315E-4"
"714","8.3976498460286E-4"
"712","7.3327464606357E-4"
"710","6.12462286924604E-4"
"708","6.8228656395032E-4"
"706","7.21990338666132E-4"
"704","7.53184265919613E-4"
"702","6.8791575243066E-4"
"700","7.72302256512429E-4"
"698","8.9659876731722E-4"
"696","7.51360298736505E-4"
"694","8.25743676543182E-4"
"692","9.07217949015583E-4"
"690","8.4178324746527E-4"
"688","8.45100451134085E-4"
"686","9.10006412868255E-4"
"684","8.7762185955387E-4"
"682","8.24541031619925E-4"
"680","8.72006886121447E-4"
"678","8.90215343013839E-4"
"676","8.79285926733694E-4"
"674","9.17759457847148E-4"
"672","9.0959973725619E-4"
"670","8.81511243528627E-4"
"668","9.83679712287736E-4"
"666","9.21234367020369E-4"
"664","9.71935508826876E-4"
"662","9.31395256345607E-4"
"660","9.44447430249317E-4"
"658","0.00100996743760143"
"656","9.31338794593644E-4"
"654","9.56480026820547E-4"
"652","9.82000625374977E-4"
"650","9.25410282502893E-4"
"648","0.00104404210898019"
"646","9.80693152560852E-4"
"644","0.00103094226368139"
"642","0.00102545991561655"
"640","9.84591655279974E-4"
"638","0.00105615320876156"
"636","0.00102659408520824"
"634","0.00112139029222275"
"632","0.00101426630672715"
"630","0.00110843852176987"
"628","0.00113248324584342"
"626","0.00106594883901645"
"624","0.00109575126136872"
"622","0.00114680218294285"
"620","0.00118539182014363"
"618","0.00120456616664295"
"616","0.00122707013339337"
"614","0.00119010717138095"
"612","0.00117687665053269"
"610","0.0012371083293233"
"608","0.0012405501751844"
"606","0.00129344242269995"
"604","0.00128694191136791"
"602","0.0012764865875588"
"600","0.00136216658666697"
"598","0.00131986561338814"
"596","0.00135870278737572"
"594","0.00145027036915832"
"592","0.00148734415973188"
"590","0.00149801545720266"
"588","0.00155401422743892"
"586","0.00156809526844646"
"584","0.00158087924821304"
"582","0.00162035366341965"
"580","0.00161014474464868"
"578","0.00165921139258378"
"576","0.00164619611226299"
"574","0.00170327595592125"
"572","0.00174270829268297"
"570","0.00172041649105328"
"568","0.00180520059468035"
"566","0.00186682803971264"
"564","0.00181910836329428"
"562","0.00190177245971245"
"560","0.00195797300236218"
"558","0.00193406975701931"
"556","0.00202612726077102"
"554","0.00210526095025079"
"552","0.00217284087693947"
"550","0.00226960771076104"
"548","0.00233393057296183"
"546","0.00232868231002347"
"544","0.00234203685914733"
"542","0.00244340262856481"
"540","0.00246246670740334"
"538","0.0025091512556221"
"536","0.00251667639241185"
"534","0.00258130707505588"
"532","0.00263996262448314"
"530","0.00264724658285806"
"528","0.0026976858060178"
"526","0.0027504577143042"
"524","0.00282161670515173"
"522","0.00287413778991185"
"520","0.00291493876822575"
"518","0.00297165541699307"
"516","0.00304764292245308"
"514","0.00310001742594164"
"512","0.00316511279586596"
"510","0.00324636634988572"
"508","0.00332225216898344"
"506","0.0034223577090497"
"504","0.00346262274350565"
"502","0.00356884767182609"
"500","0.00366024537720941"
"498","0.00378621142728887"
"496","0.00378105870289636"
"494","0.003887494821404"
"492","0.00401301881435052"
"490","0.00411177452424314"
"488","0.00423294119111835"
"486","0.00429476228695145"
"484","0.00440418207133672"
"482","0.00452234467342314"
"480","0.00458679274611806"
"478","0.00471706803604735"
"476","0.00485115791356748"
"474","0.00500675678446051"
"472","0.00508534408811169"
"470","0.00528446847119481"
"468","0.00541241419292845"
"466","0.00554553716835679"
"464","0.00571991135707334"
"462","0.00585506140663469"
"460","0.00601629965758388"
"458","0.00621179923991456"
"456","0.0063772170519014"
"454","0.00656980432883075"
"452","0.00680633619054654"
"450","0.00703846929857907"
"448","0.0071930106966247"
"446","0.00741465897376449"
"444","0.00766696976225273"
"442","0.00795866188600645"
"440","0.00823818432027305"
"438","0.00847297710116797"
"436","0.00880006637993721"
"434","0.009062433099614"
"432","0.0094241314930261"
"430","0.00977268069750377"
"428","0.0101176993323657"
"426","0.0104441052902147"
"424","0.0108298976548819"
"422","0.0111601591728753"
"420","0.0115744999383714"
"418","0.0119458317098923"
"416","0.0123530572017793"
"414","0.012799358912566"
"412","0.0132324951661692"
"410","0.0137040907145639"
"408","0.014223602752527"
"406","0.0147255963900847"
"404","0.0152669929205462"
"402","0.0158455493025677"
"400","0.0164276338580261"
"398","0.0170429791666496"
"396","0.0176927764503112"
"394","0.0183163625662957"
"392","0.019031203918222"
"390","0.0197323340013179"
"388","0.0204337112886215"
"386","0.0212721128575236"
"384","0.0220443508194704"
"382","0.0228601066421004"
"380","0.0236669245042075"
"378","0.0245882202488211"
"376","0.02556238522099"
"374","0.026430696451487"
"372","0.0275085640533504"
"370","0.0285592757115112"
"368","0.0296685929671628"
"366","0.0308268252742604"
"364","0.0319617289012591"
"362","0.0332082225852736"
"360","0.034465725551836"
"358","0.0358078363887955"
"356","0.0371579676107021"
"354","0.0384966212838478"
"352","0.0399870468649513"
"350","0.0414978470871618"
"348","0.0430750734085673"
"346","0.0447397827445003"
"344","0.0465308932804414"
"342","0.0482579495725446"
"340","0.0500474899738177"
"338","0.0519548568991215"
"336","0.0539075014932661"
"334","0.0559254552302758"
"332","0.05805229100381"
"330","0.0602294485596437"
"328","0.0625467929022733"
"326","0.0648776762230397"
"324","0.0672213891685449"
"322","0.0698588966541033"
"320","0.0725238123865313"
"318","0.0752711131634304"
"316","0.0781994692119"
"314","0.0811633446655668"
"312","0.0842033898378339"
"310","0.0875015837117401"
"308","0.0908134095883337"
"306","0.0944023539640991"
"304","0.0980062948954154"
"302","0.102009291949461"
"300","0.106203731052795"
"298","0.110540844038623"
"296","0.115124533438773"
"294","0.12028169394132"
"292","0.125441833471172"
"290","0.131077680549722"
"288","0.136842681309227"
"286","0.143099601374407"
"284","0.149374719878082"
"282","0.155739699375025"
"280","0.162318707291767"
"278","0.168826341219546"
"276","0.175364579637143"
"274","0.182405393742673"
"272","0.189048461228556"
"270","0.195615479073719"
"268","0.202316820735241"
"266","0.208732790140789"
"264","0.21496197550387"
"262","0.220792347966782"
"260","0.226362600710703"
"258","0.231665953894282"
"256","0.236689058093929"
"254","0.241629085926546"
"252","0.246316543011583"
"250","0.25106472671379"
"248","0.255907957850177"
"246","0.261108836860838"
"244","0.26669685370915"
"242","0.2731542932824"
"240","0.280302747142263"
