"Wavelength","Abs"
"800","5.989103804828E-4"
"798","5.67370441858669E-4"
"796","6.52261098170903E-4"
"794","6.42823689887911E-4"
"792","7.09559794054121E-4"
"790","5.85211126844626E-4"
"788","6.72781315153469E-4"
"786","6.25330918470335E-4"
"784","5.43751660907794E-4"
"782","5.63782740311495E-4"
"780","6.71077309307358E-4"
"778","4.00675095772611E-4"
"776","5.19422202757328E-4"
"774","5.31858736147983E-4"
"772","3.8331806064725E-4"
"770","4.50239195309409E-4"
"768","4.91227049082692E-4"
"766","4.91683735399841E-4"
"764","4.79659227051934E-4"
"762","5.45710981836957E-4"
"760","5.09754646081083E-4"
"758","5.94086393704795E-4"
"756","4.47435906792802E-4"
"754","4.82402055752074E-4"
"752","4.81727392554226E-4"
"750","5.16420895147108E-4"
"748","3.96124798903793E-4"
"746","3.34043842085847E-4"
"744","3.23107828075179E-4"
"742","4.13198879565617E-4"
"740","3.48386278127571E-4"
"738","4.12702919173993E-4"
"736","4.50854162121482E-4"
"734","0.00112271095955015"
"732","0.0022774003579448"
"730","0.00339878854251537"
"728","0.00303260411396688"
"726","0.0022640033985259"
"724","0.00160632539202968"
"722","9.80689839599935E-4"
"720","7.14581708180056E-4"
"718","7.38987492460766E-4"
"716","7.74194131626967E-4"
"714","8.07215266223825E-4"
"712","6.52178581586724E-4"
"710","4.53478120722354E-4"
"708","4.80603429953883E-4"
"706","4.98279986149147E-4"
"704","4.89915688074437E-4"
"702","5.55419565827694E-4"
"700","6.02831904802498E-4"
"698","8.29071593696205E-4"
"696","7.79152311640676E-4"
"694","7.86063214481572E-4"
"692","8.53953922049384E-4"
"690","7.09899237318009E-4"
"688","6.71836567808765E-4"
"686","8.21963753284495E-4"
"684","7.92090388223567E-4"
"682","6.86458510960007E-4"
"680","7.2264345487193E-4"
"678","6.43370493499805E-4"
"676","6.76931535719871E-4"
"674","7.45946996915521E-4"
"672","6.42573854490455E-4"
"670","7.07966800340481E-4"
"668","8.28596260685373E-4"
"666","8.57828870106305E-4"
"664","9.10251482911489E-4"
"662","9.82099259595794E-4"
"660","9.27228263269076E-4"
"658","9.90615460493769E-4"
"656","0.00101346532890054"
"654","9.36640787313724E-4"
"652","9.27351903804074E-4"
"650","9.39799730705604E-4"
"648","9.15185119661933E-4"
"646","8.48150258970558E-4"
"644","9.41491793702068E-4"
"642","9.4722459369293E-4"
"640","9.91647412774274E-4"
"638","9.80792438970996E-4"
"636","0.00100099747870023"
"634","0.0010623903857588"
"632","9.96403679298768E-4"
"630","0.00102596510059753"
