"Wavelength","Abs"
"800","1.52259861777108E-4"
"798","2.04932688590837E-4"
"796","1.97980166289842E-4"
"794","2.05122960583431E-4"
"792","2.71350919328581E-4"
"790","2.27904606150861E-4"
"788","1.79138335941903E-4"
"786","1.9968932803795E-4"
"784","1.50099546337861E-4"
"782","2.1908402149497E-4"
"780","1.89518663231712E-4"
"778","5.51379262422903E-5"
"776","3.01031783355876E-4"
"774","1.78467499441115E-4"
"772","1.57391597617783E-4"
"770","1.6881814089361E-4"
"768","1.97887638213847E-4"
"766","2.86113116963947E-4"
"764","2.88488026767284E-4"
"762","2.49231549126017E-4"
"760","1.68392765690484E-4"
"758","2.79161397935735E-4"
"756","2.44641243997029E-4"
"754","3.5643032745465E-4"
"752","3.70496283956103E-4"
"750","3.35040926804277E-4"
"748","2.92354409477712E-4"
"746","3.32896857418429E-4"
"744","3.4161300474724E-4"
"742","3.89214932299201E-4"
"740","2.67422761284402E-4"
"738","3.0477691206207E-4"
"736","3.23476343353083E-4"
"734","2.92002966344556E-4"
"732","3.07426982787725E-4"
"730","3.67909951446361E-4"
"728","3.90230188169311E-4"
"726","3.78809673550146E-4"
"724","4.07890838259266E-4"
"722","4.46567964422523E-4"
"720","5.06002007951206E-4"
"718","4.94420872110515E-4"
"716","5.27754746198117E-4"
"714","5.15918564780217E-4"
"712","3.63414837225126E-4"
"710","2.24420282011031E-4"
"708","1.47474846409541E-4"
"706","2.2682611055158E-4"
"704","2.17969766565206E-4"
"702","2.68223804445134E-4"
"700","4.36694180530849E-4"
"698","5.40291996471236E-4"
"696","3.8136126134722E-4"
"694","4.42540301330955E-4"
"692","5.61444116741571E-4"
"690","4.85343732969943E-4"
"688","4.73832421152386E-4"
"686","5.99918754764595E-4"
"684","5.98259590394453E-4"
"682","5.16112984273073E-4"
"680","6.70648283804933E-4"
"678","5.81131330939718E-4"
"676","6.72589784292932E-4"
"674","7.45573851591607E-4"
"672","6.58342462567145E-4"
"670","6.60298413685715E-4"
"668","7.34254564002401E-4"
"666","7.66002860024578E-4"
"664","7.57612110335795E-4"
"662","7.9168019506164E-4"
"660","7.91345504374427E-4"
"658","8.22068977446552E-4"
"656","7.81839786730794E-4"
"654","7.55267088514943E-4"
"652","8.28965961337975E-4"
"650","8.08375883991005E-4"
"648","8.97324968165476E-4"
"646","8.61181201737545E-4"
"644","8.94512371361648E-4"
"642","9.35811299024273E-4"
"640","9.92519745073665E-4"
"638","0.0010578048539623"
"636","0.00104229563094941"
"634","0.00111013479823044"
"632","0.00108605189358225"
"630","0.00108742472313164"
"628","0.00113348277279204"
"626","0.00115595693729721"
"624","0.00117161760657967"
"622","0.00122502176232279"
"620","0.00124640640457322"
"618","0.00131234031814767"
"616","0.00130730427151968"
"614","0.00138588306825344"
"612","0.00139560578858874"
"610","0.00142960251415323"
"608","0.00143725230934138"
"606","0.00147935928952452"
"604","0.00149238794329897"
"602","0.0015141783077935"
"600","0.00155922954609252"
"598","0.0015824429913503"
"596","0.00163332488834292"
"594","0.00168666190544189"
"592","0.00176395909017947"
"590","0.00178210238649716"
"588","0.00180824816365202"
"586","0.00184344969258221"
"584","0.00186462973624638"
"582","0.00190081656362613"
"580","0.00193332795149154"
"578","0.00201238100875547"
"576","0.00203646208921047"
"574","0.0020954245606604"
"572","0.00219915113616188"
"570","0.00219824881309771"
"568","0.00229199284650831"
"566","0.00237113149856101"
"564","0.00237889734541638"
"562","0.00245237676119225"
"560","0.00249651229207759"
"558","0.00256580306142979"
"556","0.00263328745295965"
"554","0.0027008586962989"
"552","0.00275588489321743"
"550","0.00284945342824662"
"548","0.00291473420878197"
"546","0.00298900664848601"
"544","0.00301713991005011"
"542","0.00315137807072864"
"540","0.00323612369324377"
"538","0.00331481324051291"
"536","0.00336469435679382"
"534","0.00348300710863462"
"532","0.00357824802382437"
"530","0.00364957963157771"
"528","0.00376150417524832"
"526","0.0038294350431627"
"524","0.00395077397553241"
"522","0.00401853554207742"
"520","0.00413728621195043"
"518","0.00420322350069623"
"516","0.0043370453601492"
"514","0.00441649819876621"
"512","0.00453278946981914"
"510","0.00466056479539973"
"508","0.00477773722709338"
"506","0.00490693343692496"
"504","0.00497929427919"
"502","0.005101960279603"
"500","0.00524373668587119"
"498","0.00538361281007191"
"496","0.00547199098287906"
"494","0.00557080165189721"
"492","0.00570178731964742"
"490","0.00584922147857459"
"488","0.00597617391579537"
"486","0.00602417727527993"
"484","0.00618693954673616"
"482","0.00629548191848389"
"480","0.00642111829681728"
"478","0.00651017962727286"
"476","0.00659828610338328"
"474","0.00673997428694089"
"472","0.0068274033758073"
"470","0.00697770068431755"
"468","0.00709839802895426"
"466","0.00720334893334281"
"464","0.00735272578348231"
"462","0.00744351880616987"
"460","0.00760135129334695"
"458","0.00772355496069951"
"456","0.00779249103079734"
"454","0.00789136149382231"
"452","0.00803777348761864"
"450","0.00817969709035269"
"448","0.00826003957620955"
"446","0.0083474965083428"
"444","0.00850617119747338"
"442","0.00863384751933013"
"440","0.00875852211769356"
"438","0.00891262311201093"
"436","0.00907802503025266"
"434","0.00929802800844094"
"432","0.00937503048006505"
"430","0.00962509810456385"
"428","0.00978269616471427"
"426","0.00991441254252507"
"424","0.0100657364902922"
"422","0.010214039363311"
"420","0.0104606077726401"
"418","0.0105601487082294"
"416","0.0107948625211682"
"414","0.010986589117439"
"412","0.0112706120796472"
"410","0.0114766662398088"
"408","0.0118030175979183"
"406","0.0120955156726947"
"404","0.0124025241061176"
"402","0.0127771830626885"
"400","0.0131623819325698"
"398","0.0136079566876371"
"396","0.0140477963240625"
"394","0.0145182831169384"
"392","0.0150615032554063"
"390","0.0156372072076184"
"388","0.016211307024105"
"386","0.0168551067093977"
"384","0.0175394937660659"
"382","0.0182350026093699"
"380","0.0189642514797084"
"378","0.0197169608450211"
"376","0.0205543956103739"
"374","0.0213537474634423"
"372","0.0222506886070393"
"370","0.0231583020912904"
"368","0.0240769519539217"
"366","0.0250101742565548"
"364","0.0259257143628929"
"362","0.0268414769812871"
"360","0.0277268688439328"
"358","0.0286431861453547"
"356","0.0295185529925213"
"354","0.0303412176405021"
"352","0.0312113858564261"
"350","0.0320679720253183"
"348","0.0328956468475894"
"346","0.0336777219023438"
"344","0.0345913196506656"
"342","0.0353877096375603"
"340","0.0361568519552623"
"338","0.0369796246442469"
"336","0.0377577879390747"
"334","0.0385762460946918"
"332","0.0393914444493395"
"330","0.0402839356349352"
"328","0.0411861981578776"
"326","0.0421163988323538"
"324","0.0430956105204002"
"322","0.0442309350702123"
"320","0.0455151970830937"
"318","0.0468989457007244"
"316","0.0485641003930599"
"314","0.0503418187659907"
"312","0.0523450877045251"
"310","0.0545245107552634"
"308","0.0568741018354036"
"306","0.0593816907744104"
"304","0.061979683627156"
"302","0.0647463368689301"
"300","0.0676412428470076"
"298","0.0708600752101142"
"296","0.0742526720718831"
"294","0.0783482817720536"
"292","0.0829891464806289"
"290","0.0885798101657563"
"288","0.0949258794023478"
"286","0.102508912627166"
"284","0.110397219726664"
"282","0.118357804895705"
"280","0.126097086010432"
"278","0.133062980064315"
"276","0.138923073298586"
"274","0.144256253839925"
"272","0.147978927710331"
"270","0.150443697324339"
"268","0.151631971439315"
"266","0.151371868597985"
"264","0.149809874677138"
"262","0.147059606138881"
"260","0.143338649604485"
"258","0.139360067583291"
"256","0.135234052717021"
"254","0.131345239595182"
"252","0.12785986861775"
"250","0.125452532859415"
"248","0.124070881985899"
"246","0.124376708013147"
"244","0.126599940951143"
"242","0.131375891527908"
"240","0.138648235567846"
