"Wavelength","Abs"
"800","5.79338931149394E-4"
"798","5.84610071104667E-4"
"796","6.28392417594858E-4"
"794","6.55027476531445E-4"
"792","6.79455765538702E-4"
"790","6.34009181057848E-4"
"788","6.04258043451705E-4"
"786","5.86992317385917E-4"
"784","6.06346903564103E-4"
"782","5.62556615659244E-4"
"780","5.41514315375425E-4"
"778","4.27113275564896E-4"
"776","5.22787238960039E-4"
"774","4.89544610373406E-4"
"772","3.15429574409677E-4"
"770","3.95937780087263E-4"
"768","5.18175488148293E-4"
"766","4.33440966989681E-4"
"764","4.21973743337202E-4"
"762","4.53708858657908E-4"
"760","4.46039812119769E-4"
"758","3.74639608235818E-4"
"756","3.1018830656253E-4"
"754","3.92013078451813E-4"
"752","4.29095780307034E-4"
"750","3.42967471072713E-4"
"748","2.66606361958827E-4"
"746","2.97645004687409E-4"
"744","3.18149857602057E-4"
"742","3.719933233982E-4"
"740","2.74149897027452E-4"
"738","2.9898139172999E-4"
"736","3.52505717889116E-4"
"734","3.66133897296993E-4"
"732","3.04528235140573E-4"
"730","4.1463930822482E-4"
"728","4.53155727556835E-4"
"726","4.45295476337591E-4"
"724","5.13739028498775E-4"
"722","5.27942143831307E-4"
"720","5.74545929745764E-4"
"718","5.76009915609489E-4"
"716","6.38214127383057E-4"
"714","6.52361373350419E-4"
"712","5.41620894363252E-4"
"710","4.46247180634762E-4"
"708","4.31702087744608E-4"
"706","4.90895826524388E-4"
"704","5.12568368204194E-4"
"702","4.42005160265595E-4"
"700","5.7489476072179E-4"
"698","5.72143588374703E-4"
"696","5.63182172360771E-4"
"694","5.22062781223303E-4"
"692","7.13672209578598E-4"
"690","5.6348861601442E-4"
"688","5.50096914886906E-4"
"686","5.95260957612242E-4"
"684","6.53642868381955E-4"
"682","6.61099647602874E-4"
"680","6.21308463712365E-4"
"678","6.82227180224233E-4"
"676","6.57846308539327E-4"
"674","6.97364870881075E-4"
"672","6.08459075344451E-4"
"670","6.06450452665353E-4"
"668","7.09806207658113E-4"
"666","6.7460040842273E-4"
"664","6.82962503767764E-4"
"662","6.75313130979258E-4"
"660","7.63102063667798E-4"
"658","7.84277359235906E-4"
"656","7.41083305849735E-4"
"654","7.16973821254986E-4"
"652","7.32966395801802E-4"
"650","7.42625973674521E-4"
"648","7.65362598011757E-4"
"646","7.24595453703319E-4"
"644","8.01421880286005E-4"
"642","7.92560243775131E-4"
"640","8.27813236824826E-4"
"638","8.53060029581043E-4"
"636","8.2434448525901E-4"
"634","8.43919250496106E-4"
"632","8.25913178589803E-4"
"630","8.38235315726925E-4"
"628","8.49486490593889E-4"
"626","8.84215787088681E-4"
"624","8.54535820253862E-4"
"622","8.82677716857421E-4"
"620","9.14269807540332E-4"
"618","9.57624193869417E-4"
"616","9.50058362849277E-4"
"614","9.32398222923946E-4"
"612","9.58491780869102E-4"
"610","9.42156288970627E-4"
"608","9.90305538934992E-4"
"606","9.97931956674812E-4"
"604","0.00103669875573573"
"602","0.0010433067042467"
"600","0.00105678148394926"
"598","0.00108129511468044"
"596","0.00111649826758416"
"594","0.00114414323925393"
"592","0.00119709680598146"
"590","0.0011521439845263"
"588","0.00121958062141578"
"586","0.00120928538084286"
"584","0.00123654540113347"
"582","0.0012499726158064"
"580","0.00128099907121567"
"578","0.0013278300480306"
"576","0.00131156788008361"
"574","0.00133548751687929"
"572","0.00138472977916666"
"570","0.00140195080413183"
"568","0.00146388843175479"
"566","0.00146476370548634"
"564","0.00145415920382791"
"562","0.00150574101444987"
"560","0.00155156882596242"
"558","0.00157447620390781"
"556","0.00164720803711277"
"554","0.00167483576186465"
"552","0.00171429506487417"
"550","0.00174855451816726"
"548","0.00180340645657588"
"546","0.00184638351401716"
"544","0.00183405401732848"
"542","0.00193410781455906"
"540","0.00196476236715797"
"538","0.0020250562687735"
"536","0.00206089040362015"
"534","0.00210674592814382"
"532","0.00214374228623418"
"530","0.00216153580209136"
"528","0.00224539725789894"
"526","0.00227380351222301"
"524","0.00234613930426225"
"522","0.0023884087959317"
"520","0.00244931065491524"
"518","0.00248229497877972"
"516","0.00257431071228476"
"514","0.0026048069127634"
"512","0.00265600790217292"
"510","0.00273672514705372"
"508","0.00277255205253843"
"506","0.00289203257503656"
"504","0.00291053529169858"
"502","0.00295098201434451"
"500","0.00308414583125274"
"498","0.00316719519286764"
"496","0.00319212982899242"
"494","0.00326088364963148"
"492","0.00336967714561458"
"490","0.00346921453740611"
"488","0.00354608730821595"
"486","0.00359866287972348"
"484","0.00367643742311911"
"482","0.00380869528355407"
"480","0.00392291697159456"
"478","0.00397274996609999"
"476","0.00409562552332384"
"474","0.00420571034396902"
"472","0.00428589745253527"
"470","0.00442530038496403"
"468","0.00455665371181507"
"466","0.00470778123353367"
"464","0.00482621532741616"
"462","0.004932275913714"
"460","0.00505486288560801"
"458","0.00522452981800209"
"456","0.00533744326501242"
"454","0.00548020045430342"
"452","0.00565353720159553"
"450","0.00586015732255657"
"448","0.00601577092002635"
"446","0.00618894726876952"
"444","0.00643075587833804"
"442","0.00666133666384737"
"440","0.00690154751183147"
"438","0.00710364737468981"
"436","0.00735261423070903"
"434","0.00762629924502129"
"432","0.00788481598779876"
"430","0.00817401612971573"
"428","0.00846397097836317"
"426","0.00876096607276312"
"424","0.00906916620546903"
"422","0.00936267550988489"
"420","0.00965535883411421"
"418","0.00997706904881766"
"416","0.0103521352672737"
"414","0.0106843927300505"
"412","0.0111284743524111"
"410","0.0114743424874402"
"408","0.0119339390794949"
"406","0.0123621346044826"
"404","0.0128094545458231"
"402","0.0133214726592654"
"400","0.0138342525756919"
"398","0.014378997381379"
"396","0.0148958159481252"
"394","0.0154481787138645"
"392","0.0160470680148198"
"390","0.0166752591600672"
"388","0.0172879758779928"
"386","0.0179816958829356"
"384","0.0186841334496863"
"382","0.0194073738308581"
"380","0.0201555889487913"
"378","0.0208837411958671"
"376","0.0217279946485063"
"374","0.0225734144693088"
"372","0.0234386496347675"
"370","0.0243325870364221"
"368","0.0254024418686342"
"366","0.0263973070519518"
"364","0.0274299080923774"
"362","0.0285356310440024"
"360","0.0296314905274112"
"358","0.030807874419478"
"356","0.0319603653392682"
"354","0.0331918402288352"
"352","0.0344901973938267"
"350","0.0358298641094737"
"348","0.0371584130132551"
"346","0.0386923664044968"
"344","0.0402942005737134"
"342","0.0418828511723721"
"340","0.0434645152640914"
"338","0.0451972437625365"
"336","0.0469656825155296"
"334","0.0488110782536674"
"332","0.0507766518189862"
"330","0.0527891021254895"
"328","0.0549351714988101"
"326","0.0571241412764363"
"324","0.0593470566046338"
"322","0.0618025068844359"
"320","0.06434380342168"
"318","0.0669238785490045"
"316","0.0697208199006786"
"314","0.0725290961345257"
"312","0.0754448289772026"
"310","0.078539879484632"
"308","0.0817769225321308"
"306","0.0851267844862653"
"304","0.0885873072807661"
"302","0.0924931496807128"
"300","0.0964774279753593"
"298","0.100711558516328"
"296","0.105144422667961"
"294","0.110256580254114"
"292","0.115365046570503"
"290","0.120820050646078"
"288","0.126562888633197"
"286","0.132748685735331"
"284","0.138945217648289"
"282","0.14528836794336"
"280","0.151658103699027"
"278","0.158049125269534"
"276","0.164361519095187"
"274","0.171259268250354"
"272","0.17776505470473"
"270","0.184136461030473"
"268","0.190594379152065"
"266","0.196912438533538"
"264","0.202859388500296"
"262","0.20856507428189"
"260","0.214051494583253"
"258","0.219074293377609"
"256","0.224027102487462"
"254","0.228763134309595"
"252","0.23322093917599"
"250","0.237799450205255"
"248","0.24229498797924"
"246","0.247306756018411"
"244","0.252608331203231"
"242","0.258729051740648"
"240","0.265447333904965"
