"Wavelength","Abs"
"800","2.98266312759013E-4"
"798","3.07228553317221E-4"
"796","3.36451577800119E-4"
"794","2.81831357731956E-4"
"792","4.5919144545294E-4"
"790","3.61192914146539E-4"
"788","2.69692751531577E-4"
"786","2.64238727477924E-4"
"784","2.21955245397757E-4"
"782","2.01678699773788E-4"
"780","1.26719075735787E-4"
"778","-1.60281707669828E-5"
"776","2.79777478675887E-4"
"774","8.24877642190391E-5"
"772","8.64994961794584E-5"
"770","4.6801043312603E-5"
"768","1.24233808253371E-4"
"766","7.82660722919686E-5"
"764","7.98277258279061E-5"
"762","2.13198704591858E-5"
"760","-8.91473226089011E-5"
"758","5.77027571421102E-5"
"756","-6.16969787612726E-5"
"754","2.89347180087517E-5"
"752","-3.83786918742649E-5"
"750","-1.58412761852533E-5"
"748","-1.0506567155735E-4"
"746","-1.41325795732325E-4"
"744","-1.1128616688615E-4"
"742","-1.48037434363933E-6"
"740","-1.29350842394649E-4"
"738","-1.35669373833937E-4"
"736","-4.53586649601158E-5"
"734","-3.77032544459031E-5"
"732","-6.55510783401062E-7"
"730","5.01044851427402E-5"
"728","1.1195397104045E-4"
"726","1.26994211912874E-4"
"724","1.79472675945826E-4"
"722","2.03651271922452E-4"
"720","2.86180819764131E-4"
"718","2.9735854981723E-4"
"716","3.13038499421911E-4"
"714","2.72428580881855E-4"
"712","1.17519754088682E-4"
"710","-2.89594435811068E-5"
"708","-1.28280599046114E-4"
"706","-4.0064561618469E-5"
"704","-2.59550494434666E-5"
"702","-2.60158563944184E-5"
"700","5.91697245379357E-5"
"698","1.58500320796242E-4"
"696","8.39562432693606E-5"
"694","1.1156052232077E-4"
"692","2.7018207808113E-4"
"690","1.89063093379779E-4"
"688","1.18352637189451E-4"
"686","1.80183851469558E-4"
"684","2.96487592144827E-4"
"682","1.38977750469476E-4"
"680","1.58951375507794E-4"
"678","2.67869037741077E-4"
"676","1.94815499071074E-4"
"674","2.25947437188922E-4"
"672","1.41664802334784E-4"
"670","1.29684347172272E-4"
"668","2.10738522338511E-4"
"666","2.13501737887375E-4"
"664","2.37421302505493E-4"
"662","2.15270264392189E-4"
"660","1.95774263735262E-4"
"658","2.93520910009095E-4"
"656","2.10106425774174E-4"
"654","2.20990797984504E-4"
"652","2.09489992530695E-4"
"650","2.57533588973424E-4"
"648","3.201660939739E-4"
"646","2.24655072517451E-4"
"644","2.74476423826809E-4"
"642","3.06643939546442E-4"
"640","2.65264766866799E-4"
"638","2.8549123681775E-4"
"636","2.67861782850877E-4"
"634","2.89442464797384E-4"
"632","2.30038865884637E-4"
"630","2.62622569837853E-4"
"628","2.93664192922701E-4"
"626","2.57951930534903E-4"
"624","2.4805666688602E-4"
"622","2.54981139084347E-4"
"620","2.73814560606886E-4"
"618","2.72139116225505E-4"
"616","3.13862656503095E-4"
"614","2.78516272965644E-4"
"612","2.55522443767877E-4"
"610","2.53314580684385E-4"
"608","3.04868760716482E-4"
"606","2.55185168411868E-4"
"604","2.61823853115864E-4"
"602","2.89175439618101E-4"
"600","3.1262443951002E-4"
"598","3.1455335206399E-4"
"596","2.89686325328648E-4"
"594","3.33499798615799E-4"
"592","3.9980974451969E-4"
"590","3.65497990080018E-4"
"588","4.14147767971077E-4"
"586","3.788155212516E-4"
"584","3.60871759054294E-4"
"582","3.44347694356172E-4"
"580","3.47095929681508E-4"
"578","4.13293715055225E-4"
"576","3.57702221736637E-4"
"574","3.77267042427405E-4"
"572","4.24020558626384E-4"
"570","4.0792602128842E-4"
"568","4.27718824366381E-4"
"566","4.6633764953073E-4"
"564","4.07782460434868E-4"
"562","4.64805214573083E-4"
"560","4.56582015232754E-4"
"558","4.6872973035233E-4"
