"","sample","a254","a300","E2_E3","E4_E6","S275_295","S350_400","S300_700","SR"
"1","LTF1022523425",9.34576288106441,2.84313423454961,17.1288949380732,0.639924854910675,0.0291927515752263,0.0344420987419262,0.109734650452157,0.847589219053314
"2","LTF2022523425",9.09406148642483,2.75228210701254,17.2695447338136,0.716178862777853,0.0291867780624495,0.0343624353637273,0.107604485524794,0.849380369973974
"3","LTF3022523425",6.86568281079004,1.91033019187098,28.781674957435,0.999877773555944,0.031087724943636,0.0717414392462657,0.139330123429563,0.433330098618759
"4","LTF4022523425",7.69879202432403,2.2480211983631,21.5695283136374,0.873721639414273,0.0298718637227796,0.0462727205293491,0.112280842866718,0.645560999678699
"5","LTF5022523425",8.39645022321792,2.90453986076873,10.6611517158573,0.225205834875636,0.0259046776592872,0.0253585451185246,0.101638909375238,1.02153643035158
"6","LTF6022523425",14.3993866562897,7.41671958085423,4.59113842343127,-5.19608378129214,0.0150877432213445,0.0171922218688196,0.0233250190998563,0.877591234947248
"7","PEL1082423425",15.7351465527181,5.43622547884257,13.0670333057553,0.413150617446202,0.0271320252916272,0.0266107595207117,0.109192486229284,1.01958853412319
"8","PEL2082423425",15.6183627280479,5.42622970012038,12.5304140608092,0.111540265845579,0.0269081856384193,0.0255696358495722,0.10725743333346,1.05234919248447
"9","PEL3082423425",17.3812907903283,6.55500971495637,9.76692138647972,-1.6063082949009,0.0244447584087793,0.0204541793520191,0.0680083441258827,1.19509846804811
"10","PEL4082423425",16.1297422294197,5.77757505126321,11.0240668764257,-1.14951725194495,0.0263033741490082,0.0225227833026212,0.104592829752464,1.16785629003264
"11","PEL5082423425",16.5357846228304,5.86282888880602,11.4169763058676,-0.540675097909447,0.0261103813748669,0.0231696010248486,0.104121447663986,1.12692408241576
"12","PEL6082423425",16.5468203729472,5.93763988087729,10.9576918998567,-1.22251069462264,0.0258697689745512,0.0220598129169284,0.105392404494203,1.17271026150449
