"Wavelength","I1","I1.dark","R1","R1dark","XCorrect","I1c","R1c","I1c.R1c","Abs","Percent.T"
"nm","uA","uA","uA","uA","","uA","uA","uA/uA","OD","T*100"
"","Abs Detector Raw","Dark Offset for Abs Detector","Ref Detector Raw","Dark Offset for Ref Detector","Linear interp","Dark subtracted Abs Detector","Corrected Ref Detector","Corrected Intensity ","-Log(T)","% Transmittance"
"800","0.143639358709493","2.33784083385913E-4","0.212075053321291","0.00493438178474943","1.35067892074585","0.143405574626107","0.279780538673547","0.512564509690344","0.00186066655456472","99.5724821633286"
"798","0.152962423667052","","0.225957497647533","","1.34199333190918","0.152728639583666","0.296611547685646","0.514911306641136","0.0017445821611863","99.5991008670194"
"796","0.165411941439571","","0.244088803460399","","1.33337259292603","0.165178157356185","0.318881951339385","0.517991553496193","0.00186801631662168","99.5707970674103"
"794","0.166296558478578","","0.244951635907818","","1.32502686977386","0.166062774395192","0.318029310922408","0.52216185330071","0.00197662248539416","99.5459000189817"
"792","0.156436044830845","","0.230625892480564","","1.31713449954987","0.156202260747459","0.297266074992985","0.525462788685676","0.00194472690147405","99.5532111669136"
"790","0.15044228798834","","0.222368328922556","","1.30966234207153","0.150208503904954","0.284765052454358","0.527482226524371","0.00189520316225712","99.5645641280694"
"788","0.152743496475238","","0.22591787972777","","1.30193436145782","0.152509712391852","0.287706009287163","0.530088727620669","0.00189367060435613","99.5649154766013"
"786","0.156657464355107","","0.2316967138569","","1.29363858699799","0.156423680271721","0.293348502846186","0.533234970535166","0.00195429815508669","99.5510171751129"
"784","0.161598988840977","","0.238962928389329","","1.28498160839081","0.161365204757591","0.300722378225315","0.536591941410786","0.00185216312943077","99.5744317976712"
"782","0.169735030068232","","0.250872343968267","","1.27644824981689","0.169501245984846","0.313927081392684","0.539938272393967","0.00183455996602055","99.5784679081708"
"780","0.181881301153121","","0.268700623773737","","1.268270611763","0.181647517069735","0.334526973089801","0.542998118782407","0.00170506869265071","99.6081631165759"
"778","0.197163911603834","","0.291056908016681","","1.26044166088104","0.196930127520449","0.360640752179256","0.546056224457309","0.00175546871786246","99.5966042254278"
"776","0.216740577213171","","0.319687495670834","","1.25292003154755","0.216506793129785","0.394360481379842","0.549007325410097","0.00206512021621155","99.5256172635899"
"774","0.257583325691939","","0.379415005502975","","1.24577045440674","0.257349541608553","0.466516896775973","0.551640344405651","0.00173592157399887","99.601087066093"
"772","0.345958534765689","","0.509472628274307","","1.23883104324341","0.345724750682303","0.625037642254858","0.553126287618586","0.0018559716379885","99.573558591981"
"770","0.432680582987891","","0.634836493434998","","1.23221707344055","0.432446798904505","0.776176136571693","0.557150340661833","0.00189887875688521","99.56372147995"
"768","0.433068389688001","","0.632174939490555","","1.22665858268738","0.432834605604615","0.769410013519444","0.562553902339714","0.0019021316183356","99.5629757514361"
"766","0.370690863081781","","0.540234043251488","","1.22236526012421","0.370457078998395","0.654331709933189","0.566160975197458","0.00199916854622913","99.5407323050113"
"764","0.326753445654807","","0.478314390178594","","1.2186872959137","0.326519661571421","0.576902202369097","0.565987892281466","0.00202481127135741","99.5348551401153"
"762","0.327273611668353","","0.479632253637683","","1.214359998703","0.327039827584967","0.576454107047647","0.567330206492806","0.00202516277888672","99.5347745790253"
"760","0.3437369340513","","0.503750786866506","","1.20898902416229","0.343503149967914","0.603063558815935","0.569596927133772","0.00200272431150915","99.5399173233671"
"758","0.367119072019393","","0.537581260058963","","1.2031888961792","0.366885287936007","0.640874809524047","0.572475751088545","0.00190377636441777","99.5625986904532"
"756","0.393750520277237","","0.575937247454528","","1.19780671596527","0.393516736193851","0.683951067334676","0.575358026309347","0.00195161697895024","99.5516317687738"
"754","0.41634766374163","","0.608227365733706","","1.1931779384613","0.416113879658244","0.719835878876384","0.578067712195411","0.00208792387999338","99.5203915717486"
"752","0.443670258847298","","0.647360387122748","","1.18890511989594","0.443436474763912","0.76378356690064","0.580578705775688","0.00186811500179072","99.5707744418412"
"750","0.482441219690912","","0.703298549130676","","1.1848680973053","0.482207435607526","0.827469422189366","0.582749552644102","0.00191717591906814","99.5595268717743"
"748","0.534827472838521","","0.778579328859165","","1.18107759952545","0.534593688755135","0.913734716975646","0.585064438094874","0.00191865789489617","99.5591871378686"
"746","0.589878789452043","","0.856608922968761","","1.17750906944275","0.589645005368657","1.00285449645767","0.587966656630081","0.0017085966424041","99.6073539624608"
"744","0.636397433980519","","0.921809999978738","","1.174187541008","0.636163649897133","1.07658392753739","0.590909481021433","0.00164422161345189","99.6221197534731"
