wavelength,fd3blank,fd3a,fd3b,fd3t1blank,fd3t1a,fd3t1b
683.33,8.82E-04,0.003879111439,0.001451428009,0.001242827155,5.81E-04,9.20E-04
680.33,8.25E-04,0.003944105495,0.001466083644,0.001232771178,7.49E-04,0.001023404271
677.33,7.69E-04,0.003884650175,0.001465444616,0.001182603025,6.99E-04,9.42E-04
674.33,8.24E-04,0.003881796076,0.001406208361,0.001195987459,7.13E-04,9.49E-04
671.33,8.84E-04,0.003956116735,0.001440276614,0.001228324378,7.40E-04,9.24E-04
668.33,9.12E-04,0.003933086457,0.001456226354,0.001295832036,7.68E-04,9.67E-04
665.33,8.13E-04,0.003844631298,0.001364675129,0.001187299022,6.93E-04,9.44E-04
662.33,8.78E-04,0.003924573671,0.00131882466,0.001233936433,6.96E-04,0.001028259242
659.33,8.10E-04,0.003865222261,0.0012750424,0.001276937785,6.42E-04,9.01E-04
656.33,9.63E-04,0.003918370975,0.001395590869,0.00128410311,7.37E-04,0.001021735306
653.33,8.84E-04,0.003948163755,0.001430819714,0.00133844128,7.20E-04,9.93E-04
650.33,9.41E-04,0.004040209464,0.001437738411,0.001292197108,7.39E-04,0.001076676334
647.33,8.50E-04,0.004007838802,0.001402871862,0.001258819354,6.53E-04,9.96E-04
644.33,9.20E-04,0.004155856544,0.001470455978,0.001333934462,7.53E-04,0.00103873606
641.33,8.17E-04,0.004175870583,0.001409547206,0.00123604713,6.58E-04,0.001012452797
638.33,7.45E-04,0.004158928311,0.001415660656,0.001233112235,6.57E-04,0.00105367773
635.33,7.99E-04,0.004206336837,0.001477938382,0.001299222064,7.51E-04,0.001071090266
632.33,8.16E-04,0.004312639698,0.001512345794,0.001292432508,7.62E-04,0.00108016041
629.33,8.36E-04,0.004299876749,0.001525393366,0.001317230621,7.62E-04,0.001134144493
626.33,7.69E-04,0.004285337766,0.001474478144,0.001305811214,7.48E-04,0.001106313033
623.33,8.01E-04,0.004248008097,0.001432002033,0.001306851401,8.05E-04,0.001057953306
620.33,8.13E-04,0.004344270482,0.001501038716,0.001346101893,8.31E-04,0.001100929771
617.33,7.81E-04,0.004268062074,0.001454334359,0.001266836828,7.68E-04,0.001104353836
614.33,7.89E-04,0.004313542576,0.001463423174,0.001336538464,7.74E-04,0.001158872728
611.33,8.36E-04,0.004319741145,0.001467114563,0.001303572157,8.21E-04,0.00123981166
608.33,9.04E-04,0.004372056987,0.00148871092,0.001301168053,8.52E-04,0.001321361426
605.33,8.82E-04,0.004330877629,0.001515833979,0.001330159378,8.45E-04,0.001337265576
602.33,9.06E-04,0.004367601134,0.00156090745,0.001371219225,8.76E-04,0.001097950026
599.33,8.46E-04,0.004287969252,0.001575301053,0.00132638991,8.66E-04,0.001019146045
596.33,8.88E-04,0.004260607526,0.001594569908,0.001404033374,8.97E-04,0.001091580195
593.33,9.49E-04,0.004279311315,0.001612248841,0.001428140823,9.53E-04,0.001115279973
590.33,9.55E-04,0.004318481449,0.001667848849,0.001422135013,9.39E-04,0.001159336331
587.33,9.19E-04,0.004344315906,0.001662217817,0.001392602942,9.86E-04,0.001150920984
584.33,9.61E-04,0.004374544552,0.001630874569,0.001407664144,9.67E-04,0.001174025534
581.33,9.97E-04,0.004437624674,0.001691171076,0.001459752431,0.00105972214,0.001243942106
578.33,9.43E-04,0.004393010258,0.001648042791,0.00140566667,0.001034375373,0.001185159973
575.33,9.65E-04,0.004462734392,0.001678423408,0.00142977896,0.001038272631,0.001190045407
572.33,0.001020632972,0.004580645643,0.00175612419,0.001458211358,0.001127719427,0.001266321445
569.33,0.001023972649,0.00460845209,0.001697443764,0.001382190837,0.001041561849,0.001250044138
566.33,0.001068362412,0.004669787694,0.001725176389,0.001463024458,0.001123920951,0.001305803255
563.33,0.001058904204,0.004674913514,0.001763164647,0.001480893653,0.001131526958,0.001327627172
560.33,9.87E-04,0.004716420757,0.001753597079,0.001449503848,0.001118483513,0.001309711688
557.33,9.61E-04,0.004747524171,0.001736091374,0.00147302347,0.001163225734,0.001379855474
554.33,9.97E-04,0.004798153543,0.00180486527,0.001524170624,0.00122180624,0.001425045096
551.33,9.94E-04,0.004796561147,0.001789221526,0.001532001623,0.001208319495,0.001400083836
548.33,9.97E-04,0.00476134427,0.001804977377,0.001489657975,0.001235418014,0.001381107496
545.33,0.001041976516,0.004757362769,0.001828190011,0.001537251117,0.00130202954,0.001450941084
542.33,0.001027213095,0.004776369172,0.001855095058,0.001522818435,0.001298434763,0.001473527805
539.33,0.001079186013,0.00478187042,0.001912989239,0.001564998597,0.001382856737,0.001518207073
536.33,0.001075495208,0.004728923942,0.001912097118,0.001574198736,0.001391855659,0.00157525947
533.33,0.001064874748,0.004710324968,0.001940695164,0.001555223253,0.001403265784,0.001569861818
530.33,0.001048106729,0.004687626134,0.001950956261,0.001579927791,0.001430806481,0.001596430507
527.33,0.001035348566,0.004664209951,0.00195710602,0.001563928972,0.001488892215,0.001629105807
524.33,0.001029041918,0.004689479585,0.001974840985,0.001628182176,0.001562777329,0.001672142589
521.33,0.001071109874,0.004687132077,0.002054661806,0.001681760996,0.001608672487,0.001725267554
518.33,0.001064798329,0.004686114127,0.002075219943,0.001605353072,0.001648434041,0.001744423464
515.33,0.001081887623,0.004720571294,0.002084549716,0.001646462708,0.001679424351,0.001769487346
512.33,0.001087884514,0.004749253859,0.00212311492,0.001642324881,0.001701296671,0.00180476498
509.33,0.001172251141,0.004767757389,0.002183701347,0.001687480475,0.001750097298,0.001882148749
506.33,0.001257041929,0.004803704887,0.002222379176,0.001709867367,0.00171729382,0.001959739387
503.33,0.001280035737,0.004780653228,0.002135919102,0.001696048772,0.001725798357,0.001931543775
500.33,0.001348918285,0.004846099371,0.002187454012,0.001785431511,0.001776981946,0.002045342909
497.33,0.001394449255,0.005032085978,0.00223381392,0.001839946062,0.001893088884,0.002104598231
494.33,0.001377208613,0.005058856365,0.002272665252,0.00182005855,0.001981754112,0.002184064316
491.33,0.001364995525,0.005136767338,0.002312385638,0.001876522348,0.002043435211,0.002233270492
488.33,0.001316616804,0.005156450505,0.00230266633,0.001821910971,0.002052198456,0.002275094295
485.33,0.001297849723,0.005191837075,0.002297729253,0.00186164941,0.002112549342,0.002325741057
482.33,0.001209912977,0.005261398418,0.002300364582,0.001856476377,0.002137463989,0.002344151443
479.33,0.001108811961,0.005350943672,0.002389148506,0.001910180532,0.002256299911,0.002454349477
476.33,0.001035159112,0.00536000247,0.002397017066,0.001903273472,0.002315056794,0.002487271299
473.33,9.76E-04,0.005444182989,0.002376911852,0.001862557785,0.002380804176,0.002548271651
470.33,0.00106227997,0.005574402383,0.002531255225,0.001978693252,0.002478101769,0.002676766552
467.33,0.00101816829,0.005592884239,0.0025294951,0.002018337236,0.002538993198,0.002775209823
464.33,0.001008496809,0.005604114564,0.002558201046,0.002013263285,0.002627310129,0.002803780293
461.33,0.001065285394,0.005670968705,0.002601101781,0.002069378764,0.00273625831,0.002967520613
458.33,0.001022156219,0.005689536307,0.002613654058,0.002080248249,0.002816807134,0.002949727163
455.33,9.33E-04,0.005761104516,0.002642117123,0.002060952991,0.002912961437,0.003071576805
452.33,0.001022029038,0.005882268342,0.002738957698,0.002179833535,0.003073893971,0.003260361586
449.33,0.001006438418,0.005861817378,0.002759990838,0.002131400519,0.003169467755,0.003335093433
446.33,0.001016957374,0.005864723677,0.002847065594,0.002146654569,0.003318070199,0.003483191335
443.33,0.001069373578,0.005933049969,0.002939861844,0.002125272333,0.00351253556,0.00363014515
440.33,0.001012652121,0.005902886613,0.002933624808,0.002097228333,0.003620873507,0.003712297608
437.33,0.001021283406,0.006035545708,0.002953803402,0.002134930877,0.003708695855,0.003803439109
434.33,9.87E-04,0.0061966137,0.003028082266,0.002205383596,0.003872851308,0.003932413332
431.33,0.001037609765,0.006321404875,0.003120282491,0.002305440322,0.004077463194,0.004138228444
428.33,9.68E-04,0.006392636963,0.003178180834,0.002329082871,0.004171702096,0.004225577985
425.33,9.70E-04,0.00654514521,0.003236760379,0.002376999572,0.004312234456,0.004432115986
422.33,9.89E-04,0.006556056793,0.003301963241,0.002368063945,0.004471416511,0.004591484564
419.33,9.77E-04,0.006654540726,0.003415303591,0.002390730265,0.004625425924,0.004819113967
416.33,9.46E-04,0.006704190094,0.003467477523,0.002349112975,0.004766554447,0.005001736091
413.33,9.56E-04,0.006760097058,0.003629673423,0.002395253064,0.005057094594,0.005229712934
410.33,9.39E-04,0.006853036508,0.003684976308,0.002373625821,0.005234133243,0.005407060395
407.33,9.78E-04,0.006903630541,0.003759780771,0.002451794914,0.005463743957,0.00561718068
404.33,9.82E-04,0.007004385133,0.003925808718,0.002466936804,0.005747676522,0.005892130651
401.33,0.001000141637,0.007109004951,0.00403814887,0.002569076415,0.005995396922,0.006160046312
398.33,0.001021552116,0.007256863797,0.004114890766,0.002613869782,0.006282407581,0.006441349513
395.33,0.001076990421,0.007397915993,0.004283845747,0.002685742788,0.006597180471,0.006737848043
392.33,0.001074591579,0.007482018448,0.004374359548,0.002760766959,0.006860360369,0.007055589087
389.33,0.001035641606,0.007596045212,0.004525544786,0.002803577053,0.007192011533,0.00735531299
386.33,0.001124176946,0.007740000595,0.004650274924,0.002867676509,0.007523488275,0.007669769587
383.33,0.001144212384,0.00788378872,0.004857920031,0.002887504295,0.007868016526,0.008031979153
380.33,0.001142423862,0.008028150226,0.005014587369,0.00292657247,0.008224076269,0.008380933045
377.33,0.001178257853,0.0081842477,0.005279985594,0.002955928228,0.008601144929,0.008766140283
374.33,0.0011457698,0.008334653669,0.005437347145,0.003007928956,0.008998009197,0.009185510748
371.33,0.001205108373,0.008531390624,0.005658343633,0.003087898917,0.00945918338,0.009626206989
368.33,0.001217451606,0.008697214861,0.005852977266,0.003125274834,0.009918641543,0.01006945778
365.33,0.001234472343,0.008897088076,0.006039890022,0.003192247333,0.01040762849,0.01057019388
362.33,0.001292553657,0.009104415533,0.006277226508,0.003275904077,0.01095758292,0.01110511631
359.33,0.001324124166,0.009364295334,0.006487648304,0.003285566486,0.01148265974,0.0116125053
356.33,0.001303297899,0.009630076507,0.006679808534,0.003359393784,0.01199023165,0.01213221979
353.33,0.001312095046,0.009943987073,0.00691567477,0.003456507876,0.01261418544,0.01274323295
350.33,0.001339043054,0.01021128906,0.00709666746,0.003488478576,0.01326817964,0.01336839276
347.33,0.001385855641,0.01052693309,0.007341999424,0.003549393946,0.01394879078,0.01403258591
344.33,0.001368715645,0.01079933796,0.007604685985,0.003652581084,0.01462293718,0.0147312001
341.33,0.001390988009,0.01111415418,0.007818939928,0.003724010559,0.01538464001,0.01545718392
338.33,0.00140953383,0.01145752562,0.008123709797,0.003784214111,0.01615996771,0.01623041191
335.33,0.001419895228,0.01178351054,0.0085350741,0.003848474658,0.01699369792,0.01705859177
332.33,0.001414696621,0.01210017019,0.008860272423,0.003975289205,0.01788899789,0.01795078808
329.33,0.001358520234,0.01241846373,0.009227710973,0.004053270812,0.01879371013,0.01888403181
326.33,0.00141046368,0.01280132395,0.009702659002,0.004124264247,0.01981228412,0.01991357003
323.33,0.001429828875,0.01319961824,0.01010950235,0.004217103795,0.02094969185,0.02104756819
320.33,0.001408877698,0.01362638953,0.01058348697,0.004299181263,0.02214193691,0.02222885793
317.33,0.001401531032,0.01409122812,0.01109228252,0.004412967301,0.02343576943,0.0235069788
314.33,0.001424458128,0.01455269266,0.01163728984,0.004497177318,0.02481908721,0.02492903549
311.33,0.001383125981,0.01503554924,0.01214034169,0.004598270924,0.0262959148,0.02637617769
308.33,0.001416167174,0.01565189437,0.01289677971,0.004788028039,0.027941181,0.028082513
305.33,0.00138439515,0.01627396309,0.01356525663,0.004862353773,0.0296850011,0.02979702989
302.33,0.001494543128,0.01705360229,0.01438818602,0.005117028998,0.03163975074,0.03179432301
299.33,0.00145506012,0.01782461833,0.01521383241,0.005284095709,0.03361271762,0.03388111878
296.33,0.001481175446,0.01869013607,0.0161135323,0.005451007889,0.03601312592,0.0361445708
293.33,0.001416430292,0.01955155074,0.01698309104,0.005616702899,0.03840671463,0.03853471521
290.33,0.001491163686,0.02055855058,0.01801303937,0.005790605514,0.04107212061,0.04116799918
287.33,0.00152060092,0.021645807,0.01902957153,0.005906581506,0.04386398336,0.04396327909
284.33,0.001466293252,0.02278427762,0.02014067814,0.005986077504,0.04683903484,0.04685817555
281.33,0.001427443763,0.02380756971,0.02115164064,0.006012709421,0.04979592368,0.04978997997
278.33,0.001405047536,0.02493219779,0.02229462825,0.006116154418,0.0528251922,0.05284577995
275.33,0.001459455107,0.0261170498,0.02349885352,0.006275176969,0.0560218673,0.05600105618
272.33,0.001537567477,0.02740636864,0.02480920147,0.006456752121,0.05923809239,0.05918411425
269.33,0.001506018932,0.02853002693,0.02591015574,0.006537187739,0.06215430218,0.06209231953
266.33,0.001502458039,0.02952224594,0.0270314589,0.006642761173,0.06493257834,0.06483047955
263.33,0.001515866079,0.03044255308,0.02800096413,0.006745427697,0.06747241916,0.06729748508
260.33,0.001557738651,0.03141867537,0.0289839798,0.006900272339,0.06979179913,0.06972191029
257.33,0.001550504963,0.03219322685,0.02970192761,0.006900763651,0.0718660193,0.07178949928
254.33,0.001556031537,0.03308879027,0.03073445383,0.00705827104,0.0742250405,0.07407922698
251.33,0.001521766418,0.03403456746,0.03190175276,0.007144899122,0.07671690744,0.07665210598
248.33,0.001625030984,0.03528070886,0.03347437044,0.007396783805,0.07971827626,0.07968488473
245.33,0.001483075965,0.03669695778,0.03537100909,0.007575098084,0.08341067765,0.08349740857
242.33,0.001296834469,0.03877239872,0.03799706917,0.007668562688,0.08898438441,0.08922780913
239.33,0.001356864834,0.04189903888,0.04195047338,0.007934401043,0.09741412076,0.09771322428
