wavelength,LJBotA_1_0.5s,LJBotB_1_0.5s,LJMidA_1_0.5s,LJMidB_1_0.5s,LJTopA_1_0.5s,LJTopB_1_0.5s,LonBotA_1_0.5s,LonBotB_1_0.5s,LonMidA_1_0.5s,LonMidB_1_0.5s,LonTopA_1_0.5s,LonTopB_1_0.5s,OTBotA_1_0.5s,OTBotB_1_0.5s,OTMidA_1_0.5s,OTMidB_1_0.5s,OTTopA_1_0.5s,OTTopB_1_0.5s,Post20Sep24_1_0.5s,PosT23Sep24_1_0.5s,PreT20Sep24_1_0.5s,PreT23Sep24_1_0.5s,Tea0120Sep24_1_0.5s,Tea0123Sep24_1_0.5s,Tea0220Sep24_1_0.5s
260,0.0587851395914807,0.0575770867993644,0.0627123501360896,0.0643284874436531,0.0649929605546503,0.0646014820685919,0.278143902997346,0.273822813494194,0.234081928776048,0.24128672037216,0.230607174469327,0.237290172656843,0.218294466099992,0.221145697250291,0.248480826651885,0.229273428479787,0.247144906721059,0.216125403604279,0.132934706346331,0.134366536291117,0.132921590161712,0.133074527238104,0.132428809018902,0.136697007595921,0.133492843351957
262,0.0571851359071661,0.0560983139951969,0.0610992630220194,0.0626641016295142,0.0632328339162621,0.0627731712201925,0.271309789573028,0.267104743261494,0.227856975038878,0.234798453040656,0.224460567173822,0.231069080867373,0.212711798210757,0.215479119801283,0.241924830170013,0.223364934609574,0.240462387374604,0.210558544702951,0.136170514608622,0.137879918314683,0.136221617039613,0.136535097672464,0.135676246780055,0.140029906295325,0.136593546803573
264,0.0557515898295964,0.0546247989555347,0.0595113490400785,0.0610580844680033,0.0615783312891493,0.0611193286132896,0.264488885113002,0.260255506568779,0.221513257753032,0.228331508420046,0.218175987204494,0.224772935268302,0.206978731020629,0.209728741416958,0.235365646617197,0.217460698982462,0.233671086483172,0.204905894219472,0.138968937217278,0.140549637108833,0.138916341287596,0.139184853394239,0.138315512652085,0.142525618699055,0.139201803797925
266,0.0541194281525412,0.0531093491408579,0.0578405637700345,0.0593743182569548,0.0598658819964444,0.0593756081244814,0.257385624186816,0.253137968040378,0.214909785923062,0.221632703609389,0.211696654169994,0.21814431500499,0.200927309162199,0.203680503684048,0.228448517917751,0.211238052855388,0.226445060569627,0.198931127987867,0.140724324367342,0.142122302920948,0.140693938532104,0.140761771576228,0.140063464167356,0.144105065024912,0.140929701710298
268,0.0524022909152988,0.0514042150102001,0.0560116576200354,0.0575283682934559,0.0579470474206687,0.0574521947961243,0.250024137226014,0.245769610025781,0.208092271390245,0.214629262582243,0.204893145231227,0.211344418663937,0.194590884160307,0.19727445558272,0.221174595302082,0.204721678304237,0.218904023971452,0.19272797936491,0.141138758907153,0.142357000300879,0.141249603629107,0.141194926901762,0.140469137678767,0.144349666533664,0.141543206987632
270,0.050573491151374,0.0497054150944825,0.0541613909744776,0.0557076674984554,0.056060801729732,0.0555405200858474,0.242700474277079,0.238437269094562,0.201236119558058,0.207620469287732,0.198115670627967,0.204396042338085,0.188114843293604,0.190750086552686,0.213646062270669,0.19805808802519,0.21108257904704,0.18623942101351,0.140130987597258,0.141401040461881,0.140597384112042,0.140182480812314,0.139736522200529,0.143309296938286,0.140872453810172
272,0.0486573278853981,0.0479563687895101,0.0522342105394167,0.0537400965001505,0.0540942252888143,0.0535168863770029,0.235392116537772,0.2311500633765,0.194453641476758,0.200714653426147,0.191457172250547,0.197622077061072,0.18157986576023,0.184173251408944,0.20627977544356,0.191420696543231,0.203492009076172,0.179816455212085,0.137840323204949,0.13904848942461,0.138718857438785,0.138008782303588,0.137722932805123,0.141067494596093,0.138868817147712
274,0.046808384462446,0.0461505185911575,0.0502825171141664,0.0518111992356259,0.052064313532992,0.0515499576227345,0.228118596744997,0.223909739473303,0.187724069444463,0.193835267693382,0.184759183602821,0.190805579634454,0.174994518881461,0.177582196454586,0.198826160131607,0.184637343600215,0.19581068945325,0.173273811647724,0.13457057453004,0.135629034783751,0.135499040243785,0.134698588006329,0.134540082744415,0.137638492108222,0.135745418012747
276,0.0448417948346505,0.0440763413547066,0.0482774869680417,0.0497760429411635,0.0499755068286452,0.0494629627139644,0.220626085144356,0.216334281914468,0.180553095978641,0.186507435385921,0.177731153070119,0.183535866980183,0.168183549213462,0.17064234292973,0.191185453513638,0.177671046258095,0.187916767427657,0.166425526087612,0.129910290064316,0.130843648789684,0.130973830837923,0.129892402146819,0.130015075761265,0.13278894702589,0.131090874097317
278,0.0429422701508294,0.0419966753657445,0.0462569294317635,0.0477660358263696,0.0479235505485817,0.0473681446783275,0.213451701512927,0.209258807434818,0.173871217332987,0.179727637565109,0.171123642747122,0.176830231502769,0.161755275206628,0.164189099063902,0.184096540120857,0.17106366416242,0.180643364819931,0.160077353220158,0.124477454271903,0.125117958537857,0.125609832927118,0.124499758759097,0.124631407083462,0.12717505606035,0.12557186038476
280,0.0411006118487302,0.0399754115109115,0.0443136734459829,0.0457952710802445,0.0458536620756486,0.0453186776343605,0.20643609799378,0.202276216841988,0.167249352097225,0.1730357432319,0.164526844690518,0.170074604775637,0.15547845292044,0.157824847337071,0.177013961994483,0.164531182773378,0.173446700762188,0.153684372777017,0.118165106882217,0.118614001366196,0.119318729515342,0.118037494579619,0.118385312172936,0.120564967376934,0.119230348952523
282,0.0391943475655582,0.0379701195735526,0.0422802654137747,0.0437362758081262,0.0437630251938126,0.0432497618089005,0.199415314337606,0.195280249544934,0.16058377519349,0.166369538769258,0.157973189984988,0.1632745787016,0.149068297212188,0.151381848904036,0.169932141427178,0.157953382860421,0.166146994327866,0.147237456078272,0.111136632262484,0.111358069749107,0.112235891188788,0.110875314273461,0.111350707880284,0.113241027500656,0.112148658464356
284,0.0372299056045135,0.0363226918359748,0.0401242823876817,0.0415833426548849,0.0416537477141624,0.0410266695113804,0.192707859577248,0.188577758567097,0.154340405778544,0.160098263792607,0.15176302825084,0.156857454529289,0.142723506175362,0.14500560558485,0.162841870461156,0.15138570771297,0.158909310397732,0.140782473064542,0.103582881618193,0.103965495746906,0.104844822032386,0.103370901824318,0.103993059377144,0.10591619093889,0.104738980326363
286,0.0354904786572331,0.0343256562344899,0.0380201219478716,0.0395692420693847,0.0394654707667979,0.0389121470036613,0.185788011429962,0.181659463477384,0.147962002969114,0.153545029664996,0.145404643656297,0.150280360049157,0.136547644632152,0.138703979535389,0.156013639598992,0.145045634442443,0.151911536519394,0.134580428454426,0.0964015722343053,0.0964185399003984,0.0976435512245423,0.0960346307485164,0.0967410529460177,0.0984247925704248,0.0976927225406683
288,0.0336735219485563,0.0326256664375982,0.0362373039312774,0.0376007690289856,0.0374984604415186,0.0369582861611832,0.179175112411557,0.175131737450091,0.141722493239909,0.147403566633332,0.139296337493324,0.143937836507495,0.130518149404078,0.132640879510454,0.149195310163452,0.13878866858371,0.144881850831493,0.128359363873348,0.0894121836454611,0.0894903186318933,0.0907276880095625,0.088936904114871,0.089922620013328,0.0913753558442161,0.0910504520436516
290,0.0318842535411043,0.0308989956056088,0.0343075903965252,0.0357028437659796,0.0354940786360353,0.0348774816329574,0.17286598950115,0.168852674583528,0.1360378632908,0.141617442864313,0.133524656696365,0.137968913246391,0.124788406855779,0.126841497382273,0.14286977770435,0.132894275153745,0.138448302323569,0.12262899099571,0.0833731592954473,0.0834803783226755,0.0848357624778811,0.0828071731395672,0.0840286658007922,0.0853355627435523,0.085308425564617
292,0.0302816140798281,0.0290755284643434,0.0325952038737565,0.0339719342453316,0.0336187474002742,0.0331076140703178,0.16652881719594,0.162581356573449,0.130193483823589,0.135802224542196,0.127691316623761,0.131915914108406,0.119336060910997,0.121313494589029,0.136751922249608,0.127272699158667,0.132156869462064,0.117080247253673,0.0781806957756311,0.0780832436730698,0.0796862540274724,0.077452102959502,0.0790071535035546,0.0799713022823368,0.0806107095447875
294,0.0286778744638516,0.027593143994247,0.0309130452132265,0.0322404121266985,0.0319049401080925,0.0313393878306882,0.160665245389258,0.156826378351283,0.124999772412558,0.130523300275666,0.12244290023514,0.126485123284754,0.114245684020269,0.116209901634477,0.130958829075246,0.121924205074225,0.126296047106056,0.111893116032025,0.0738093997727372,0.0738326675976625,0.0756371159467013,0.0730536516625977,0.0748798661473612,0.075707103882985,0.0767452657064681
296,0.0272557328448729,0.0261394916054312,0.029240298001261,0.0306094914652196,0.0302367372797827,0.0296765598732098,0.154780213153854,0.151005670776135,0.119764859050698,0.125341473385728,0.117303255672353,0.121048979653633,0.109210846211429,0.111202086104451,0.12531306560469,0.11676493733616,0.120550916502534,0.106850468629072,0.0700435131951366,0.0699741951521324,0.072150272578129,0.0692312861347145,0.0712939524799152,0.0719735610631277,0.0734418898348868
298,0.0259219343120683,0.0248093305245018,0.0278067527581609,0.0291673341402325,0.0287467516574543,0.0282091770098956,0.149364998253404,0.145693868154247,0.114911436141865,0.120415837387856,0.112550169184251,0.116176042961336,0.1046234459374,0.106572440066355,0.120238357459902,0.112025683558213,0.115332864400308,0.102216030711797,0.0667370926363862,0.0667679218896083,0.0691501087433348,0.0659860880753437,0.0683124231754633,0.0687628157686305,0.0707718600898357
300,0.024710177998401,0.0235977205889232,0.026513664253917,0.0278616650502589,0.0274266369777011,0.0267672643986831,0.144320741213908,0.140695290542915,0.110322060030978,0.115767757436963,0.108054101645632,0.111543193089377,0.100434272092847,0.102277790216124,0.115421244806332,0.107584447178588,0.110479167241379,0.0979079644905666,0.063887864974097,0.0638911684045278,0.0665693602481167,0.0629812683966697,0.0657312162102285,0.0659262767843892,0.0685247457294911
302,0.0235711082493359,0.0225627008273778,0.0253260819536037,0.0266759614739978,0.0261225026294896,0.0256186559394294,0.139420411791044,0.135953415066555,0.106091043554364,0.111462428394964,0.103846700384884,0.107228889918951,0.0964444580003219,0.0982523545577551,0.110967583597139,0.103424164574286,0.105967932913495,0.0938559804267722,0.0611669152941318,0.0612070089952845,0.0641509553746255,0.0602734865373509,0.0633419996184245,0.0633243474852616,0.0663648284376648
304,0.0225449103660119,0.0215269521066195,0.0241550111770417,0.0255029927041733,0.0249530918146484,0.0243424252885351,0.134519008733232,0.13109357936369,0.101820408997636,0.107099467261052,0.0996696986231834,0.102942912603295,0.0925015196341013,0.0942392863274615,0.106595310035513,0.0992605885332485,0.101558487813652,0.0899403729740926,0.0585254146092883,0.0585648547590247,0.0618840685969304,0.0575951455553187,0.0609494488222613,0.060788560575838,0.0642956182662273
306,0.0216777406418396,0.0206141104327008,0.0232442013110527,0.0245725854401544,0.0240062797290492,0.0234350157155571,0.130072118277048,0.126737414696707,0.0979489011836184,0.103128735718624,0.0958556417514556,0.099024302234106,0.0890478384588744,0.0907526407874301,0.10274092498931,0.0955978673558888,0.0976371127421167,0.0863923248545441,0.0562254496779267,0.0562277353851152,0.0597666491511903,0.0551142722641436,0.0589232226324385,0.0584392375707719,0.0625475377502601
308,0.0206988822635739,0.0198481714376342,0.0221420374291952,0.0234560376070538,0.0229448211682668,0.0223292648148597,0.125775307676043,0.122505413742425,0.0942412926103922,0.0993665005513858,0.092207095159051,0.095272374777421,0.0855725717413327,0.0871946483352504,0.0989112323477729,0.0920553929665985,0.0938263620582601,0.0829109690540705,0.0537509943574195,0.0539148930819951,0.0576344860724635,0.0528477993187025,0.0567246896555473,0.0561908461497985,0.0605924315777956
310,0.0199102160522549,0.0190118972472997,0.0212489552559572,0.0225736943262499,0.0219596145106179,0.021412362782308,0.121527538799345,0.118351728799338,0.0905958927141205,0.0956453938199258,0.0886232922047343,0.0915981887733007,0.0822844051743128,0.0838370719948569,0.0952830024789452,0.0885852573714038,0.090200107114364,0.0796352847699711,0.0515802463080629,0.0517452844838129,0.0556592117909205,0.0505777389775361,0.0546934018178085,0.0540620327387913,0.0588432399827748
312,0.0191701171372887,0.0182526571076211,0.020415296569525,0.0217566651155265,0.0211347841974634,0.0205469939408808,0.117444462932995,0.114353000973589,0.087055348078182,0.0920723366227627,0.0851440835417882,0.0880858176711094,0.0792205142537243,0.0807653331671361,0.0919002092927382,0.0853732983138283,0.0868091111120398,0.0765432244278944,0.0495724923644295,0.0496613865898954,0.0537526682522308,0.0484018400248392,0.0529024243634354,0.0519857402368016,0.05718568983591
314,0.0184138200746362,0.0175692095004413,0.019567852590049,0.0208758467420749,0.0202368142613635,0.0197170211957587,0.113483009673237,0.110489934582239,0.0837199979342392,0.0886644468397068,0.0819028949559676,0.0847248726212441,0.0761983455092618,0.0777184425077218,0.0886237152054724,0.0822156395757289,0.0835678724727104,0.0735476234065627,0.0476583321529979,0.0478050991372163,0.0519139559756241,0.0466054106906682,0.051114591984891,0.0501175063229799,0.0555242550772552
316,0.0176697650021533,0.0168779948392489,0.018817962830131,0.0201069180839727,0.0194721133084928,0.0189333961953929,0.109662230983491,0.106749552243015,0.0804521944149734,0.0852671268003161,0.0786917294654536,0.0814486593826062,0.0733030239049497,0.0748652040541207,0.0854559442717363,0.0792520819339498,0.0804395724636393,0.0706936918236585,0.0459164981485739,0.0460651559542255,0.0503324684544554,0.0448868212158458,0.0495035186675082,0.0484406879181979,0.0540184924751433
318,0.0170274107200579,0.0162019089892892,0.0180441568562283,0.0193233656473188,0.0186588179773737,0.0181538672999174,0.105847475558228,0.103041947163393,0.0772117543478641,0.0819882623172876,0.0754994033427571,0.0782106715317507,0.0704560580819993,0.0719614987803623,0.0823121564744004,0.0762295976376083,0.0773654903283733,0.0677757864195617,0.0443798061775829,0.0445383625738851,0.0488101132029555,0.0433402778043147,0.04799851940821,0.0467998066118679,0.0525720065504715
320,0.0164100609363903,0.0156861309054615,0.0173559215453369,0.0186177968766232,0.0179719611906191,0.0174776819134616,0.102337718112095,0.0995545449864278,0.0742616124706787,0.0789798374257581,0.072635069446113,0.0752974394057568,0.0679192839890803,0.0693566686509912,0.0794473121964572,0.0735043890736794,0.0745504943095515,0.065237310706831,0.0430680455311108,0.0432246429357849,0.0475163658390621,0.0420231966780777,0.0466655266260624,0.045525574328905,0.0512613213426703
322,0.0157880157869088,0.0150216316887298,0.0166543146584877,0.0179293893886377,0.0172549802981027,0.0168107334138357,0.0987319598454426,0.0960965602044284,0.0713247208881807,0.0758876501473495,0.0697019503880435,0.0723409091759462,0.0652504283645142,0.0666693542256613,0.0765296888339978,0.0707561079529581,0.0716836346534819,0.0626459946226858,0.0418545594199311,0.0419892805078994,0.0463034931412693,0.0408412108363915,0.0454356734378313,0.0442183947744879,0.0500237643368815
324,0.0151994031929315,0.0144086716535766,0.0160234890526172,0.0172830809414277,0.0166625617839148,0.0162666299348495,0.0952838528646864,0.0927388856622372,0.0684076659636709,0.0729205229380333,0.0668724812983032,0.0694288675231077,0.0627740114110103,0.0642119435779558,0.0737518369070303,0.0681747522577006,0.0689479057329097,0.0601574695710593,0.0408035601994029,0.0408227539202163,0.0451247195598106,0.0397197833805229,0.0443216472937781,0.0430354286552148,0.0488291639672502
326,0.0146275696041087,0.0139425960051901,0.015486496992925,0.0167247372197831,0.016040375202538,0.0157557827546752,0.0921431040565816,0.0896803330337478,0.0658209417442012,0.0702471706824658,0.0643360710144369,0.0668791094780812,0.0604604862314117,0.0618493964287201,0.0712035691845356,0.0656863725973431,0.0663860440568602,0.0578544090963247,0.0397991763443786,0.0399785717029068,0.0441066268670843,0.0387398702538423,0.0432803032846008,0.0420651644249884,0.0476701773037977
328,0.0141567927625711,0.0134627674858854,0.0149811276765322,0.0161922538297868,0.0154983421036753,0.0153065325369488,0.0890117870173837,0.0866267788346396,0.0632700047889907,0.0675805458531596,0.061882131014303,0.0643366852235993,0.0582501026226445,0.0596521066924651,0.0686948557388962,0.0632736132962689,0.0639219183950732,0.0556385735278092,0.03897977534008,0.0391090546129729,0.0431497522998967,0.0379004936237698,0.0423177068735754,0.0410893328024645,0.0466179781799693
330,0.0136853817013494,0.0129492832709018,0.0144765172270866,0.0156818272968502,0.014969670718377,0.0148104956730703,0.0859376833497616,0.083672442115175,0.0607923599129944,0.0650190956638881,0.0594481741195309,0.0618878151235407,0.0561218474850378,0.0574533964305363,0.0661959086016786,0.0610236620585294,0.0615043755937095,0.0535091578278917,0.0381517219908608,0.0382157633922599,0.0421263125609765,0.0370597412321064,0.0413640391901446,0.0401596935478854,0.0454995936145918
332,0.0132187470954086,0.0125038176794348,0.0139496233071219,0.0151701212496786,0.0144819797655747,0.0143113990879242,0.0830290271222886,0.0808027767264262,0.0584762967930957,0.062617721157418,0.0571470145194887,0.0595829570756989,0.0540877975906145,0.0553881811337605,0.0638400600936961,0.0588361186335319,0.0591958854874193,0.0514574100291021,0.0373518917320454,0.0374454353811406,0.0411512454363602,0.0363234271952478,0.0404111405973319,0.0392881265315888,0.0443532584022602
334,0.0127651310688934,0.0120509306636633,0.013466127456175,0.0146660894158577,0.0139575968195737,0.0138003313128288,0.0801759073637691,0.0780206629732436,0.0562067806529284,0.0602233536610514,0.0549975718555468,0.0573301569520979,0.0520570476755528,0.0533825643261311,0.0615180174880563,0.0567049812532412,0.0569355804516876,0.0495287844828733,0.0365697064742211,0.0366514334974413,0.0401470177809607,0.0355693552321264,0.0394574488429446,0.0384334161983602,0.0431972219064699
336,0.0123324373653575,0.0115962918077637,0.012977206695027,0.0141958595186714,0.0134930100924537,0.0133273568049968,0.0773782392034726,0.0752652033675455,0.0539804827701199,0.0579281727993504,0.052844437770946,0.0551198744805803,0.0501517010175526,0.0514278240670407,0.0592986562891639,0.0546346776242826,0.0548216822869623,0.0475969845415294,0.0358206776744269,0.0358784872942534,0.039141580956098,0.0348050704992032,0.0385176934506542,0.0375178354096501,0.0420300638564999
338,0.0118988037537048,0.0111610071345555,0.012504216701871,0.013699460577739,0.0130340721977126,0.01278128506697,0.0747322124469023,0.0726809873278578,0.0519340732286185,0.0557609435573026,0.0508680661060721,0.053114229208571,0.0483061008740061,0.0495665503058268,0.0571386882948698,0.0526680919080199,0.052723300725786,0.0458222189331267,0.0350615029780022,0.0350937877883309,0.038174894154025,0.0340762889661474,0.0375675989181396,0.0366650518644739,0.0408245981320588
340,0.0114723092363221,0.0107253992917258,0.0120130607972738,0.0132485352876171,0.012547580066093,0.0122158328087043,0.0720603236161953,0.0700481341287051,0.0498445595912123,0.0535714259966155,0.0488597472300983,0.0510520692903257,0.0464808011809095,0.0477080808652718,0.0549695547287891,0.0506749394928091,0.0506563967640704,0.0440018263328529,0.0342701030975109,0.0342751018286777,0.0371484193155115,0.0333143604733528,0.0365669696825059,0.0357674618092067,0.0395979977852318
342,0.011121068840209,0.0102814507331817,0.011647508878966,0.012823124850869,0.0121803194057177,0.011829386391861,0.0695755169917123,0.0676631595280563,0.047942891845135,0.0516081965600412,0.0469656295213451,0.0491648160018611,0.0448100104368239,0.0460668484990473,0.0529987207823415,0.0489312364705895,0.0487271602267264,0.04245770184388,0.0335700982800403,0.0335104107008876,0.0362089345337967,0.0325922340302856,0.0355995931033839,0.0349220635594972,0.0384461091113499
344,0.0107584406766982,0.00992741158699705,0.0112315750444866,0.0123886729639087,0.0117497202420636,0.0113919345687237,0.0672387646193963,0.06533962595402,0.0461444280733287,0.0496698428282648,0.0452312630825076,0.0473870191142425,0.0431603825689075,0.0443604523296762,0.051043626615525,0.0471427407833161,0.0468946411841185,0.0408747250127403,0.0328090773334015,0.0327708491076714,0.035241296527672,0.0318712025697734,0.0346964862545182,0.0341048364171007,0.0372697337597548
346,0.0104057678660749,0.00955620083646136,0.0108203507275517,0.0119824721900038,0.0113218737551429,0.0110068871747942,0.0647682569796373,0.0629681854973349,0.0442198743999228,0.0477140113047977,0.0434636311001035,0.0455510692845182,0.0415535380021997,0.0426936474866529,0.0490479269219623,0.0453588965025273,0.0449819301981232,0.0392979008771785,0.0320188984431131,0.0319668955537539,0.0342703617022901,0.0311505214176775,0.033714893173722,0.0332229175803873,0.0360980039132445
348,0.0100344018502691,0.00911688931339537,0.0104139996557846,0.0115602496433387,0.0109176582548168,0.0106202936128116,0.0623617497538395,0.0606433541319003,0.0424461364090267,0.0457858348608467,0.0416757989225832,0.0437415663462512,0.039981067714357,0.0410968907734629,0.0471432224672406,0.0436767250285994,0.0431755481050239,0.0377583316182238,0.0311919657484574,0.0310800638046781,0.0332674289626818,0.0302848758134706,0.0327860362372075,0.0322834281320669,0.0349503125985463
350,0.00971260894049374,0.00874615561815915,0.0100561726510827,0.0111939072081103,0.0105664913134017,0.0102391585219686,0.0601228603368382,0.0584461646793879,0.0407530182092479,0.0440018937122949,0.0400393630736716,0.0420846453750543,0.0385046898263528,0.039551780940742,0.0453180069288851,0.0420659396623363,0.041466782344195,0.0363156152118418,0.0303938709747632,0.0302356901347064,0.0323485590484243,0.0295126854394299,0.0318864193386823,0.0313914288296297,0.0338608785061919
352,0.00937527829843469,0.00844781269933064,0.00966980169153523,0.0108131005636992,0.0102053571950563,0.0098665227207251,0.0580340357208802,0.0564353805698933,0.0391959945530098,0.0423678851331441,0.0385499428565495,0.0405349335754753,0.0371053254874374,0.0381611814700358,0.0436381863316606,0.0405823897394577,0.0399199213986696,0.0349946394551999,0.0295520978742219,0.0294684620334923,0.0314886005180887,0.0287567418548501,0.0310028223231562,0.0305858096804986,0.0328602433643171
354,0.00904806983350598,0.00809965693675812,0.00929122413424334,0.0104250014585154,0.00984516249572434,0.00947602948063187,0.0559275049003954,0.054405043754933,0.0376217018333695,0.0406967639557883,0.0370325944305246,0.0389714317326626,0.0356994345815692,0.036695085410131,0.0419576536831952,0.0389886362779852,0.0383053779042091,0.0336427894674452,0.0286713762869153,0.0286148276175574,0.0305955062312419,0.0279601494044372,0.0300789371405198,0.0296982711062074,0.0318624699135602
356,0.00873536208047201,0.00777960674587912,0.00897734456168081,0.0101322491679326,0.00951696182985732,0.00914593399844126,0.0539486003180302,0.0524953482795706,0.0361890141665318,0.0391693202803833,0.0356190842172428,0.0375463697156298,0.0344418551270245,0.0354090377319018,0.0404108764083854,0.037668352853914,0.0368803583018497,0.0324090968368132,0.0278631234926005,0.0278041248312477,0.0297550135858191,0.0271525419689174,0.0292560198624405,0.0288561717933352,0.0309855900362352
358,0.00853171269086389,0.00747306429344715,0.00868463426219411,0.00981295582988602,0.0092533553447824,0.00887168622871434,0.0520422503639986,0.0506513203164063,0.0347795661755853,0.0376755463166074,0.0342236953179881,0.0361720973241458,0.0331953266142979,0.0341514672996442,0.0389552794186069,0.0363348504589816,0.0355428691993988,0.0312585685984216,0.0270253856798359,0.0269717822472566,0.0289525423839598,0.0263942070763604,0.0284992520985875,0.0280203096611286,0.0302033543513215
360,0.00828845878064903,0.00720011892929242,0.00837709923058682,0.00952175991047772,0.00890179024663,0.00854419299146104,0.0501057608007126,0.0487813857900169,0.0333628293989474,0.036190889609323,0.032905369529707,0.0347797506846742,0.0319527244267732,0.0328652318509108,0.0374594310003217,0.0349660362294123,0.0342058029300511,0.0300655553429256,0.026215216886406,0.0261089190155783,0.028084270236386,0.0255599007724521,0.0276180009866281,0.0271183214324978,0.0293536405436899
