Wavelength,I1,I1dark,R1,R1dark,XCorrect,I1c,R1c,I1c/R1c
nm,uA,uA,uA,uA,,,,
,Abs Detector Raw,Dark Offset for Abs Detector,Ref Detector Raw,Dark Offset for Ref Detector,Linear interp,Dark subtracted Abs Detector,Correct Ref Detector,Corrected Intensity 
800,0.139743727240074,2.67175439720689E-4,0.205381522769424,0.00498907906636833,1.35067892074585,0.139476551800353,0.270665849586466,0.51530901298945
798,0.142982967873492,,0.210323511046185,,1.34199333190918,0.142715792433772,0.275557438528274,0.517916675361781
796,0.155549935901891,,0.22877050132892,,1.33337259292603,0.15528276046217,0.298384015250893,0.520412463555068
794,0.163379941287474,,0.239827446093699,,1.32502686977386,0.163112765847753,0.31116714636503,0.524196618290819
792,0.156817989714573,,0.230067998577154,,1.31713449954987,0.156550814274852,0.296459210009063,0.528068648196379
790,0.147968937244439,,0.217465381668893,,1.30966234207153,0.147701761804718,0.278272212101122,0.53078157064078
788,0.146732439446645,,0.216104635901015,,1.30193436145782,0.146465264006924,0.274858597681329,0.532874959133483
786,0.1505056232542,,0.221682445479557,,1.29363858699799,0.150238447814479,0.280322900338594,0.535947821719205
784,0.154887081595457,,0.228032480396811,,1.28498160839081,0.154619906155737,0.286606668582548,0.53948467745161
782,0.160758282362402,,0.236658897140906,,1.27644824981689,0.160491106922682,0.295714533816641,0.542723094638949
780,0.170369105306787,,0.250668839635584,,1.268270611763,0.170101929867067,0.311588420234906,0.545918650439022
778,0.184111363400069,,0.270646012559909,,1.26044166088104,0.183844187960349,0.334845066477164,0.549042546436583
776,0.200941625478815,,0.29507680515638,,1.25292003154755,0.200674450039094,0.363456722924254,0.552127495192642
774,0.226401413890266,,0.332025203751418,,1.24577045440674,0.226134238450546,0.407411941656313,0.555050589659224
772,0.289556948000702,,0.424140598891155,,1.23883104324341,0.289289772560982,0.519257914581601,0.557121546802191
770,0.386625364971235,,0.565556909666416,,1.23221707344055,0.386358189531514,0.690741251686909,0.559338520159264
768,0.438783747941531,,0.638746109508243,,1.22665858268738,0.43851657250181,0.777403500729992,0.564078463873699
766,0.39711163110365,,0.576162746110853,,1.22236526012421,0.396844455663929,0.698182848092929,0.568396168350313
764,0.33638582324083,,0.488270880922501,,1.2186872959137,0.336118647801109,0.588969392268349,0.570689499681105
762,0.316604320634326,,0.461284659716856,,1.214359998703,0.316337145194605,0.554107100726912,0.570895310274159
760,0.326761566077138,,0.476110624928611,,1.20898902416229,0.326494390637417,0.569580777993823,0.573218765891987
758,0.346837671038422,,0.505108328670163,,1.2031888961792,0.346570495598701,0.601737927888759,0.575949228951993
756,0.371939392739878,,0.541108953526312,,1.19780671596527,0.371672217300157,0.642167986190578,0.578777244105493
754,0.396190379886628,,0.575632939899591,,1.1931779384613,0.395923204446907,0.680879665464584,0.581487779014163
752,0.418812798924651,,0.60783465272258,,1.18890511989594,0.418545623484931,0.716726189026472,0.58396864785064
750,0.450689424163489,,0.653286247084421,,1.1848680973053,0.450422248723769,0.768146631957963,0.58637534812288
748,0.496336632233045,,0.718771811703125,,1.18107759952545,0.496069456793324,0.843032796445338,0.588434351409589
746,0.551614681023396,,0.797409754198962,,1.17750906944275,0.551347505583675,0.933082531782575,0.590888251364402
744,0.599289179734265,,0.864190037440422,,1.174187541008,0.599022004294544,1.00886306054494,0.593759478091089
742,0.651332031393988,,0.936870986246683,,1.17108881473541,0.651064855954267,1.09131647815317,0.596586662977967
740,0.73308077496382,,1.05209585913832,,1.16803753376007,0.7328135995241,1.22306002097869,0.599164053238945
738,0.84433515745384,,1.2087390704875,,1.16498303413391,0.844067982014119,1.40234831734446,0.601896099260474
736,0.930097712347966,,1.32689845294993,,1.16204738616943,0.929830536908245,1.53612133267426,0.605310607391595
734,0.967096713054618,,1.37572443542085,,1.15931880474091,0.966829537614897,1.58911927494497,0.608405896812482
732,0.973459292069721,,1.38353165584863,,1.15665113925934,0.97319211663,1.59449284195271,0.610345867365683
730,0.969975686431786,,1.37967806577614,,1.15388596057892,0.969708510992065,1.58623432192687,0.611327404525026
728,0.969551854341194,,1.38189266415596,,1.15089321136475,0.969284678901473,1.5846689887834,0.611663814817015
726,0.979510393730113,,1.39998344533368,,1.1476241350174,0.979243218290392,1.60092920294166,0.611671781919564
724,0.996092014147254,,1.4277334098224,,1.14410185813904,0.995824838707533,1.62776443247476,0.611774541106994
722,1.00141053127688,,1.43838925206498,,1.14027833938599,1.00114335583716,1.63447516894244,0.612516711700755
720,0.98054990971717,,1.4099345341611,,1.13600122928619,0.980282734277449,1.59601976406767,0.61420463351849
718,0.920308994125361,,1.32347194539526,,1.13137769699097,0.920041818685641,1.49170210882923,0.616773156811945
716,0.814193147076234,,1.17038788716906,,1.12621939182281,0.813925971636514,1.31249473689245,0.620136560367182
714,0.686318895573035,,0.986916674828448,,1.12039887905121,0.686051720133314,1.10015057760128,0.623598018399581
