wavelength,OTBotA_1_0.5s,OTBotB_1_0.5s,OTMidA_1_0.5s,OTMidB_1_0.5s,OTTopA_1_0.5s,OTTopB_1_0.5s,PreT04Nov24_1_0.5s,Tea014Nov24_1_0.5s
330,0.0550744136758717,0.0554472827881314,0.0602294485596437,0.0602900749379603,0.055679916829037,0.0527891021254895,0.0394173182192622,0.0402839356349352
332,0.0530528034853137,0.0534033490514235,0.05805229100381,0.0581129632070169,0.0536252012394219,0.0507766518189862,0.0385776858772665,0.0393914444493395
334,0.0510784873804446,0.0514276792176662,0.0559254552302758,0.0559449229667957,0.0515997139007613,0.0488110782536674,0.0377889109370788,0.0385762460946918
336,0.0491807373731642,0.0495367242384959,0.0539075014932661,0.0539455481643749,0.0496313953175848,0.0469656825155296,0.0370436833236896,0.0377577879390747
338,0.0473859793653173,0.0477531779155434,0.0519548568991215,0.0519832882882876,0.0478054140396151,0.0451972437625365,0.0363010457183044,0.0369796246442469
340,0.0456153983772286,0.0459491760878298,0.0500474899738177,0.0500552607821771,0.0459403279454292,0.0434645152640914,0.0355018822918282,0.0361568519552623
342,0.0439670294249427,0.0443156682283612,0.0482579495725446,0.0482873687634688,0.0442098690925672,0.0418828511723721,0.0347690364018797,0.0353877096375603
344,0.0423747589321139,0.0427059989405689,0.0465308932804414,0.0465512389519629,0.0425687803068813,0.0402942005737134,0.0340103448209145,0.0345913196506656
346,0.0407158558047071,0.0410492042099948,0.0447397827445003,0.0447726453982694,0.0408886170350224,0.0386923664044968,0.0331755282776256,0.0336777219023438
348,0.0391757701776962,0.0395328368672316,0.0430750734085673,0.0431169453969776,0.0393230786116811,0.0371584130132551,0.0324086198469656,0.0328956468475894
350,0.0377176332788723,0.0381031118512632,0.0414978470871618,0.0414963845264124,0.0378353223413914,0.0358298641094737,0.0315810309174633,0.0320679720253183
352,0.0363408297563494,0.0366666574420788,0.0399870468649513,0.0400394324598224,0.0364295795503237,0.0344901973938267,0.0307919683492172,0.0312113858564261
354,0.0349627580657753,0.0352754923276182,0.0384966212838478,0.0385489331475323,0.0350475352623934,0.0331918402288352,0.0299152340665522,0.0303412176405021
356,0.0336708072507744,0.0340075751567278,0.0371579676107021,0.0371972445707541,0.033745241530245,0.0319603653392682,0.0291223782565277,0.0295185529925213
358,0.032433863153167,0.0327631905116223,0.0358078363887955,0.0358272259219874,0.0325573664564695,0.030807874419478,0.0282832624788972,0.0286431861453547
360,0.0312131065074784,0.0315399560840915,0.034465725551836,0.0345164874757752,0.0313499085873017,0.0296314905274112,0.0274031737550805,0.0277268688439328
362,0.0300696709420679,0.0303689352211589,0.0332082225852736,0.0332357765440389,0.0302043244403621,0.0285356310440024,0.0265317753821808,0.0268414769812871
364,0.0289137927749698,0.0292181961663186,0.0319617289012591,0.0319856265399009,0.0290475067421228,0.0274299080923774,0.0256373483748467,0.0259257143628929
366,0.0278495774102307,0.0281699561669965,0.0308268252742604,0.0308359446311164,0.0280223905711129,0.0263973070519518,0.0247684280654747,0.0250101742565548
368,0.0267839396973862,0.0270723388419998,0.0296685929671628,0.0296777543816559,0.0269831763206853,0.0254024418686342,0.0238320648966352,0.0240769519539217
370,0.0257417648708502,0.026043742531068,0.0285592757115112,0.0285245703470914,0.0259763621698086,0.0243325870364221,0.0229475753623371,0.0231583020912904
372,0.0247373098411551,0.025055875299716,0.0275085640533504,0.0274393366501827,0.0249726539854759,0.0234386496347675,0.022048271641389,0.0222506886070393
374,0.0238305575216618,0.0241428422167211,0.026430696451487,0.0264538327624133,0.024110160969849,0.0225734144693088,0.0211393325218332,0.0213537474634423
376,0.0229333718949434,0.0232559422978671,0.02556238522099,0.0254818510706714,0.0232541967251366,0.0217279946485063,0.0203904946800234,0.0205543956103739
378,0.0220507350115083,0.0223942209071609,0.0245882202488211,0.0245267729764138,0.0223413675597519,0.0208837411958671,0.0195348037478855,0.0197169608450211
380,0.0212995239789468,0.0215400510919414,0.0236669245042075,0.0236570059796476,0.0215687209837626,0.0201555889487913,0.0188232309450444,0.0189642514797084
382,0.0204961562801651,0.0208367821491539,0.0228601066421004,0.0228014545848967,0.0208332996238388,0.0194073738308581,0.0180743895801717,0.0182350026093699
384,0.0197743159443065,0.0200759391989358,0.0220443508194704,0.0219940843241748,0.0200337465629262,0.0186841334496863,0.0173545733753827,0.0175394937660659
386,0.019015835186579,0.0193154345318325,0.0212721128575236,0.0211506947114327,0.019360476720649,0.0179816958829356,0.0166631000663272,0.0168551067093977
388,0.0183107090384965,0.0185902021084968,0.0204337112886215,0.0204094741667061,0.0187209205214056,0.0172879758779928,0.0159775342441405,0.016211307024105
390,0.0176624140412025,0.0179550472152473,0.0197323340013179,0.0197004705463375,0.0181725066362082,0.0166752591600672,0.0154038304843537,0.0156372072076184
392,0.0169777316450417,0.0172693446884432,0.019031203918222,0.0189691351388129,0.0173602947136191,0.0160470680148198,0.0148792142792989,0.0150615032554063
394,0.0163611777386256,0.0166283686323679,0.0183163625662957,0.018295826132425,0.0167170868757174,0.0154481787138645,0.0143356473628087,0.0145182831169384
396,0.0157835915549255,0.0160560082899291,0.0176927764503112,0.0176361575687027,0.0161991960805689,0.0148958159481252,0.0139135698793494,0.0140477963240625
398,0.0151528049817203,0.0154823790786963,0.0170429791666496,0.0170076471178646,0.0155693837795876,0.014378997381379,0.0134655764845435,0.0136079566876371
400,0.0146674495475707,0.0149003127081769,0.0164276338580261,0.0163822966873404,0.0150631515759361,0.0138342525756919,0.0130857527783727,0.0131623819325698
402,0.0140887609955065,0.0143544723040898,0.0158455493025677,0.0158116037878751,0.0145401760063752,0.0133214726592654,0.0127009583184108,0.0127771830626885
404,0.0135813668790271,0.0137902881205202,0.0152669929205462,0.0151874464458269,0.0140287186262266,0.0128094545458231,0.0123632456434768,0.0124025241061176
406,0.0130716959272278,0.0133262626742383,0.0147255963900847,0.014643970690361,0.0135546237664173,0.0123621346044826,0.0120026043109632,0.0120955156726947
408,0.0126142303848923,0.0128429061357055,0.014223602752527,0.0141394978909218,0.0130899450867522,0.0119339390794949,0.0117371017876878,0.0118030175979183
410,0.0121309852316165,0.0123527160048001,0.0137040907145639,0.0135817973507499,0.0126271534482326,0.0114743424874402,0.0114356907998115,0.0114766662398088
412,0.0117526392649359,0.0119900378820653,0.0132324951661692,0.013167107182904,0.0122792744915517,0.0111284743524111,0.0112735929550475,0.0112706120796472
414,0.01131426816103,0.0115254843717315,0.012799358912566,0.0126688322088545,0.0117992584092691,0.0106843927300505,0.0109805346056465,0.010986589117439
416,0.0109016422522273,0.0111535468158464,0.0123530572017793,0.0122337056311142,0.0113982382323238,0.0103521352672737,0.0107389657512955,0.0107948625211682
418,0.0105242987559514,0.0107931629641882,0.0119458317098923,0.0118283563389305,0.0110549683008569,0.00997706904881766,0.010555179921247,0.0105601487082294
420,0.0102197743046854,0.0104447972065863,0.0115744999383714,0.0114244960124694,0.0107503947101239,0.00965535883411421,0.0103719383118566,0.0104606077726401
422,0.0098507987802389,0.0100755279075952,0.0111601591728753,0.0110353934922606,0.010388325597207,0.00936267550988489,0.0101713521068461,0.010214039363311
424,0.00956145817918394,0.0103468299342838,0.0108298976548819,0.0107084947928857,0.0100932105672648,0.00906916620546903,0.0100441656650539,0.0100657364902922
426,0.00923984078859754,0.00954315797023888,0.0104441052902147,0.0103415798105211,0.00975718006907332,0.00876096607276312,0.00985553853908272,0.00991441254252507
428,0.00897257610804298,0.00916898943508268,0.0101176993323657,0.00999536656248168,0.00945659584284802,0.00846397097836317,0.00973375938566581,0.00978269616471427
430,0.00863168664815277,0.00887414055498016,0.00977268069750377,0.00964046418148254,0.00917267357127045,0.00817401612971573,0.00956550143210618,0.00962509810456385
432,0.00830145627182496,0.00850639895954516,0.0094241314930261,0.00929445757009603,0.008861130703627,0.00788481598779876,0.00940739273317547,0.00937503048006505
434,0.00801523667147694,0.0082223859011394,0.009062433099614,0.00898175537263038,0.00862524257767927,0.00762629924502129,0.00930735458734003,0.00929802800844094
436,0.00771877650668976,0.00792996565428395,0.00880006637993721,0.00864854508731044,0.0083291542085706,0.00735261423070903,0.00915918210817163,0.00907802503025266
438,0.00747552354031692,0.00767031560156289,0.00847297710116797,0.00829840146408605,0.00807834880747305,0.00710364737468981,0.00907466322385149,0.00891262311201093
440,0.00718778319329286,0.00743095249477944,0.00823818432027305,0.00805909570793903,0.00787376336479446,0.00690154751183147,0.00897632724115189,0.00875852211769356
442,0.00693998077097885,0.00720261190310119,0.00795866188600645,0.00778604390043302,0.00760986853400675,0.00666133666384737,0.00888195582792674,0.00863384751933013
444,0.00668914178585377,0.00694197298666256,0.00766696976225273,0.00749207157110065,0.00734073616337271,0.00643075587833804,0.00872653772381712,0.00850617119747338
446,0.00646606770481906,0.00676626401900183,0.00741465897376449,0.00719700299716108,0.00713323580516138,0.00618894726876952,0.00862740097511073,0.0083474965083428
448,0.00628846954964454,0.00655636664233619,0.0071930106966247,0.00700440977567542,0.00689779048653142,0.00601577092002635,0.00850505393938514,0.00826003957620955
450,0.00611648971859357,0.00638963519316441,0.00703846929857907,0.00681848207230223,0.00675471219919955,0.00586015732255657,0.00849246672512177,0.00817969709035269
452,0.00592888195078268,0.00619832251825613,0.00680633619054654,0.0066153606394142,0.00658997076191068,0.00565353720159553,0.0083844643153832,0.00803777348761864
454,0.00571401856417812,0.00625642450103077,0.00656980432883075,0.00638296019212494,0.00637380052292396,0.00548020045430342,0.00822880888437641,0.00789136149382231
456,0.00556261124528054,0.0060762831892257,0.0063772170519014,0.00624937658943212,0.00622951078793309,0.00533744326501242,0.00816902348833844,0.00779249103079734
458,0.00546061989573426,0.00599207811156648,0.00621179923991456,0.00609882415198615,0.00611822092176842,0.00522452981800209,0.00811371945859173,0.00772355496069951
460,0.00528193199510829,0.0057763990494887,0.00601629965758388,0.00595840291444702,0.00596185174246738,0.00505486288560801,0.00803364470984826,0.00760135129334695
462,0.00514076611174825,0.00566169865904004,0.00585506140663469,0.00575586592442286,0.00579059431694418,0.004932275913714,0.00794601731251064,0.00744351880616987
464,0.00502901634663619,0.00554669923430562,0.00571991135707334,0.00566667578264293,0.00568638560804489,0.00482621532741616,0.00791553015328644,0.00735272578348231
466,0.00485912767284425,0.00535518826137861,0.00554553716835679,0.00544604157646802,0.00553897463454921,0.00470778123353367,0.00782369508828564,0.00720334893334281
468,0.00473973250858912,0.00526208715075958,0.00541241419292845,0.005361257602582,0.00541295681536325,0.00455665371181507,0.00771257179257381,0.00709839802895426
470,0.00460497633512793,0.00513189784559707,0.00528446847119481,0.00521325710633473,0.00526302578996042,0.00442530038496403,0.00762664083520894,0.00697770068431755
472,0.00443564052846969,0.00492987696454149,0.00508534408811169,0.00498627614969591,0.00511612337238474,0.00428589745253527,0.00746037618246653,0.0068274033758073
474,0.00430994981869599,0.0048191515621712,0.00500675678446051,0.00490564638052292,0.00500458397101313,0.00420571034396902,0.00739682079745303,0.00673997428694089
476,0.00418473420624573,0.00473279256265699,0.00485115791356748,0.0047117082832425,0.0048771418963789,0.00409562552332384,0.00726818991831423,0.00659828610338328
478,0.00407822368521218,0.00464877177273169,0.00471706803604735,0.00462580009241128,0.00473196781097979,0.00397274996609999,0.00718234362546044,0.00651017962727286
480,0.00400010158969692,0.00454864295030689,0.00458679274611806,0.0044942464443251,0.00469111007345866,0.00392291697159456,0.00710279269301995,0.00642111829681728
482,0.00388457273023414,0.00443450139322566,0.00452234467342314,0.00435418977388429,0.00463059624259867,0.00380869528355407,0.00701223030184129,0.00629548191848389
484,0.00380040349282769,0.00434531507687917,0.00440418207133672,0.00426663225514025,0.00451616256584625,0.00367643742311911,0.00687272285047169,0.00618693954673616
486,0.00368167813562812,0.00422411834500475,0.00429476228695145,0.00411275139072282,0.00445862174761718,0.00359866287972348,0.00666781819317099,0.00602417727527993
488,0.00364766646053184,0.0041806938849222,0.00423294119111835,0.00405690562604613,0.0044182451230952,0.00354608730821595,0.00653091272100684,0.00597617391579537
490,0.00357536335364103,0.00405629830034888,0.00411177452424314,0.0039754182153563,0.00435993111267758,0.00346921453740611,0.00633282169297099,0.00584922147857459
492,0.00343596193577094,0.00395603041966777,0.00401301881435052,0.00385001973556699,0.00424757568420849,0.00336967714561458,0.00614732075011974,0.00570178731964742
494,0.00334460872067152,0.00382101001112062,0.003887494821404,0.00372992134120813,0.0041404567326287,0.00326088364963148,0.00587950467582592,0.00557080165189721
496,0.00325426284476664,0.00375474371875958,0.00378105870289636,0.00364779473712471,0.00410127790119996,0.00319212982899242,0.00571238292012309,0.00547199098287906
498,0.00322566961833111,0.00416817694561359,0.00378621142728887,0.00363112599050127,0.00409424475194053,0.00316719519286764,0.0055892631535419,0.00538361281007191
500,0.00314011855880017,0.0040365949881978,0.00366024537720941,0.00353960158413457,0.00397698278322446,0.00308414583125274,0.00544902087813955,0.00524373668587119
502,0.00306629940243762,0.00386978821139368,0.00356884767182609,0.00337746937555317,0.00381529502025282,0.00295098201434451,0.00527336640555938,0.005101960279603
504,0.00296694068411042,0.00379262901588114,0.00346262274350565,0.00330752251730855,0.00374532345455842,0.00291053529169858,0.00518881071004655,0.00497929427919
506,0.00290852499627676,0.00393065275889619,0.0034223577090497,0.00324973911753748,0.00369078999638673,0.00289203257503656,0.00508799989901867,0.00490693343692496
508,0.00281119518223413,0.00369216296127744,0.00332225216898344,0.00315544854314971,0.00357356972134317,0.00277255205253843,0.00494322288413687,0.00477773722709338
510,0.00276789847654192,0.00357431734720038,0.00324636634988572,0.00307319307143957,0.00348362664213381,0.00273672514705372,0.00488231582684664,0.00466056479539973
512,0.00271003578196971,0.00347482137592706,0.00316511279586596,0.00302269888525429,0.00341867296318039,0.00265600790217292,0.00474910821624362,0.00453278946981914
514,0.00262371016825418,0.00341322392959412,0.00310001742594164,0.00296594178064396,0.00330983132788433,0.0026048069127634,0.00462656978299926,0.00441649819876621
516,0.0025687781037763,0.00337395676349232,0.00304764292245308,0.00291197847286836,0.00322079999178386,0.00257431071228476,0.00453224515868919,0.0043370453601492
518,0.00250683754437879,0.00328019215575339,0.00297165541699307,0.00279457414116413,0.00312453688925795,0.00248229497877972,0.00442356292326661,0.00420322350069623
520,0.00244565793342964,0.0032531124839993,0.00291493876822575,0.00274733066290654,0.00304944578260764,0.00244931065491524,0.00433631332694132,0.00413728621195043
522,0.00236552801333606,0.00318812621070764,0.00287413778991185,0.00269222210175408,0.00299720759645031,0.0023884087959317,0.00423172753048988,0.00401853554207742
524,0.00236364425155568,0.00315341351798036,0.00282161670515173,0.00264156855002141,0.00297222642197134,0.00234613930426225,0.00416439407554345,0.00395077397553241
526,0.00229444234444656,0.00306912394853739,0.0027504577143042,0.00256590384371562,0.00289885716075545,0.00227380351222301,0.00405878112501484,0.0038294350431627
528,0.00226569526314071,0.00301557739676916,0.0026976858060178,0.00250468953556854,0.00284371662376933,0.00224539725789894,0.00398152111633278,0.00376150417524832
530,0.0022086690598443,0.00295376272553861,0.00264724658285806,0.00246033980769476,0.00279685944951784,0.00216153580209136,0.00386738388574437,0.00364957963157771
532,0.00214928300006698,0.00292000142108078,0.00263996262448314,0.00239277245037547,0.0027528577767481,0.00214374228623418,0.00379563454907922,0.00357824802382437
534,0.0020729878571747,0.00283551758161921,0.00258130707505588,0.00232014009360858,0.00267580445726698,0.00210674592814382,0.00371758188503519,0.00348300710863462
536,0.00203505121638244,0.00278516460523547,0.00251667639241185,0.00221614945144995,0.00259859979330373,0.00206089040362015,0.00362598733734019,0.00336469435679382
538,0.00198335730283039,0.00275630377026575,0.0025091512556221,0.00222095651296385,0.00259635167217341,0.0020250562687735,0.00353834448047888,0.00331481324051291
540,0.00196952100435738,0.00275753409718276,0.00246246670740334,0.00219987766067685,0.00255822494141355,0.00196476236715797,0.00348632315005152,0.00323612369324377
542,0.00191349702410166,0.00267455342913983,0.00244340262856481,0.00213545107284541,0.00246563078452762,0.00193410781455906,0.0033993511528723,0.00315137807072864
544,0.00182307135268101,0.00260528441340981,0.00234203685914733,0.00203964862553691,0.00237086166408916,0.00183405401732848,0.00327327408755665,0.00301713991005011
546,0.00181014683303629,0.00258139883796523,0.00232868231002347,0.00201048823684017,0.00238358540417884,0.00184638351401716,0.00322312061490604,0.00298900664848601
548,0.00181453272523344,0.00256103222646284,0.00233393057296183,0.00195472844128067,0.00235192122740391,0.00180340645657588,0.00315306698453271,0.00291473420878197
550,0.00173890010746516,0.00248495765813575,0.00226960771076104,0.00188697596879838,0.00228339487235913,0.00174855451816726,0.00309453563118233,0.00284945342824662
552,0.00168188231890476,0.0024375497364074,0.00217284087693947,0.0018172946436149,0.00225701890772196,0.00171429506487417,0.00302737415647327,0.00275588489321743
554,0.00167872349072301,0.00239139961592136,0.00210526095025079,0.00181510028458731,0.00222937656083632,0.00167483576186465,0.00295653959576781,0.0027008586962989
556,0.00161644126921338,0.00233654319163782,0.00202612726077102,0.00175790703553057,0.0021751397839716,0.00164720803711277,0.00288269034261709,0.00263328745295965
558,0.00154497353714533,0.00226691794780782,0.00193406975701931,0.00167278192081666,0.00210513768309754,0.00157447620390781,0.00281884383397671,0.00256580306142979
560,0.00156790282546253,0.0022380394227397,0.00195797300236218,0.00168081130787277,0.00209848726898209,0.00155156882596242,0.00278340162452572,0.00249651229207759
562,0.00151342629968729,0.00248901822046853,0.00190177245971245,0.00165552308224138,0.00200251432107848,0.00150574101444987,0.00273395759995526,0.00245237676119225
564,0.00143191300019949,0.0023980945515374,0.00181910836329428,0.00156191686412178,0.0019944807291082,0.00145415920382791,0.00264738899428705,0.00237889734541638
566,0.00147360818304971,0.00245094513731338,0.00186682803971264,0.00159643908994516,0.00200507820139749,0.00146476370548634,0.00262643783042012,0.00237113149856101
568,0.00139050657941183,0.00224665632222853,0.00180520059468035,0.00153245943974448,0.00192428566658322,0.00146388843175479,0.00257086476387779,0.00229199284650831
570,0.00133787184722562,0.00219662707022214,0.00172041649105328,0.00151149126840742,0.00190358127394899,0.00140195080413183,0.00250864768649723,0.00219824881309771
572,0.00136202272316457,0.00216830830553102,0.00174270829268297,0.0015280914828336,0.00188616419219317,0.00138472977916666,0.00246273659023343,0.00219915113616188
574,0.00129706994160874,0.00214458718781937,0.00170327595592125,0.00148598049256704,0.00181781869524888,0.00133548751687929,0.00240999572464798,0.0020954245606604
576,0.00124666332147945,0.00210200891506766,0.00164619611226299,0.00145492521197033,0.00178840939067348,0.00131156788008361,0.00235677928648337,0.00203646208921047
578,0.00126976365748428,0.00211391691065962,0.00165921139258378,0.00146698018935637,0.00178955232234446,0.0013278300480306,0.00236067080337184,0.00201238100875547
580,0.0011935676764536,0.00203008284081295,0.00161014474464868,0.00139030996691821,0.00172188353659137,0.00128099907121567,0.00225993676881982,0.00193332795149154
582,0.0012261688288019,0.00203391996238695,0.00162035366341965,0.0013889524244117,0.00171040151876842,0.0012499726158064,0.00224853481692563,0.00190081656362613
584,0.00117085748635716,0.00198843962068768,0.00158087924821304,0.00139494919648168,0.00168931269475946,0.00123654540113347,0.00223693267256921,0.00186462973624638
586,0.00117850818295355,0.00193126851352446,0.00156809526844646,0.00139569729374922,0.00168836996940069,0.00120928538084286,0.00215681239327417,0.00184344969258221
588,0.00118158170128651,0.00192281029904001,0.00155401422743892,0.0014310546641712,0.00171000428560416,0.00121958062141578,0.00214616992222227,0.00180824816365202
590,0.00112211646625597,0.00191435117055117,0.00149801545720266,0.00136730569801589,0.00164435896691286,0.0011521439845263,0.00207780793535811,0.00178210238649716
592,0.00112994560997011,0.00192067427713316,0.00148734415973188,0.00139033715569546,0.00160272836548972,0.00119709680598146,0.00207305495759052,0.00176395909017947
594,0.00107077844019977,0.00187526944452803,0.00145027036915832,0.0013172168361817,0.00155536803395466,0.00114414323925393,0.00201557875737932,0.00168666190544189
596,0.00103889660184527,0.00178802325739311,0.00135870278737572,0.00129258403637034,0.00153618921712995,0.00111649826758416,0.0019358745800293,0.00163332488834292
598,0.00101366029412163,0.0017520561805486,0.00131986561338814,0.00126592236625198,0.00147473117461407,0.00108129511468044,0.00193244465732164,0.0015824429913503
600,0.00100849991013585,0.00174734222925522,0.00136216658666697,0.00129150738831127,0.0015163668030745,0.00105678148394926,0.00190258805918464,0.00155922954609252
602,0.000955129452915695,0.00169922408222368,0.0012764865875588,0.00121173838409512,0.00141469970170682,0.0010433067042467,0.00185064341180506,0.0015141783077935
604,0.000924261724811188,0.00164750132814305,0.00128694191136791,0.00123825709720121,0.00145984940963359,0.00103669875573573,0.00180450114487527,0.00149238794329897
606,0.000952436473164267,0.00167295092141935,0.00129344242269995,0.00118881228836442,0.00140457786856692,0.000997931956674812,0.00176363511046908,0.00147935928952452
608,0.000914868918125949,0.00190819832118573,0.0012405501751844,0.00118304628501242,0.00140097781672043,0.000990305538934992,0.00176203813186363,0.00143725230934138
610,0.00088294972038719,0.00182968961320777,0.0012371083293233,0.00115602880076795,0.00135751831558706,0.000942156288970627,0.00167517358007369,0.00142960251415323
612,0.00090692327325756,0.00176493123599152,0.00117687665053269,0.00119326358701897,0.00136257673082937,0.000958491780869102,0.00166693777289269,0.00139560578858874
614,0.000870451141764646,0.00167105249864468,0.00119010717138095,0.00117694702722156,0.00134739689543108,0.000932398222923946,0.00168071305961895,0.00138588306825344
616,0.000864795555549447,0.00163332020987098,0.00122707013339337,0.0011367278215796,0.00132074363861101,0.000950058362849277,0.0016485273346389,0.00130730427151968
