Wavelength,I1,I1dark,R1,R1dark,XCorrect,I1c,R1c,Ic1/R1c
738,0.893777312712822,,1.29258685244006,,1.16498303413391,0.893523782449934,1.50006554092789,0.59565649504703
736,0.958314694962267,,1.38096130734816,,1.16204738616943,0.95806116469938,1.5989808208089,0.599169891365369
734,0.979588776298159,,1.40854640703042,,1.15931880474091,0.979335246035271,1.6272062090615,0.601850730768849
732,0.98149905155908,,1.41154167069032,,1.15665113925934,0.981245521296193,1.62692638036084,0.603128410197985
730,0.983599835852444,,1.41665712477145,,1.15388596057892,0.983346305589556,1.62893957636605,0.603672671384947
728,0.986466174952319,,1.42433037913532,,1.15089321136475,0.986212644689431,1.63354581185787,0.603725122081388
726,1.00242274684901,,1.45230531951426,,1.1476241350174,1.00216921658612,1.66101049257507,0.603349118543166
724,1.01901738484422,,1.48003464374428,,1.14410185813904,1.01876385458134,1.68763770663769,0.603662652579051
722,1.01622315115178,,1.47824028187401,,1.14027833938599,1.01596962088889,1.6799516521976,0.604761226050682
720,0.977122603517486,,1.42123710217014,,1.13600122928619,0.976869073254598,1.60889458028443,0.607167856256872
718,0.896032326741897,,1.30238879484474,,1.13137769699097,0.895778796479009,1.46788404478204,0.610251742747174
716,0.773303097495971,,1.12385783242335,,1.12621939182281,0.773049567233083,1.26012646989048,0.6134698268026
714,0.641507364380022,,0.93335543145116,,1.12039887905121,0.641253834117135,1.04017522375118,0.616486356793409
712,0.525920376011319,,0.768230281048956,,1.11375534534454,0.525666845748431,0.850098366502114,0.618360023336339
710,0.437224777000495,,0.643044389825541,,1.10628998279572,0.436971246737607,0.705908366203763,0.619019787352221
708,0.373719375642922,,0.554446651532099,,1.09837675094604,0.373465845380034,0.603545346271051,0.618786720314319
706,0.325374046551432,,0.487951653628855,,1.09038031101227,0.325120516288544,0.526646558334471,0.617341006303627
704,0.292783970998062,,0.444559304559078,,1.0826700925827,0.292530440735174,0.4759429746787,0.614633383196076
702,0.277110901297505,,0.425581153694969,,1.07555782794952,0.276857371034617,0.452404316528026,0.611968897996723
700,0.27146321913013,,0.420475924528357,,1.0694442987442,0.271209688867243,0.444373067555687,0.61031981609294
698,0.283973523340395,,0.441786063908538,,1.0649927854538,0.283719993077508,0.465218529554351,0.609863913523163
696,0.308199127491642,,0.479663595190292,,1.06259047985077,0.307945597228754,0.504417439656018,0.610497522525697
694,0.335893522827758,,0.521922068227002,,1.06203079223633,0.33563999256487,0.549031552520539,0.611330971824818
692,0.356302439982536,,0.552543459401032,,1.06277585029602,0.356048909719648,0.58196039566356,0.611809518951329
690,0.372548642005021,,0.577029328138641,,1.06392598152161,0.372295111742134,0.608641342505624,0.611682259718816
688,0.381506947328113,,0.590809982990802,,1.06461536884308,0.381253417065225,0.623706818040565,0.611270241141454
686,0.385298286424291,,0.596481052304079,,1.0645604133606,0.385044756161403,0.629711818165196,0.611461854540568
684,0.38047711639961,,0.589146771937878,,1.06376242637634,0.380223586136723,0.621437858745593,0.611844902568738
682,0.377459626787644,,0.585003867291346,,1.06245732307434,0.377206096524757,0.616273772923498,0.612075530547657
680,0.381056820681962,,0.591437708208021,,1.06094348430634,0.380803290419074,0.622221618896211,0.612005881593442
678,0.390611532557846,,0.606483484515088,,1.05921316146851,0.390358002294958,0.637143504288437,0.612668888041024
676,0.397742649777886,,0.617896611605714,,1.05730748176575,0.397489119514999,0.648064374415554,0.613348203060024
674,0.404405486970501,,0.628792098012373,,1.05524814128876,0.404151956707614,0.658299567302082,0.613933195131747
672,0.40944706867643,,0.637084235125235,,1.05312037467957,0.409193538413543,0.665704812895401,0.61467715192535
670,0.41593421769836,,0.647487267005054,,1.0509113073349,0.415680687435473,0.6752410677341,0.615603385662499
668,0.419465962069014,,0.653465791761438,,1.0485315322876,0.419212431806126,0.679980664803484,0.616506400115479
666,0.421871140892411,,0.65774738964472,,1.04595601558685,0.421617610629523,0.68278878571816,0.617493461299404
664,0.426157574285928,,0.664880330290047,,1.04322910308838,0.42590404402304,0.688449977974475,0.618641960416812
662,0.43224789561169,,0.674858053944025,,1.04042720794678,0.431994365348802,0.696982040510951,0.619807025489654
660,0.440542176584407,,0.688119472042891,,1.03775990009308,0.440288646321519,0.708957379275662,0.621036834077896
658,0.450483123505134,,0.704161667108184,,1.03528940677643,0.450229593242246,0.723877948517491,0.621968930210294
656,0.465488300752305,,0.727885153341514,,1.03309750556946,0.465234770489418,0.746854038032722,0.622925962501168
654,0.483341743063779,,0.755966740448544,,1.03115320205688,0.483088212800891,0.774404867071293,0.623818668170143
652,0.496613984221683,,0.776935549874034,,1.02945709228516,0.496360453958795,0.794717563717468,0.6245746622699
650,0.504953406795782,,0.790049667253274,,1.02793705463409,0.504699876532895,0.80702461626426,0.625383496812234
648,0.505177505000453,,0.790651602065321,,1.02666783332825,0.504923974737566,0.806646148549115,0.625954733244253
646,0.507373305772929,,0.794624291868783,,1.02560043334961,0.507119775510042,0.809881891806509,0.626165099677521
644,0.513819547507425,,0.805276316667529,,1.02465677261353,0.513566017244538,0.820051384267754,0.626260777186681
642,0.525320055579147,,0.823592298650005,,1.02378344535828,0.52506652531626,0.838104043777814,0.62649324891631
640,0.538724237959669,,0.844921163616049,,1.02288675308228,0.538470707696781,0.859186994331673,0.626721204172365
638,0.552784246143234,,0.867336454359002,,1.02184903621674,0.552530715880346,0.881220393834251,0.62700627419237
636,0.568345781725584,,0.891853924048632,,1.02063095569611,0.568092251462697,0.905193236194909,0.627592240802353
634,0.58228767009761,,0.914127359933753,,1.01923584938049,0.582034139834722,0.926657806704124,0.628100400842532
632,0.595610584167909,,0.935379819565629,,1.0177036523819,0.595357053905021,0.946893486226875,0.628747649619351
630,0.610260675662105,,0.958487609085112,,1.01619136333466,0.610007145399217,0.968968355929213,0.629542896490399
628,0.625921491029215,,0.983421999244268,,1.01451146602631,0.625667960766327,0.992662749146822,0.630292575503693
626,0.641141963685682,,1.00757758081279,,1.01275491714478,0.640888433422794,1.01540771365474,0.631163644715731
624,0.656573669861813,,1.03192716109879,,1.01092803478241,0.656320139598925,1.03819171932777,0.63217624199882
622,0.666633343893882,,1.04820523110211,,1.0092089176178,0.666379813630994,1.05285421275848,0.632926957555764
620,0.676006871383283,,1.06307360109885,,1.00772297382355,0.675753341120395,1.06628720432739,0.63374420923175
618,0.684551054698751,,1.07656593502931,,1.0068142414093,0.684297524435863,1.07890993451031,0.634248979036834
616,0.690505345446443,,1.08637038140127,,1.00664889812469,0.690251815183556,1.08860238650371,0.634071561610711
614,0.697598500325327,,1.09778066120186,,1.00700271129608,0.697344970062439,1.10047518707503,0.633676232097445
612,0.705665365832644,,1.11065061201714,,1.00780045986176,0.705411835569756,1.11431732698052,0.633043944027342
610,0.717506050294608,,1.12944252630972,,1.00835275650024,0.717252520031721,1.13387687576285,0.632566494090613
608,0.728846226640897,,1.14772805327523,,1.0085117816925,0.728592696378009,1.1524968664791,0.632186271016835
606,0.741025056548287,,1.16726097556046,,1.00798010826111,0.7407715262854,1.17157808322664,0.632285237229127
604,0.75650150301965,,1.19168116131494,,1.00688087940216,0.756247972756762,1.19488866457433,0.632902457925791
602,0.772961369286887,,1.21721249361038,,1.00539457798004,0.772707839023999,1.21879389959933,0.633993851854707
600,0.792004730111672,,1.24692098195603,,1.00393652915955,0.791751199848785,1.24685181032447,0.635000240840765
598,0.808255677617538,,1.27227852122238,,1.00287997722626,0.80800214735465,1.27097018054212,0.635736510364078
596,0.830619213599955,,1.30698787472138,,1.00218975543976,0.830365683337067,1.30488080693669,0.636353664582146
594,0.848977471583239,,1.33595815506217,,1.00178515911102,0.848723941320352,1.33337600740879,0.636522583730688
592,0.867362054029309,,1.36450848453793,,1.00154709815979,0.867108523766422,1.36165364793001,0.636805493882092
590,0.88456897839903,,1.39150651452038,,1.00122630596161,0.884315448136143,1.38824865263146,0.637000760965914
588,0.899016239388665,,1.41388613326641,,1.00070452690125,0.898762709125778,1.40992056654129,0.637456272682479
586,0.915911748659533,,1.44017193180639,,0.999973237514496,0.915658218396646,1.43517532755955,0.638011398895547
584,0.929074575145023,,1.46059184902216,,0.999053955078125,0.928821044882135,1.45425655983506,0.638691322105832
582,0.942551192522814,,1.48138989581406,,0.998229086399078,0.942297662259926,1.47381706847313,0.639358630332696
580,0.957559526813429,,1.50461209268171,,0.997582137584686,0.957305996550542,1.49602794152499,0.639898473804375
578,0.970478334745207,,1.52478772431496,,0.997147619724274,0.970224804482319,1.51549439818126,0.640203491115957
576,0.990398297739341,,1.55568844135458,,0.996688485145569,0.990144767476454,1.54559498074644,0.640623694959377
574,1.00872793938973,,1.5842321057913,,0.996220171451569,1.00847440912684,1.57330452681509,0.640991233380829
572,1.02790465592688,,1.61399521602394,,0.9957315325737,1.02765112566399,1.60216889954926,0.641412479017099
570,1.04771986428276,,1.64457122755948,,0.995352268218994,1.04746633401987,1.63199255159653,0.641832790839127
568,1.0669478320404,,1.67430268496021,,0.995181918144226,1.06669430177751,1.66130145219902,0.642083530575115
566,1.0915132280604,,1.71187239001028,,0.995282471179962,1.09125969779752,1.69886177873898,0.642347547902062
564,1.11607659466147,,1.7498450857814,,0.995623111724854,1.11582306439858,1.73724971644489,0.642292845890922
562,1.1439219146796,,1.79304207504971,,0.996170461177826,1.14366838441671,1.78123634405131,0.642064366267932
560,1.17340056293828,,1.83810473661282,,0.99668163061142,1.17314703267539,1.82706348488223,0.64209429085657
558,1.20370771003397,,1.88424127054712,,0.997178435325623,1.20345417977108,1.8739805574462,0.642191390401144
556,1.23145780910522,,1.92663444054374,,0.997675478458405,1.23120427884233,1.91720926835352,0.64218564930039
554,1.26200842086058,,1.97280776952183,,0.99818366765976,1.2617548905977,1.96427530633774,0.642351347861798
552,1.29068036135881,,2.01618966021763,,0.998678505420685,1.29042683109592,2.00857363437776,0.642459309934977
550,1.32034265982427,,2.0610509210247,,0.999059557914734,1.32008912956138,2.05415909053334,0.642642108707672
548,1.34781221232681,,2.10227161330384,,0.999196529388428,1.34755868206392,2.09562828924847,0.643033255934517
546,1.37490305389337,,2.14260498411435,,0.99907249212265,1.37464952363048,2.13566410551787,0.64366372974047
544,1.39846826223426,,2.17712764022641,,0.998806416988373,1.39821473197137,2.16957678131745,0.64446427709386
542,1.42123078808325,,2.21070171235788,,0.998482644557953,1.42097725782036,2.20239662106709,0.645195894430622
540,1.44134111057369,,2.23969305745688,,0.99831360578537,1.44108758031081,2.23096621915253,0.645947736877087
538,1.45887675198312,,2.26453592845136,,0.998360693454742,1.45862322172023,2.25587359352235,0.646589075694935
536,1.48179134997505,,2.29750041806573,,0.998661279678345,1.48153781971216,2.28947315084261,0.647108623731578
534,1.50190450297085,,2.32604695115479,,0.999168038368225,1.50165097270797,2.3191577000052,0.647498431307452
532,1.51966344760204,,2.35102121863313,,0.999805629253387,1.51940991733915,2.3456070182515,0.647768319891784
530,1.53922234797555,,2.37792418483422,,1.0004802942276,1.53896881771266,2.37410571234174,0.648230956908262
528,1.55853043047896,,2.40490162613267,,1.00102841854095,1.55827690021608,2.40241157809516,0.648630282348045
526,1.5790897123182,,2.43322024174218,,1.0014044046402,1.57883618205531,2.43167230986914,0.649279993709463
524,1.60484091613376,,2.46939367909763,,1.00163662433624,1.60458738587087,2.46846883982706,0.650033478236366
522,1.62836715505342,,2.50185794898744,,1.00181710720062,1.62811362479054,2.50143688915082,0.650871357919107
520,1.66220887549925,,2.550199245181,,1.0020604133606,1.66195534523637,2.55048529948805,0.651623181505874
518,1.69498673944299,,2.59646064636334,,1.00242054462433,1.6947332091801,2.59777529933247,0.652378675559653
516,1.73860009986442,,2.65870097814589,,1.00289297103882,1.73834656960153,2.66141998480386,0.653165069597103
514,1.78032256979048,,2.71827151013442,,1.00349617004395,1.78006903952759,2.72279952050887,0.653764269502629
512,1.83508069029922,,2.79686254985945,,1.00418245792389,1.83482716003633,2.80358137799385,0.654458320503352
510,1.8897996476001,,2.87505223460561,,1.00497353076935,1.88954611733721,2.8843685412657,0.655098712353885
508,1.96039812754261,,2.97714471466642,,1.00580215454102,1.96014459727972,2.98943160582196,0.655691400820916
506,2.04229820198342,,3.09508568099202,,1.00663805007935,2.04204467172053,3.11063990763985,0.656470929568283
504,2.12733414524715,,3.21696940853234,,1.00742840766907,2.12708061498426,3.23587134290884,0.657344000912025
502,2.21763784514266,,3.34576856573253,,1.00814700126648,2.21738431487978,3.36802795769918,0.658362799456853
500,2.3243035673727,,3.49817750067041,,1.00866842269897,2.32405003710981,3.52350000783773,0.65958564834402
498,2.47625208971476,,3.71962110330119,,1.00904226303101,2.47599855945187,3.74825186803536,0.660574221430232
496,2.67733125150894,,4.01221026228831,,1.00876116752625,2.67707772124606,4.04236027461533,0.662256092822109
494,2.87352219310782,,4.2945270458282,,1.00816118717194,2.87326866284493,4.32457682575194,0.664404583064687
492,2.97583740265992,,4.4347590154827,,1.00794267654419,2.97558387239703,4.46498529620007,0.666426354176218
490,3.01740632339226,,4.48352637368628,,1.00791668891907,3.01715279312937,4.51402361040484,0.668395439087829
488,3.08485568835712,,4.57254804081103,,1.00887954235077,3.08460215809423,4.60814795393354,0.669380017510331
486,3.24902015303318,,4.80362941195799,,1.00954282283783,3.24876662277029,4.84446408688452,0.670614244321827
484,3.46998399492369,,5.11402557770989,,1.01009511947632,3.4697304646608,5.16064402899738,0.672344468086653
482,3.58609593293629,,5.26695088227462,,1.01073944568634,3.58584240267341,5.3185035725884,0.674220173726094
480,3.58122054233077,,5.24060473980176,,1.01162850856781,3.58096701206789,5.29652930615346,0.676096893848496
478,3.63622978283362,,5.30608302323153,,1.0127238035202,3.63597625257074,5.36857529963017,0.677270234585554
476,3.83631911308879,,5.58283515835615,,1.01399922370911,3.83606558282591,5.65596291143701,0.678233864488209
474,4.23749684586077,,6.14994722884399,,1.01552999019623,4.23724331559788,6.24042065394546,0.678999630084057
472,4.76572833789068,,6.89522858572928,,1.01726651191711,4.7654748076278,7.009241327194,0.679884538878554
470,5.26181532321311,,7.59133521136574,,1.01911818981171,5.26156179295022,7.73141481280003,0.680543202033248
468,5.53946139143962,,7.96444679434751,,1.02110064029694,5.53920786117674,8.12743890588342,0.681544078684729
466,5.46963513439442,,7.82445697557095,,1.02326714992523,5.46938160413153,8.00143623169356,0.683549983497637
464,5.26543987153847,,7.50156254326742,,1.02553856372833,5.26518634127558,7.6880568568181,0.684852679855793
462,5.08406687421632,,7.22502381146226,,1.027627825737,5.08381334395343,7.41954033178127,0.685192493957765
460,4.95507371066925,,7.03159513791876,,1.02919805049896,4.95482018040637,7.23180104387467,0.685143320501481
458,4.77151740036755,,6.76929017070516,,1.03004312515259,4.77126387010466,6.96755364848415,0.684783226770373
456,4.58731996458013,,6.51621385335703,,1.03006207942963,4.58706643431724,6.70699754380441,0.683922486083889
454,4.42888767761554,,6.30859940106161,,1.02918720245361,4.42863414735265,6.48762685879656,0.682627753374545
452,4.28058935057139,,6.12022973628696,,1.02735614776611,4.2803358203085,6.28256181385782,0.681304211104952
450,4.05396114102773,,5.81517303584575,,1.02460694313049,4.05370761076485,5.95318646766614,0.680930730589738
448,3.69665020495548,,5.32192489328542,,1.02102768421173,3.69639667469259,5.42877019563472,0.680890246130674
446,3.38800187855206,,4.89837262447004,,1.01675081253052,3.38774834828917,4.97538309786295,0.680902009283324
444,3.20290568788541,,4.64506571630251,,1.0121191740036,3.20265215762253,4.69634179239636,0.68194614003772
442,3.1474441158414,,4.56933284306997,,1.00782012939453,3.14719058557851,4.60006864906801,0.684161656199663
440,3.11362011695312,,4.51987412744729,,1.0045450925827,3.11336658669023,4.53543664400629,0.686453550355429
438,3.07949664296838,,4.46321458177525,,1.00285410881042,3.07924311270549,4.47098073624971,0.688717597850439
436,3.04672364505246,,4.40569570993477,,1.00277864933014,3.04647011478957,4.41296562192455,0.69034530875429
434,3.02187288831582,,4.35570894255638,,1.00421047210693,3.02161935805293,4.36906946286589,0.69159334355625
432,3.02195739759282,,4.33992766820538,,1.00665414333344,3.02170386732994,4.36381498207042,0.692445458788971
430,3.03474625252219,,4.34159639378465,,1.00962591171265,3.0344927222593,4.37838229586201,0.693062532508226
428,3.04155217290515,,4.33849153539862,,1.01240730285645,3.04129864264226,4.38730080163939,0.693204952235285
426,3.03250478524599,,4.31878725080938,,1.01423370838165,3.0322512549831,4.37523084124719,0.693049433277157
424,3.02133651136483,,4.30632168689435,,1.01462960243225,3.02108298110195,4.36429073034673,0.692227710701099
422,2.99848820823348,,4.28544477047386,,1.01337480545044,2.99823467797059,4.33773725130261,0.691197853689784
420,3.39564610459573,,4.87025818366441,,1.01114857196808,3.39539257433284,4.91954113638147,0.690184811998604
418,3.19782352237838,,4.61235870959727,,1.0079870223999,3.19756999211549,4.6441999263578,0.688508256065362
416,2.99833209251144,,4.35371140838468,,1.00422537326813,2.99807856224856,4.36712831960491,0.686510297576919
414,2.85685129473693,,4.17423196574247,,1,2.85659776447404,4.16927377138247,0.685154758625225
412,2.72465684946437,,4.00528091661287,,0.995681941509247,2.72440331920148,3.9830490947563,0.683999432190823
410,2.61298872246917,,3.86127806074297,,0.991583049297333,2.61273519220628,3.82386141217391,0.683271413521472
408,2.52368381559945,,3.74559313688882,,0.988153755664825,2.52343028533656,3.69632246703093,0.682686726562443
406,2.46103764885759,,3.66393580078932,,0.985654711723328,2.4607841185947,3.60648851786721,0.682321351198962
404,2.43147992192491,,3.62698938980414,,0.98426741361618,2.43122639166202,3.56504727677693,0.681961893604966
402,2.43543891849112,,3.63574019543324,,0.984128773212433,2.43518538822824,3.57315703651799,0.6815220723132
400,2.47507661364524,,3.69268005116275,,0.985299050807953,2.47482308338235,3.63350884515149,0.681111066148833
398,2.52160329802964,,3.75609754358512,,0.987817049026489,2.52134976776675,3.70543940243871,0.68044555420535
396,2.55827818801981,,3.80101945502672,,0.991658091545105,2.55802465775692,3.76439486514107,0.679531438490862
394,2.56743539013166,,3.80269545599659,,0.996615350246429,2.56718185986877,3.78488325114987,0.678272403538167
392,2.57060761912289,,3.79315937205031,,1.0025714635849,2.57035408886,3.79794239907103,0.676775427001923
390,2.57891058539831,,3.79049699413127,,1.0093150138855,2.57865705513542,3.82080114625523,0.674899571170502
388,2.59884891539676,,3.80443249212246,,1.01699423789978,2.59859538513387,3.86404346787274,0.672506768295874
386,2.62687004565589,,3.82925694270686,,1.02549052238464,2.626616515393,3.92178212119716,0.669750749588098
384,2.65640670325271,,3.85752476485953,,1.03449034690857,2.65615317298982,3.98544292800442,0.666463733384787
382,2.69251718894826,,3.8963638516184,,1.04369103908539,2.69226365868538,4.06142521392678,0.662886429486256
380,2.71613637830701,,3.91834286764386,,1.0526317358017,2.71588284804412,4.11935290149855,0.659298417248042
378,2.72325966929417,,3.91818538473433,,1.06117713451386,2.72300613903129,4.15262721658314,0.655730937792154
376,2.72430584848921,,3.91017891503976,,1.06922745704651,2.72405231822632,4.17556922037776,0.652378675686253
374,2.72333048228217,,3.90050445218779,,1.07646524906158,2.72307695201928,4.19342017266352,0.649368973271685
372,2.72277910288984,,3.89214513825635,,1.08239138126373,2.72252557262696,4.20745764543432,0.647071415105337
370,2.73696869023549,,3.90617227443077,,1.08660447597504,2.7367151599726,4.23907668114174,0.645592275352637
368,2.75247727171649,,3.92301547504706,,1.08728444576263,2.7522237414536,4.26004273889809,0.64605542952029
366,2.7655763927579,,3.93661718397709,,1.08414971828461,2.76532286249501,4.26250698598451,0.648755033502028
364,2.79013911238631,,3.96742502076805,,1.07767069339752,2.78988558212342,4.27023437237984,0.653333128544088
362,2.81918736666477,,4.00499733507104,,1.06871128082275,2.81893383640188,4.27488695341045,0.659417165207837
360,2.86159694901484,,4.06130218103746,,1.05907070636749,2.86134341875195,4.29595509124004,0.666055244522126
358,2.90320009826267,,4.11686358218264,,1.04836678504944,2.90294656799978,4.31078503185909,0.673414829676125
356,2.93918366745482,,4.16514457564206,,1.03684234619141,2.93893013719193,4.31345740816203,0.681339783634078
354,2.98112286406458,,4.221686323463,,1.02479386329651,2.9808693338017,4.32127710989453,0.689812122202561
352,3.01369998795785,,4.26574135258385,,1.01273274421692,3.01344645769496,4.31503462034127,0.698359740496504
350,3.04084261480252,,4.30280512196699,,1.00126516819,3.04058908453963,4.30328442682531,0.706574045067893
348,3.068446044868,,4.34056341039034,,0.990810453891754,3.06819251460511,4.29576297199048,0.714236920102563
346,3.08144652089027,,4.35893017057086,,0.981342911720276,3.08119299062738,4.27273953668325,0.721128204556832
344,3.09501138900013,,4.37823347859919,,0.972720801830292,3.09475785873724,4.25397584110975,0.727497751357682
342,3.10892540261641,,4.39939675976463,,0.964752793312073,3.10867187235352,4.23954688101242,0.733255689723889
340,3.10679927957803,,4.39901391064506,,0.957048177719116,3.10654574931514,4.20532301606689,0.738717510509002
338,3.11073453346856,,4.40821895211219,,0.950148642063141,3.11048100320567,4.18375222962817,0.743466828933633
336,3.09140450424892,,4.38693406450193,,0.944044172763824,3.09115097398603,4.13677878539918,0.747236227592419
334,3.07078421624538,,4.36688982630077,,0.938558220863342,3.07053068598249,4.09392679200187,0.750020907061957
332,3.03003079843947,,4.32216984356931,,0.933434963226318,3.02977726817658,4.02983629701993,0.751836314149314
330,2.97482376741007,,4.26144098639009,,0.928119659423828,2.97457023714718,3.95052535928236,0.752955611374061
328,2.89558000551968,,4.17084842083411,,0.923022568225861,2.89532647525679,3.84521069578715,0.752969526072768
326,2.81506613865389,,4.08148448076151,,0.918195605278015,2.81481260839101,3.74304852097418,0.752010718701134
324,2.7225665662696,,3.97646045774366,,0.913534343242645,2.72231303600671,3.62810371186688,0.750340467694601
322,2.6386683488314,,3.88325597813562,,0.908978700637817,2.63841481856851,3.52529008018289,0.748424883784778
320,2.55395199174804,,3.78560763868205,,0.904343068599701,2.55369846148515,3.41900411977796,0.746912952433351
318,2.48343407210794,,3.7077676853798,,0.899914681911469,2.48318054184505,3.33221262528986,0.745204709627149
316,2.42830929205477,,3.65154203863181,,0.895963847637177,2.42805576179188,3.26720729184535,0.743159385035681
314,2.38698773460269,,3.61504305196125,,0.892610192298889,2.3867342043398,3.22239853895877,0.740670086422959
312,2.33755334759319,,3.56421943155886,,0.88999992609024,2.3372998173303,3.16774223804285,0.737844067380424
310,2.28269098208975,,3.50669517641763,,0.888025283813477,2.28243745182687,3.10963097733187,0.733989810516116
308,2.21753616057276,,3.43360967866279,,0.887133359909058,2.21728263030987,3.04167111122671,0.728968566695442
306,2.15746064811749,,3.36946334102848,,0.887335538864136,2.15720711785461,2.98544498733024,0.722574734088037
304,2.09217278216743,,3.29772956445964,,0.888603985309601,2.09191925190455,2.9259697621839,0.714949032946659
302,2.01694547533912,,3.21249274839398,,0.891015827655792,2.01669194507623,2.85796405539714,0.705639366341153
300,1.93712170856824,,3.11863853734322,,0.894482612609863,1.93686817830535,2.78513292802361,0.695431143992036
298,1.85286277335804,,3.01743300796246,,0.900495111942291,1.85260924309516,2.71271884449829,0.68293448355419
296,1.7573554006928,,2.89744690004347,,0.909423410892487,1.75710187042991,2.63049694469066,0.667973355367855
294,1.6634195612244,,2.78029199328503,,0.92107892036438,1.66316603096151,2.55630145916465,0.650614200840382
292,1.56606057723842,,2.65452341468602,,0.934718489646912,1.56580704697554,2.47659760096413,0.632241203159519
290,1.45651414212928,,2.50819482640353,,0.948803901672363,1.45626061186639,2.37508068329209,0.613141533300616
288,1.34662765575195,,2.36142282991969,,0.962523102760315,1.34637412548907,2.26815165256387,0.593599693374626
286,1.22237739990078,,2.19431777687647,,0.97529125213623,1.22212386963789,2.13526324860895,0.572352786212221
284,1.10469713914054,,2.03936212564017,,0.986907541751862,1.10444360887765,2.00776858275004,0.55008511357663
282,0.993124930418876,,1.89395414282276,,0.996903836727142,0.992871400155988,1.88314730858456,0.527240431818511
280,0.890301778669092,,1.75834735625524,,1.00535523891449,0.890048248406204,1.76277897976727,0.504911993291247
278,0.79706061693229,,1.62942814290319,,1.00982344150543,0.796807086669403,1.64042783406004,0.485731264811152
276,0.715293885996807,,1.51137929388758,,1.01022160053253,0.715040355733919,1.52181913424074,0.469858960007535
274,0.64441097764967,,1.40770854234871,,1.00653350353241,0.644157447386782,1.41191522234239,0.456229550608653
272,0.591395410844908,,1.32920798724246,,0.99854451417923,0.591141880582021,1.32232236608577,0.447048235546278
