wavelength,BP26Feb2401s_1_0.1s,BPier13Aug24_1_0.1s,BQ121Feb241s_1_1s,BQ121May2401s_1_0.1s,BQ121May241s_1_1s,BQ122Feb2401s_1_0.1s,BQ18Aug24_1_0.1s,CCIW13Aug24_1_0.1s,CCIW26Feb2401_1_0.1s,CCIW26Feb241s_1_1s,Chi27Feb2401s_1_0.1s,EC88823Feb24_1_0.1s,EC93322Feb24_1_0.1s,EC95122Feb24_1_0.1s,EC95820Feb24_1_0.1s,EC95820May24_1_0.1s,EC96220May24_1_0.1s,GB122May2401s_1_0.1s,GB122May241s_1_1s,GB13Mar2401s_1_0.1s,GB15May2401s_1_0.1s,GB1Aug24_1_0.1s,GB1Aug241s_1_1s,GB22Feb2401s_1_0.1s,GB22Feb241s_1_1s,GB327Aug24_1_0.1s,GB327Aug241s_1_1s,Gra21Mar2401s_1_0.1s,GraeAug24_1_0.1s,GraMay2401s_1_0.1s,KB29May2401s_1_0.1s,KB2Mar2401s_1_0.1s,KW123Feb2401s_1_0.1s,KW123Feb241s_1_1s,KW23Feb2401s_1_0.1s,KW29May2401s_1_0.1s,KW6Aug24_1_0.1s,KW6Aug241s_1_1s,KWB23Feb2401s_1_0.1s,LSC27Feb2401s_1_0.1s,Mar15May2401s_1_0.1s,Mart13Aug24_1_0.1s,Mart29Feb2401_1_0.1s,MB14Mar2401s_1_0.1s,MB14May2401s_1_0.1s,NPier23Jun24_1_0.1s,NW28Feb2401s_1_0.1s,PIB12Aug24_1_0.1s,PosT10Jul24_1_0.1s,PosT19Sep24_1_0.1s,PosT20Sep24_1_0.1s,PosT25062024_1_0.1s,PosT26062024_1_0.1s,PosT27Jun24_1_0.1s,PreT10Jul24_1_0.1s,PreT19Sep24_1_0.1s,PreT20Sep24_1_0.1s,PreT25062024_1_0.1s,PreT26062024_1_0.1s,PreT27Jun24_1_0.1s,Que27Feb2401s_1_0.1s,Rac13Aug24_1_0.1s,Rac14May2401s_1_0.1s,Rac28Feb2401s_1_0.1s,S114May2401s_1_0.1s,S214May2401s_1_0.1s,SB15May2401s_1_0.1s,SB215May2401s_1_0.1s,SB23Jun24_1_0.1s,SBI27Feb2401s_1_0.1s,SCS15Aug24_1_0.1s,SCS25Aug24_1_0.1s,StC26Feb2401s_1_0.1s,TC15May2401s_1_0.1s,Tea0119Sep24_1_0.1s,Tea0120Sep24_1_0.1s,U162928Feb24_1_0.1s,WB14May24_1_0.1s,WB20Feb2401s_1_0.1s,WB8Aug24_1_0.1s,WF13Aug24_1_0.1s,WF16May2401s_1_0.1s,WF16May241s_1_1s,WF6Mar2401s_1_0.1s
200,0.792075841832267,0.361559995799995,1.00121859318641,0.68704168566211,0.685649364982461,0.984736533803615,0.578194036883245,2.57928793554664,790,3.28275857314563,0.551339895432107,0.388015437402325,0.516146545344195,0.328511588576861,0.618463333982784,0.995258886835975,0.393093522826002,0.636783889766086,0.634423672449836,0.61436658124011,1.11684351737458,0.442441785095118,0.498180275456216,0.819016404328564,0.805926081286549,0.641986506809421,0.652244525698292,0.45136980712938,0.336916881035064,0.50336869944223,0.402193862729066,0.419536431753607,0.470533387778628,0.468631915649762,0.439894271763139,0.434461170601578,0.399968154862504,0.403327288893105,0.0242790542035347,1.49752209906203,0.475197342120823,0.357801961112034,1.00370624016277,1.77989204342391,1.89573691867612,0.392512481330408,0.678637923280185,0.392033691150964,0.737939983267318,0.602283938979205,0.635902648792653,0.644725958263839,0.643299325710845,0.625840490052902,0.684612570616418,0.597861946772942,0.711952704147336,0.711349025812542,0.689488086559121,0.654612247939141,0.618978101637413,0.541260021246051,0.605556921473036,0.743108804950294,0.59975946766318,0.580873891931142,0.514833433865934,0.51805793015455,0.407385389600001,0.977752989824962,0.425521520465103,0.439634921624497,0.523828931733275,0.665199777550268,0.620544263074916,0.698447947531695,0.538163268782413,0.371109263454105,0.444877222362011,0.438802450976928,0.375914627765824,0.570615500549365,0.575972225910614,0.66297789806191
202,0.715324777857736,0.296489640630439,0.870234689919769,0.580796462866604,0.580647304278329,0.856333700839194,0.491756425722488,2.22575611818009,2.33283349954736,2.90700576552817,0.456886631291701,0.304075237134298,0.427192770829252,0.251546749643976,0.513407929001075,0.885093769467466,0.310489278787562,0.530409324222579,0.530574815292986,0.497694208999467,0.968269848281426,0.368805961370992,0.407883121833372,0.716039548255043,0.707341291410068,0.544322921564541,0.551973724856711,0.365758688696649,0.276083348005699,0.416527966675785,0.371281149443326,0.387385272135624,0.430988224231373,0.428959149220741,0.406060055517076,0.389842999434939,0.364043585517916,0.365249785979548,0.020278463937247,1.4286513995975,0.416141859332548,0.303861744525945,0.915436404693405,1.68679146910449,1.77933381738308,0.32885927060126,0.571097812981556,0.332313777039169,0.770408891566968,0.638238792913054,0.665093741737309,0.674174517683883,0.675275240031916,0.662468506763859,0.727162284728724,0.633915454301935,0.722410039469084,0.731192105051574,0.717493760926547,0.68549917567677,0.512407962843084,0.464141977668641,0.506564937674765,0.626551011746884,0.50051750763218,0.503151496684528,0.431043608653799,0.431534073368384,0.343900252180195,0.890059669379859,0.35043552658217,0.38565612872999,0.450660282337025,0.560593711543422,0.655179348669707,0.707008404205448,0.449397120419916,0.346113483505979,0.412983907516906,0.41062094596129,0.348257304879746,0.53282995351589,0.539719496720152,0.628104331235014
204,0.66421984127705,0.253272620316677,0.774046096296129,0.505057874146066,0.507430431308926,0.77091592657275,0.434899517343227,2.2683148916813,2.57618051316167,2.82604641140165,0.388456082523009,0.245756643267745,0.366709111578544,0.196722754972931,0.442360775948222,0.805846223118931,0.251598805163814,0.461051748217782,0.462139337527915,0.417895690725063,0.857250870624029,0.321079431827396,0.349607359297447,0.640488222197672,0.636162146373255,0.476294768448112,0.483829887434643,0.304925299515119,0.233977111108494,0.358644055143215,0.346291837948534,0.362394519523549,0.400451327550173,0.399637535840889,0.380253417431053,0.356935789065766,0.338960686859399,0.338517201017333,0.0184638512713081,1.40480458229621,0.372260232187428,0.266856201706903,0.84551342436768,1.5921583346148,1.69447766967391,0.28577318610492,0.496147501309064,0.291032655184644,0.800345257733661,0.661651005729938,0.681623865461882,0.700325094555193,0.700606288863576,0.690462908308773,0.761959842865897,0.65998239760395,0.731389382706903,0.756040751427649,0.744715721218466,0.717196709774428,0.441644675073795,0.410193114945891,0.439819253478692,0.551053579185686,0.434505462317435,0.447466307268165,0.371380705898085,0.371343029106359,0.297954145866266,0.825734089839168,0.299027722703197,0.347079513697551,0.39909625940017,0.490070890777042,0.677494411264406,0.708282038247016,0.386116316501272,0.325823838300594,0.385089863010204,0.386482634400476,0.325639675381287,0.504562088596739,0.510997613683939,0.600344161301998
206,0.62852210996558,0.221324084839625,0.706605304775065,0.453923237083272,0.455944899609112,0.707088200001499,0.395369605844447,2.14035066791316,2.65765523549897,2.80902621365113,0.341338665898618,0.203892721696783,0.322379377212534,0.158800638793544,0.39285994741599,0.739763646987403,0.211307369055391,0.414357131898671,0.415661040275554,0.362065817630841,0.780961859267831,0.28796685924647,0.310890575411927,0.591304676129374,0.587710720606371,0.427089767708725,0.434243018697948,0.262976246991846,0.203533279272771,0.316362752478725,0.324776982191743,0.341845440695011,0.377629990381402,0.374943987189993,0.359095945538025,0.332658931312823,0.317666173464952,0.317575694865361,0.0156169987071779,1.32724374233086,0.339579776196974,0.237519413251179,0.788273148525385,1.52430937205936,1.65671921490444,0.252819145817936,0.443368453919841,0.260066962772839,0.817119020251293,0.663480165209481,0.676938683109066,0.715263964201627,0.719226067942581,0.707046060165797,0.777390014467452,0.661652797361612,0.722333499522218,0.76818852001934,0.754915062473348,0.735014611456217,0.391963293655458,0.369751975740129,0.391997422177357,0.497772795011949,0.389359613577468,0.407725716198345,0.32905890085514,0.329907315525346,0.264485554517697,0.77549918673746,0.263843573829218,0.315654470813205,0.360936659858723,0.439472438462802,0.678468163615639,0.696291051747063,0.34212084750315,0.305734026436161,0.361354458811159,0.363344747781715,0.304852024033851,0.478923088546744,0.484786081805345,0.574524103621017
208,0.594566200912944,0.196220434330388,0.65764741284974,0.416309325457425,0.417104735273126,0.655505548302523,0.364532746403973,1.91972330091373,2.39952970968741,2.5768584991398,0.305471065368167,0.173155720510667,0.288174399416406,0.132969796816146,0.356820910106781,0.684101784506591,0.182422861709961,0.381107674495219,0.381066920928841,0.321875084791242,0.717780091662728,0.26221929592309,0.283203708024576,0.553542391919055,0.549453227174502,0.390993263126321,0.397304392856075,0.232271673631812,0.177689295111349,0.282149525622623,0.304712078469981,0.322086149839391,0.35545447731263,0.352681535105614,0.339267603820195,0.311734615442364,0.300849575259059,0.299572687454016,0.0138873455476506,1.26803437708186,0.312226361658751,0.212079493370417,0.74303015764663,1.44444439269518,1.54918018770836,0.224772872595572,0.403629976450365,0.234350024036338,0.806583914707837,0.642471840536206,0.65276811803696,0.716799815196384,0.717706692000032,0.706660734740646,0.771997187088975,0.6433956287497,0.694201373442563,0.764514806374532,0.753018698430616,0.732007887132261,0.35316264682302,0.336162412076411,0.354562654424382,0.455051261109661,0.353923734476294,0.374986536867154,0.296646748434362,0.296600038293784,0.237853458083367,0.724441389853125,0.238922959564624,0.287990457172343,0.331115444463927,0.40006966984436,0.655081746568189,0.668023049921241,0.307747856472599,0.284092299515156,0.338416886102154,0.338405372662832,0.280958481426306,0.456218080896429,0.460226502385025,0.550297421080974
210,0.554964793937273,0.175282990229395,0.61131510471327,0.386442075208512,0.385075324080593,0.60857627170162,0.339854081072845,1.78063944528493,2.25990882908026,2.42285943492167,0.275042330697465,0.150200470740272,0.260046946588137,0.114245326793167,0.32567120130153,0.629500323309822,0.160474844423402,0.354440658869046,0.353401716947176,0.291417942124055,0.661158117814098,0.243755380134327,0.261096558550286,0.521605376049039,0.519062147169482,0.363811195786062,0.367905141704555,0.208032108187263,0.159258305615272,0.2557685812325,0.282770758271337,0.301099060964151,0.332549039722168,0.329770636414103,0.316657740268161,0.291357801035129,0.285052343548005,0.283520510707256,0.0125957945955588,1.18995144985438,0.286496459854536,0.191317825588211,0.701765347032624,1.35163154835582,1.45165309912386,0.201438360630161,0.367405053956499,0.211911233428854,0.771688557941151,0.60203139940689,0.611014506405432,0.696611796055274,0.693315425114965,0.681102646001607,0.744367901599591,0.604165717586864,0.649418409095425,0.738753457118487,0.727689785366478,0.70590917869498,0.320521356500844,0.304001135210733,0.321309069301681,0.415079373595432,0.322200398119786,0.343394705549952,0.268613879122541,0.268126174415767,0.212932772928597,0.67111558712119,0.218668788883493,0.263326808893667,0.303357485135876,0.364733560043694,0.615047898888791,0.623234288955176,0.279514789240069,0.261461843265577,0.314998555781653,0.312486276405043,0.259185572656519,0.431137691733902,0.432951432495033,0.523965270033942
212,0.512105552419629,0.154889239824469,0.568194237384493,0.363642548434041,0.362301161519978,0.56670912822135,0.317660458353959,1.61486591977143,2.2230744843103,2.25755152667723,0.249092205287,0.132697868744893,0.235922980563244,0.100653580788046,0.296472724033881,0.575114170836047,0.144473668098256,0.333927065028555,0.333523981812292,0.26776336706146,0.609917753572794,0.227344487311602,0.243805114596919,0.493574298411381,0.489459821970243,0.340714761220439,0.344152553448076,0.187502561879391,0.14033517606356,0.231579671156673,0.259095098513414,0.277327420735249,0.307829859523078,0.305114046691101,0.292658282898354,0.272924089324769,0.270519427178487,0.269038380415816,0.0110347732088928,1.08703644380248,0.262397008748037,0.170051887175796,0.664573967120119,1.23283872222153,1.32280044662414,0.177802297353327,0.335554600491648,0.189833430290672,0.715298281378811,0.547850182297772,0.556646206072245,0.657697342364376,0.65086378350509,0.638608148458714,0.695401595581371,0.551109506486457,0.590739434608308,0.697310971850604,0.68465302016113,0.663028974040887,0.291657808472056,0.272581474371998,0.291420071069387,0.377956627018182,0.294774580455843,0.315727768574552,0.243137046113264,0.242838263903025,0.188581971432512,0.616299696539525,0.201873733556322,0.236757365329902,0.277002840111191,0.333472394824908,0.561557217192433,0.567952907874968,0.254177717977935,0.235720486183291,0.290614133075375,0.283067702205022,0.231991090845672,0.405493415502018,0.408116994954158,0.49721438925957
214,0.460439369224178,0.135601646258854,0.524234850244211,0.340133577388363,0.339192229295651,0.523467211784712,0.299073710839663,1.3939205214495,2.03282100212352,2.05228063211969,0.222295327681873,0.118073853654014,0.212283105814462,0.0894065417060973,0.267502239421644,0.515248262526987,0.128524858583698,0.314372738924067,0.314191320592069,0.246019385083043,0.556203219395247,0.213286069445671,0.229710384559142,0.464852743493937,0.462027042624422,0.31917938497027,0.323033933905357,0.168212635893433,0.124099164512485,0.206495374254205,0.232703633387372,0.250668553228788,0.28062452294918,0.278464075365433,0.265612372726183,0.252012348852259,0.256250501195736,0.254940303470494,0.010129241115845,0.969026495236654,0.235599768006411,0.149185455067193,0.626513405621464,1.0934257797984,1.1644130586984,0.154611481647775,0.302038444721323,0.169793685755883,0.649063468324703,0.491679795843484,0.500073480774531,0.604278444420021,0.595620750444997,0.58479812760197,0.6352464499778,0.495826650342155,0.529923661167305,0.640722154128442,0.62750268300201,0.60685222108208,0.262542813844499,0.241328486460989,0.259207739070533,0.338541486437632,0.263871148392177,0.284265695217913,0.215991392047741,0.215991589428202,0.164419788203526,0.55304229207222,0.186888858707953,0.20968256068012,0.248920499981486,0.299498487137142,0.505121175627961,0.509716351761063,0.226959095957073,0.209439056833358,0.261966339403606,0.253726787138325,0.203577166260122,0.375892462429021,0.378276048208267,0.466325673114428
216,0.404445823966279,0.116590498748792,0.477843800163493,0.318546531341454,0.317691466799542,0.477922630719172,0.28124672305832,1.15204829258201,1.7652625879333,1.76535439301141,0.19605708087258,0.106151839617781,0.188664638335556,0.0804494730347092,0.238682033735896,0.449639359220434,0.115182204590661,0.29732059792133,0.29616051001343,0.227437669315859,0.502039482556712,0.200770942688854,0.216414021582512,0.434960816355928,0.433472961444841,0.301280010509569,0.30390340796834,0.149320468971291,0.108266475758701,0.182930692435388,0.204386002031921,0.221894654589719,0.25016575562589,0.248201562238032,0.236227191704591,0.231813023537396,0.243300241424907,0.240998857677547,0.00919814549236507,0.843996743531931,0.208377835420564,0.128593048563639,0.5860899246103,0.951525954890654,1.00521185789811,0.1314033320298,0.266844543722661,0.149093811841416,0.580552217167434,0.435553586398077,0.446170589843009,0.54429622963312,0.536334835682531,0.525336719822236,0.570480323867392,0.440255275117791,0.471697264839011,0.578547536448765,0.564366801256068,0.546720341595316,0.233796553714741,0.209967263922281,0.226961490435921,0.296117577736257,0.233944119892941,0.252936334764304,0.189275076405566,0.189063856824517,0.141525496968351,0.48423633008908,0.173871887790709,0.182098971345608,0.219138509954038,0.265878442922201,0.449063960687772,0.4546574083802,0.199418079985116,0.180769004148875,0.232093474195511,0.223259937728677,0.174429069302498,0.345223896408116,0.347091207262115,0.433721874491599
218,0.345570854099506,0.0978864723841698,0.432182835112361,0.298456236927434,0.297261604381731,0.43255012707008,0.264390884696029,0.928473779000415,1.46473111663489,1.46922572763578,0.170147933338307,0.0950028952582996,0.165085756399465,0.072536010877171,0.209456448577095,0.385610238523765,0.102171948691562,0.281101398814017,0.279548097251155,0.21045310647141,0.449596303363457,0.188893078898401,0.205236263652811,0.406718409857701,0.405241316626193,0.284849886756457,0.286470350266054,0.131909398700387,0.0933062093291215,0.159976735501828,0.175541031677127,0.192222727583986,0.218416456717117,0.2163437861575,0.205679674725201,0.210982334465134,0.231037891610507,0.228527809318832,0.00795230626314345,0.721572942974546,0.180936499715409,0.109310451212478,0.546832127973561,0.814487635764158,0.848691475349356,0.108363397524051,0.231909981008769,0.129362873498217,0.51769467389701,0.385396689281675,0.396776678051344,0.486876796786843,0.479435993238321,0.468525872844326,0.508707105368851,0.389906176941179,0.418350375691314,0.516896544703993,0.504024827937797,0.488042138317925,0.205677822911003,0.180442579118399,0.194946042823568,0.253653533525517,0.203523714371542,0.221145742338587,0.16249710072452,0.161942647740408,0.119446082807825,0.413957117625593,0.162041118288013,0.155501304478291,0.189386278801193,0.232430433103349,0.398106170809938,0.404897872689985,0.172107692641605,0.152512684933855,0.20039063875943,0.193165399528811,0.145767589426986,0.313326113968995,0.314922022789157,0.400227460284855
