"","sample","a254","a300","E2_E3","E4_E6","S275_295","S350_400","S300_700","SR"
"1","BQ121May2401s",34.7801022984064,16.6227336776036,7.45702012708721,-5.93890785954862,0.0189137561970279,0.019094959352809,0.0214342941395663,0.990510419402674
"2","EC95820May24",11.7950684408552,5.49501695707369,7.09296520751009,8.63994299551324,0.0186200259697434,0.0166626742428368,0.0182856330201856,1.11746924283465
"3","EC96220May24",6.79313289090054,2.83682298407905,5.42840350333888,1.17941737469066,0.0219814740929216,0.00824834729130366,0.0102337053115655,2.66495496814216
"4","GB122May2401s",34.7675764334487,18.0385573664634,5.67221177692918,2.57226829119735,0.0166678967314463,0.0157169918230373,0.0157680295413634,1.06050171172165
"5","GB15May2401s",33.2765872798834,15.6056881685342,7.12907986518582,3.96785436310761,0.0190789099674819,0.0156934185409808,0.018031703805895,1.2157268295407
"6","GraMay2401s",7.69799196802078,3.33354619638208,8.6108769632942,-5.37263198242395,0.0204425635100331,0.0172896249458444,0.0255775957371086,1.18236014801157
"7","KB29May2401s",5.85353629884881,2.574801810975,7.94362020786233,-2.21399226038853,0.0200431941504727,0.0197690676663762,0.0942257249356178,1.01386643461
"8","KW29May2401s",19.2749424145097,9.8897923280392,5.99142349075305,9.42140640175304,0.0165292619989384,0.0169157724367903,0.0169002298066813,0.977150884519392
"9","Mar15May2401s",7.75075535545543,3.39373185425853,8.2745612789123,-0.215506624362266,0.0204859235215042,0.0200433772073783,0.103228060796415,1.02207942850884
"10","MB14May2401s",24.1383156049135,12.0234106138357,6.85300881254496,19.9115179833915,0.0172573458741831,0.017651127877678,0.0183231126643043,0.977690830511014
"11","Rac14May2401s",5.94096324355539,2.22599654499831,11.0670665972417,0.0305851290296661,0.0241997569798706,0.0220559702807497,0.10383771383998,1.09719756926731
"12","S114May2401s",9.25222307860288,3.89313980482954,9.6067748761816,-0.209592260607011,0.0215136245233261,0.0216957722029503,0.104330348403868,0.991604462015903
"13","S214May2401s",11.280088439428,5.20559107006815,7.54336436365855,-0.800076775453338,0.0190349785074017,0.0190799048435228,0.103696771215985,0.997645358481108
"14","SB15May2401s",4.59617210423685,1.5534128207527,13.3013021313807,0.0157830540188948,0.0275715537763902,0.0225527259928702,0.10280451957002,1.22253752318485
"15","SB215May2401s",4.87317131404474,1.84269798845596,7.59080099011793,1.97573707138213,0.0246227756437016,0.0116364898803174,0.0150198362588063,2.11599682524108
"16","TC15May2401s",11.3221751598963,5.29269104518484,7.52574621650275,-1.46724376141627,0.0191330203734318,0.0191553576485844,0.041898770529371,0.998833888901349
"17","WF16May2401s",27.3136611607449,15.0172418025784,5.22338313498862,28.8282764407403,0.0146199499021084,0.016641090031072,0.0162400600484286,0.878545207964756
