Wavelength,Abs,,,,,,,,
827.33,0.477438276,,,,,,,,
824.33,0.179867812,,,,,,,,
821.33,0.124000029,,,,,,,,
818.33,0.118231468,,,,,,,,
815.33,0.119729426,,,,,,,,
812.33,0.119826427,,,,,,,,
809.33,0.124923843,,,,,,,,
806.33,0.139708764,,,,,,,,
803.33,0.14964855,,,,,,,,
800.33,0.14654501,,,,,,,,
797.33,0.159917374,,,,,,,,
794.33,0.170543821,,,,,,,,
791.33,0.156818038,,,,,,,,
788.33,0.154998248,,,,,,,,
785.33,0.161449411,,,,,,,,
782.33,0.171263401,,,,,,,,
779.33,0.189698699,,,,,,,,
776.33,0.216861645,,,,,,,,
773.33,0.285064124,,,,,,,,
770.33,0.427921819,,,,,,,,
767.33,0.421846027,,,,,,,,
764.33,0.337209328,,,,,,,,
761.33,0.336969705,,,,,,,,
758.33,0.369784248,,,,,,,,
755.33,0.407706534,,,,,,,,
752.33,0.445730343,,,,,,,,
749.33,0.508653018,,,,,,,,
746.33,0.589450296,,,,,,,,
743.33,0.667388249,,,,,,,,
740.33,0.805303884,,,,,,,,
737.33,0.956949028,,,,,,,,
734.33,1.011594673,,,,,,,,
731.33,1.01476761,,,,,,,,
728.33,1.022338829,,,,,,,,
725.33,1.047325994,,,,,,,,
722.33,1.052610876,,,,,,,,
719.33,0.981902378,,,,,,,,
716.33,0.813229086,,,,,,,,
713.33,0.612788441,,,,,,,,
710.33,0.460697309,,,,,,,,
707.33,0.366054337,,,,,,,,
704.33,0.305674851,,,,,,,,
701.33,0.283871899,,,,,,,,
698.33,0.294588177,,,,,,,,
695.33,0.333625655,,,,,,,,
692.33,0.368875808,,,,,,,,
689.33,0.391225575,,,,,,,,
686.33,0.399172812,,,,,,,,
683.33,0.392285671,,,,,,,,
680.33,0.395796705,,,,,,,,
677.33,0.408955547,,,,,,,,
674.33,0.420046913,,,,,,,,
671.33,0.429365664,,,,,,,,
668.33,0.435697628,,,,,,,,
665.33,0.441583738,,,,,,,,
662.33,0.44985775,,,,,,,,
659.33,0.463647191,,,,,,,,
656.33,0.484124522,,,,,,,,
653.33,0.51171348,,,,,,,,
650.33,0.524419816,,,,,,,,
647.33,0.526977813,,,,,,,,
644.33,0.535822522,,,,,,,,
641.33,0.553695184,,,,,,,,
638.33,0.576292157,,,,,,,,
635.33,0.598691457,,,,,,,,
632.33,0.619559285,,,,,,,,
629.33,0.642771136,,,,,,,,
626.33,0.668105231,,,,,,,,
623.33,0.688565957,,,,,,,,
620.33,0.703541477,,,,,,,,
617.33,0.716528708,,,,,,,,
614.33,0.729042055,,,,,,,,
611.33,0.743135118,,,,,,,,
608.33,0.760992456,,,,,,,,
605.33,0.782720555,,,,,,,,
602.33,0.807082588,,,,,,,,
599.33,0.836058204,,,,,,,,
596.33,0.867651382,,,,,,,,
593.33,0.89949083,,,,,,,,
590.33,0.925770881,,,,,,,,
587.33,0.950832477,,,,,,,,
584.33,0.973180504,,,,,,,,
581.33,0.994335832,,,,,,,,
578.33,1.019224734,,,,,,,,
575.33,1.045353051,,,,,,,,
572.33,1.073256096,,,,,,,,
569.33,1.103897338,,,,,,,,
566.33,1.134699166,,,,,,,,
563.33,1.171730522,,,,,,,,
560.33,1.215148392,,,,,,,,
557.33,1.26170651,,,,,,,,
554.33,1.308066259,,,,,,,,
551.33,1.355776135,,,,,,,,
548.33,1.403359546,,,,,,,,
545.33,1.447222655,,,,,,,,
542.33,1.48497364,,,,,,,,
539.33,1.519998949,,,,,,,,
536.33,1.556183617,,,,,,,,
533.33,1.590780579,,,,,,,,
530.33,1.622949774,,,,,,,,
527.33,1.656033406,,,,,,,,
524.33,1.689213689,,,,,,,,
521.33,1.731219029,,,,,,,,
518.33,1.777071664,,,,,,,,
515.33,1.836760777,,,,,,,,
512.33,1.902693879,,,,,,,,
509.33,1.99452636,,,,,,,,
506.33,2.113178221,,,,,,,,
503.33,2.249757737,,,,,,,,
500.33,2.414823992,,,,,,,,
497.33,2.695723471,,,,,,,,
494.33,3.008364605,,,,,,,,
491.33,3.127180314,,,,,,,,
488.33,3.256474303,,,,,,,,
485.33,3.585459139,,,,,,,,
482.33,3.807208294,,,,,,,,
479.33,3.815111273,,,,,,,,
476.33,4.13107042,,,,,,,,
473.33,4.838401406,,,,,,,,
470.33,5.584701203,,,,,,,,
467.33,5.761798517,,,,,,,,
464.33,5.438831952,,,,,,,,
461.33,5.184843867,,,,,,,,
458.33,4.918391427,,,,,,,,
455.33,4.658455424,,,,,,,,
452.33,4.425964715,,,,,,,,
449.33,3.996160553,,,,,,,,
446.33,3.515591543,,,,,,,,
443.33,3.314806885,,,,,,,,
440.33,3.258814156,,,,,,,,
437.33,3.216713362,,,,,,,,
434.33,3.192287936,,,,,,,,
431.33,3.213496547,,,,,,,,
428.33,3.219837194,,,,,,,,
425.33,3.168536018,,,,,,,,
422.33,3.097492188,,,,,,,,
419.33,3.427775981,,,,,,,,
416.33,3.127637807,,,,,,,,
413.33,2.902875259,,,,,,,,
410.33,2.729402435,,,,,,,,
407.33,2.603916929,,,,,,,,
404.33,2.548325087,,,,,,,,
401.33,2.585397801,,,,,,,,
398.33,2.656961935,,,,,,,,
395.33,2.687811149,,,,,,,,
392.33,2.696355054,,,,,,,,
389.33,2.720197317,,,,,,,,
386.33,2.761055413,,,,,,,,
383.33,2.812947121,,,,,,,,
380.33,2.846992274,,,,,,,,
377.33,2.846862861,,,,,,,,
374.33,2.849299811,,,,,,,,
371.33,2.860442642,,,,,,,,
368.33,2.878139473,,,,,,,,
365.33,2.908520057,,,,,,,,
362.33,2.958546255,,,,,,,,
359.33,3.016685264,,,,,,,,
356.33,3.070206242,,,,,,,,
