Wavelength,Abs,,,,,,,,
827.33,0.474475507,,,,,,,,
824.33,0.178786018,,,,,,,,
821.33,0.123689777,,,,,,,,
818.33,0.118251565,,,,,,,,
815.33,0.119660779,,,,,,,,
812.33,0.119669817,,,,,,,,
809.33,0.124828612,,,,,,,,
806.33,0.139762011,,,,,,,,
803.33,0.149410477,,,,,,,,
800.33,0.146525145,,,,,,,,
797.33,0.160081638,,,,,,,,
794.33,0.17056934,,,,,,,,
791.33,0.156849615,,,,,,,,
788.33,0.155125821,,,,,,,,
785.33,0.161348922,,,,,,,,
782.33,0.171118106,,,,,,,,
779.33,0.1898541,,,,,,,,
776.33,0.216849687,,,,,,,,
773.33,0.285365368,,,,,,,,
770.33,0.428520799,,,,,,,,
767.33,0.420018849,,,,,,,,
764.33,0.336456026,,,,,,,,
761.33,0.33703614,,,,,,,,
758.33,0.369556176,,,,,,,,
755.33,0.40864003,,,,,,,,
752.33,0.445470513,,,,,,,,
749.33,0.50807434,,,,,,,,
746.33,0.589672697,,,,,,,,
743.33,0.667389251,,,,,,,,
740.33,0.805253263,,,,,,,,
737.33,0.957432461,,,,,,,,
734.33,1.011841611,,,,,,,,
731.33,1.013475137,,,,,,,,
728.33,1.019785842,,,,,,,,
725.33,1.046814117,,,,,,,,
722.33,1.052103283,,,,,,,,
719.33,0.979450153,,,,,,,,
716.33,0.81058286,,,,,,,,
713.33,0.610125256,,,,,,,,
710.33,0.458937735,,,,,,,,
707.33,0.364057469,,,,,,,,
704.33,0.305044177,,,,,,,,
701.33,0.283108806,,,,,,,,
698.33,0.293875318,,,,,,,,
695.33,0.333445521,,,,,,,,
692.33,0.368167673,,,,,,,,
689.33,0.390447235,,,,,,,,
686.33,0.398567403,,,,,,,,
683.33,0.391737999,,,,,,,,
680.33,0.395462521,,,,,,,,
677.33,0.408434415,,,,,,,,
674.33,0.41941455,,,,,,,,
671.33,0.428540431,,,,,,,,
668.33,0.435725987,,,,,,,,
665.33,0.441060412,,,,,,,,
662.33,0.449207579,,,,,,,,
659.33,0.463333352,,,,,,,,
656.33,0.484331657,,,,,,,,
653.33,0.510984678,,,,,,,,
650.33,0.524283828,,,,,,,,
647.33,0.526521443,,,,,,,,
644.33,0.5351091,,,,,,,,
641.33,0.553606156,,,,,,,,
638.33,0.576294508,,,,,,,,
635.33,0.598818049,,,,,,,,
632.33,0.620147257,,,,,,,,
629.33,0.642630497,,,,,,,,
626.33,0.66723664,,,,,,,,
623.33,0.688821635,,,,,,,,
620.33,0.703612523,,,,,,,,
617.33,0.716166739,,,,,,,,
614.33,0.72891952,,,,,,,,
611.33,0.741993385,,,,,,,,
608.33,0.760164527,,,,,,,,
605.33,0.782322155,,,,,,,,
602.33,0.806560677,,,,,,,,
599.33,0.836071864,,,,,,,,
596.33,0.867318444,,,,,,,,
593.33,0.898522082,,,,,,,,
590.33,0.926203217,,,,,,,,
587.33,0.950892623,,,,,,,,
584.33,0.9725191,,,,,,,,
581.33,0.995036112,,,,,,,,
578.33,1.019089566,,,,,,,,
575.33,1.045504113,,,,,,,,
572.33,1.074654859,,,,,,,,
569.33,1.104907008,,,,,,,,
566.33,1.135693755,,,,,,,,
563.33,1.173980259,,,,,,,,
560.33,1.215825579,,,,,,,,
557.33,1.262460879,,,,,,,,
554.33,1.309394634,,,,,,,,
551.33,1.357830724,,,,,,,,
548.33,1.403896058,,,,,,,,
545.33,1.44802513,,,,,,,,
542.33,1.487930603,,,,,,,,
539.33,1.523818439,,,,,,,,
536.33,1.557520459,,,,,,,,
533.33,1.59164571,,,,,,,,
530.33,1.623705145,,,,,,,,
527.33,1.657631416,,,,,,,,
524.33,1.691129048,,,,,,,,
521.33,1.733140048,,,,,,,,
518.33,1.779745608,,,,,,,,
515.33,1.83819528,,,,,,,,
512.33,1.905797127,,,,,,,,
509.33,1.998726106,,,,,,,,
506.33,2.116444936,,,,,,,,
503.33,2.252695011,,,,,,,,
500.33,2.417377822,,,,,,,,
497.33,2.697434586,,,,,,,,
494.33,3.011206935,,,,,,,,
491.33,3.132371609,,,,,,,,
488.33,3.260992285,,,,,,,,
485.33,3.590404096,,,,,,,,
482.33,3.81130331,,,,,,,,
479.33,3.817794139,,,,,,,,
476.33,4.13822355,,,,,,,,
473.33,4.853506248,,,,,,,,
470.33,5.594843222,,,,,,,,
467.33,5.772195471,,,,,,,,
464.33,5.447299747,,,,,,,,
461.33,5.202914162,,,,,,,,
458.33,4.93431288,,,,,,,,
455.33,4.686160448,,,,,,,,
452.33,4.44626139,,,,,,,,
449.33,4.006771721,,,,,,,,
446.33,3.525867471,,,,,,,,
443.33,3.330517467,,,,,,,,
440.33,3.278048526,,,,,,,,
437.33,3.23164909,,,,,,,,
434.33,3.206806441,,,,,,,,
431.33,3.229568879,,,,,,,,
428.33,3.241626172,,,,,,,,
425.33,3.192262541,,,,,,,,
422.33,3.122412931,,,,,,,,
419.33,3.453092533,,,,,,,,
416.33,3.148788207,,,,,,,,
413.33,2.93062774,,,,,,,,
410.33,2.758114384,,,,,,,,
407.33,2.629991627,,,,,,,,
404.33,2.579570222,,,,,,,,
