wavelength,BQ121Feb241s_1_1s,BQ122Feb2401s_1_0.1s,CCIW26Feb2401_1_0.1s,CCIW26Feb241s_1_1s,Chi27Feb2401s_1_0.1s,EC95820Feb24_1_0.1s,GB13Mar2401s_1_0.1s,GB22Feb2401s_1_0.1s,GB22Feb241s_1_1s,Gra21Mar2401s_1_0.1s,KB2Mar2401s_1_0.1s,KW23Feb2401s_1_0.1s,LSC27Feb2401s_1_0.1s,Mart29Feb2401_1_0.1s,NW28Feb2401s_1_0.1s,PosT26062024_1_0.1s,PreT26062024_1_0.1s,Que27Feb2401s_1_0.1s,StC26Feb2401s_1_0.1s,U162928Feb24_1_0.1s
268,0.120899835230278,0.121556268561807,0.0648143499480549,0.0645481174804794,0.0196031050514627,0.0354176451378992,0.0735275866348598,0.164009345290931,0.165168383493513,0.0233499296538648,0.0196385766816255,0.0254096816377144,0.085723588758575,0.227395889459651,0.0279194747416858,0.142561449750885,0.147152522054376,0.0441302542058188,0.0180607839154772,0.0167236705497648
270,0.117618177865924,0.118241149371719,0.0630309166847049,0.0628041361586003,0.0190294550304958,0.0343717223196061,0.0711481370363034,0.160045213115029,0.161318619743475,0.0224976222352802,0.0189466988348541,0.0246347141734474,0.084540241558078,0.221973502251539,0.0271035367135972,0.143472416625765,0.148222739390416,0.0438070231724632,0.0173792542186917,0.0161307261612826
272,0.114464276753813,0.114926666073396,0.0613855059440513,0.0610985050720327,0.018408423364246,0.0334421936236847,0.0689625361869771,0.156247695622388,0.157441238119894,0.0217316759352015,0.018387192751935,0.0238615331516908,0.0834540134229522,0.216984549085925,0.026259060811775,0.143173511042693,0.147890466422965,0.0433224601960664,0.0167367380922096,0.0155012647364118
274,0.110924667750873,0.111445546952458,0.0595246259502881,0.0593119653136277,0.0177420690700777,0.0323810927809209,0.0665698655434307,0.15223816927063,0.153345486547767,0.0208848015675545,0.0177108849694303,0.0229432847899068,0.0822258033161197,0.211617641941839,0.0253781529013983,0.141397322163332,0.146182898621802,0.0425081227539272,0.0160445939580408,0.0149263278643072
276,0.107120190758511,0.107500891862011,0.0575546523440981,0.0573674876517695,0.0169382558059222,0.031231871148515,0.0639496205075379,0.147878379814684,0.148982792489608,0.0199250132088118,0.016991362776949,0.0220918014507114,0.0808141879254098,0.206004932096124,0.0243789336991494,0.138206293159753,0.143078034440353,0.041463750589013,0.0151984362065926,0.0142187808483445
278,0.103549842259687,0.103987250888728,0.0558530851061832,0.0556193298090171,0.0163823862724678,0.0302122535124703,0.0616089713702098,0.143866952212221,0.144948972772097,0.0191261977575801,0.0163476881630261,0.0212835532481576,0.0796759027148294,0.200842721146197,0.0235797164733933,0.134222952142969,0.138973102533281,0.0405641564134669,0.014538750902303,0.0136295101350961
280,0.0999607877559794,0.10041790227486,0.0540777534357797,0.0538783885887052,0.0157645265596557,0.0292095681007028,0.0592878825485421,0.139792010674513,0.141001604078416,0.0182755486482824,0.0157947480807432,0.0205462635274843,0.0785364831578238,0.195686430579217,0.022690939531779,0.129053039232863,0.133707988899013,0.0394106006561302,0.0139242085044529,0.0129992844149306
282,0.0963712027024393,0.0967427879495347,0.0521946087363543,0.0521036604114016,0.0150731844753775,0.0281292468196844,0.0567898545783024,0.135753453852987,0.136914100922893,0.0173649991463663,0.015126611923458,0.0197341106182472,0.0772407735575292,0.190521530043293,0.0217928110361467,0.122797491973021,0.127281393491375,0.0380428415329609,0.0131795455949505,0.0124031697019603
284,0.092745856196756,0.0931574882170305,0.0504839998093726,0.0503219570491542,0.0145093200866651,0.0271094363472834,0.0544312165920476,0.131759171668606,0.132903631851979,0.0165514218168802,0.0145457841670943,0.0189989210847605,0.0761136815913062,0.185380629160917,0.0209359151596724,0.115991710295719,0.12022903934168,0.0366824479778296,0.0126008327263039,0.0118953281708699
286,0.089189730827424,0.0894972053026053,0.0487679573417546,0.0486186723032769,0.0139883474002642,0.0260589140430559,0.0520322771167452,0.127726978608121,0.129006814816249,0.0157974797631552,0.0140352427453965,0.0183089327338579,0.0749649099828565,0.180169227580453,0.0201573809744052,0.10846112296934,0.112374918160936,0.0351150054548277,0.0119813573422748,0.011170368470702
288,0.0854439064128492,0.0857921716507978,0.0467585303327428,0.04673227845417,0.0133625376408541,0.0249761280993826,0.0496200570706299,0.123555633431142,0.124917228443048,0.0149147169229893,0.013365908226003,0.0175174124719013,0.0737034712954479,0.174841520048806,0.0191781817622258,0.100666036763713,0.104285290321608,0.0332514649006451,0.0113240105101553,0.0106876932335484
290,0.0820939820696802,0.0824823673503285,0.0452302550144135,0.0450655829920293,0.0127476848970432,0.0240120058787,0.0473746693609643,0.119770272022657,0.121127055704478,0.0140926422500391,0.01288746971627,0.0168640351323661,0.072468825559203,0.169899030963084,0.0184048850649804,0.0934208156871453,0.0968433036121943,0.031438157501206,0.0107754917521963,0.0101474056675546
292,0.0788692938389551,0.0791920370425214,0.0434992544836353,0.0434560031906401,0.0121272656404026,0.0230037701702816,0.0450632640253793,0.115958625608204,0.117452495049695,0.0132611097872399,0.0122783138842195,0.0161700987914936,0.0711699311001621,0.164963316036806,0.0176598258658927,0.0868585103813508,0.09014196281597,0.0293942153405281,0.010129571195341,0.00949567043031683
294,0.0757870516650002,0.0760825865296578,0.0419822513714352,0.041855976754482,0.0116470292802112,0.0221412310164202,0.043070394234155,0.112436460592588,0.113874173605879,0.0125782815791031,0.0118242940683754,0.0155175876295955,0.0700658446874751,0.160393683671845,0.0168970631242626,0.0813194397178305,0.0843924196479207,0.0275047005100223,0.0095786549866099,0.00909278568146369
296,0.0727051022731178,0.0729874859306955,0.0402870114721527,0.0403425294757652,0.0111198036941836,0.0212837114735612,0.0409657017608634,0.108811008911537,0.110307174721682,0.0118604948293847,0.0113441523171775,0.014861326050643,0.0688595198698639,0.155595756810541,0.0161658713883305,0.0764632041711608,0.079332021352333,0.0254443854265801,0.00905201373757689,0.00862768459426961
298,0.0698281237799398,0.0700894329458618,0.0388086672036497,0.0388387812007976,0.0106818075909107,0.0204892805918408,0.0391562015029821,0.105540729261811,0.106968731357063,0.0112907580067359,0.0108688277931609,0.0142965594437762,0.0679034151904544,0.151203087657732,0.0154738212478397,0.0725417190088014,0.0753009404234441,0.0235529111142486,0.00855518062091683,0.0082185490111643
300,0.0670843421930053,0.0673962877598711,0.037420115630513,0.0374849367973772,0.0102735314643751,0.0197021333249662,0.0374039548930037,0.102335359672639,0.10383887385029,0.0107311362954264,0.0105228728060862,0.0137777023720775,0.0668387134136787,0.146963430615173,0.0148442050799842,0.0691627484315449,0.0717788140424654,0.0216175407389958,0.00807183684832568,0.00783755530647355
302,0.0645926575023989,0.0649154171024503,0.0360712317407799,0.0360627379694717,0.00995330271402943,0.0190362207071361,0.0357491093821328,0.0993012763985852,0.100795210753005,0.0102025780453785,0.010108930199073,0.0132476567083864,0.0658375006810811,0.142837292095144,0.0141876566900776,0.0661476170005268,0.0687588167258652,0.0199411565820991,0.00771417105827115,0.00744033463408149
304,0.0620535533012612,0.0623391205250441,0.0346900717687923,0.0347300126615572,0.00955558465662359,0.0183547946060733,0.034188820880605,0.0962849070604454,0.0977589645929307,0.00975005006919605,0.00976476136196909,0.0127431052676291,0.0648640002471991,0.138655921761296,0.0136149604699742,0.0632930989075738,0.0658370821378118,0.0182395999440308,0.00732144994283861,0.00713592140841847
306,0.0597308943415701,0.0600479667650272,0.0335049753966819,0.0335051153691498,0.00934260169730246,0.0177552873255656,0.0327433505440414,0.0934607241626547,0.094851702133906,0.00928601688513737,0.00946514126642137,0.0122438179859911,0.063955351478903,0.134805198032612,0.01313421629831,0.0607407672755334,0.0631821846792209,0.0167583554472059,0.00695563886951942,0.00684432698839956
308,0.0574903972003297,0.0578023654785432,0.0322323011108535,0.0322418141975716,0.00901420418973016,0.0171220520724242,0.03132737493766,0.0907219279891918,0.0919617944044119,0.0089422543010261,0.00910885887950798,0.0118421182226419,0.0630834207001476,0.130936319570481,0.0126140488426108,0.058241344549395,0.0606747806023253,0.0153960060519377,0.00664338697905163,0.006546756490866
310,0.0552670217625793,0.0556121156547992,0.0309670349410643,0.0310279105972088,0.00878519129612336,0.0165313964332058,0.0300378234247765,0.0880137182384384,0.0892124938907791,0.00849013184220429,0.00876963276322285,0.0113956277125624,0.0621567420820832,0.12713152809121,0.012059619353194,0.0558127781086378,0.0581676148714193,0.014110987381978,0.0063296991636257,0.0063053267369528
312,0.0531854314364184,0.0536146144682053,0.0298608908331457,0.0297968745064011,0.00862495270932235,0.0160478666728821,0.0288533814328913,0.0854945805092568,0.086632267193917,0.00821250179602889,0.00859603138291858,0.0110141565169615,0.0612963907256611,0.123521635874561,0.0116824135000334,0.0535737888675155,0.0560008387011378,0.0130966437290403,0.00609446337723763,0.00614585941415629
314,0.0511855522390617,0.0516095399792361,0.0286402939123822,0.0286332960896363,0.00831030751699376,0.0154428348020403,0.0275836251734955,0.0828747093090514,0.0841312367333447,0.00780507913126684,0.00819442910550905,0.0106005477628659,0.0602512657120228,0.119885996241746,0.0111688895239775,0.0513813211291492,0.0537679533279941,0.01207531052347,0.00572113068982509,0.00588370862310243
316,0.0492091832439913,0.0496484421818741,0.0274288317694334,0.0274842047337883,0.0080734180847253,0.014933389697221,0.0264657811854733,0.0803899830933422,0.0816502985017461,0.00746233891215228,0.00790083983139217,0.0101521967116198,0.0593979637537997,0.116383390332744,0.0106832956798352,0.0494121172934815,0.0517664897097688,0.0112317689295664,0.00541777336489665,0.00562181121409074
318,0.047321210977664,0.0478159651211827,0.0264193402573327,0.0263487422595904,0.00794904435085089,0.0144762824319628,0.0254045962883507,0.0779989513403582,0.0791653033652949,0.00717844847739368,0.00774625874429831,0.00980985776842665,0.0584667879937906,0.11294265383087,0.0102652440157164,0.0476472610790923,0.0499807944099061,0.0105071960046021,0.005217928086727,0.00551296184760369
320,0.0454797174582498,0.046002608294937,0.0252996498375071,0.0252802659469747,0.00773259831941933,0.0140104148075694,0.024384201819826,0.0756807953824161,0.0767304134789196,0.00690091553982948,0.00747607750796131,0.0094117805027835,0.0575758639367265,0.109572147283384,0.00986119502909102,0.0460314477101239,0.0483132018768467,0.00987529738455479,0.00491913900258851,0.00533058233250983
322,0.043798319722437,0.0442694734413775,0.0242736000593199,0.0242285598110012,0.00750419811072631,0.0135370318085538,0.0233503981284511,0.0733143977367182,0.0744105763109788,0.00651085765992783,0.00721843121009486,0.00909164079679916,0.0567223106888227,0.106294310409122,0.0093915977849591,0.0445050474116581,0.0468092687005487,0.00930940478496178,0.00466682652826499,0.00509805952183339
324,0.0421153364120602,0.0426318340390668,0.0232558215750892,0.0231879052042465,0.00735646387193798,0.013128628202755,0.0223511741886767,0.071091917011377,0.0720973895089422,0.00630560199171321,0.00700219504129908,0.00867009626194992,0.0557879087517373,0.103110365689158,0.00901468807968712,0.0432074365674701,0.0455043462779335,0.00876742147795336,0.00445802240329055,0.00493814696814573
326,0.0405433069041728,0.0409811747908026,0.0222904282057049,0.0222109617814933,0.00715349205043469,0.0126596809171262,0.0214809182626559,0.0688976749090759,0.069959627062329,0.0060427240394921,0.0067677811689697,0.00835200589614464,0.0549822196724366,0.100084351010134,0.00866300732431311,0.0420680672640935,0.044256682091923,0.008348083451392,0.00420077931330349,0.00477652920302333
328,0.0390652698068693,0.0394768652654785,0.0214756489290439,0.0214232503938397,0.00706786324435053,0.0123412500990154,0.0206785385416172,0.0668663424280132,0.0679074663079499,0.00583711857307444,0.00660340432833838,0.00813418809508381,0.0542897775904014,0.0971460220486138,0.00836216710953603,0.0410698462512916,0.0431975496825626,0.00804258486512388,0.00402331204351485,0.00468146174205539
330,0.0376158370984755,0.0379478352794786,0.0205682818747424,0.0205498206551539,0.0068942995172319,0.0119038246257798,0.0198335182521238,0.0647541810644002,0.0658470763306207,0.00557335379522385,0.00635505685118268,0.00778795495882397,0.0535660053129475,0.0941589670989299,0.00803544967656777,0.0400553714474466,0.0420984142512951,0.00768345600516733,0.00384665588307327,0.00450613774812716
332,0.0362260920495498,0.0365559614175033,0.0198684301763994,0.0197810508250745,0.0068127092040865,0.0116079718318238,0.0192225957005372,0.0628730460539033,0.0639002250500512,0.00544783501191715,0.00623542740316368,0.00760591705265519,0.0528869478740066,0.0914360225822778,0.00771886461601135,0.0392315917647865,0.0411515996327629,0.0074248321232413,0.00371991815609325,0.00445608387547136
334,0.0349153241301353,0.0351725657600263,0.0191002475915911,0.0190891666125875,0.00666889674121962,0.0112692728254317,0.018444985579403,0.0609565002339773,0.0620517567102068,0.00525508580396853,0.00608430187834395,0.00733095561356432,0.0522781814295402,0.0886684248939119,0.0074204062975324,0.0383737371212691,0.0401639349231778,0.00718676889625065,0.00361867854556408,0.00431786026546089
336,0.0336414129037783,0.0338500630746178,0.0184341681793743,0.0183973978395935,0.00659044236462886,0.0109406610997556,0.0177663927361261,0.0590862873803588,0.0602099940471671,0.00509712813531976,0.00593469136992838,0.00708231083785851,0.0517014504205438,0.0860069352553104,0.00719812540027685,0.0375663411167963,0.039239139364285,0.00695073434579643,0.00342130974909304,0.00426568880579759
338,0.0324384716411324,0.0326267437444966,0.0178011741641117,0.017772996060016,0.00648470292000832,0.0106195453967087,0.0171818956402396,0.057285921985624,0.0585104212495909,0.00492088035301419,0.00578330758017034,0.0068811730089292,0.0511933252819301,0.0834000017584035,0.00691649902961879,0.0367076203464212,0.0383055267917439,0.00671841783008602,0.00333929327403247,0.00411867190215399
340,0.0312015614843025,0.031386165951148,0.017183050758432,0.0171446596094654,0.00645455759777934,0.0104096719704832,0.0165568349755935,0.0555230085646483,0.0566934608586288,0.00476657643824414,0.00568078161987503,0.00669601892772137,0.0506426363622655,0.0808329897206483,0.00669731444865282,0.0359273436008493,0.0374429921338066,0.00652037130269418,0.00322203326744035,0.00408596288022856
342,0.0300952452732238,0.0302605145198381,0.016570697295808,0.0165641633690195,0.00635500434783944,0.0101426279856256,0.0160002672009158,0.053772047281319,0.0550138061216602,0.00467540351631559,0.00549987065943175,0.0065143933469385,0.0501241691489844,0.078417866385139,0.00646846332035431,0.0351531147977724,0.0365896408451829,0.00633032840103165,0.00311488820431299,0.00405078099397189
344,0.0289931054602651,0.0291251819673693,0.0159911829505279,0.0159653846885271,0.00623043117510225,0.00981529940469268,0.0154045234521119,0.0520023332731507,0.0533364232278271,0.00444533942373865,0.00536452166320105,0.00622608892282226,0.0496064455647152,0.0759948984581146,0.00623503036731657,0.0342423272184951,0.0357103341327055,0.00610255060963287,0.00295000334201506,0.00390077270657372
346,0.0279000968153298,0.0280359720217707,0.0154139588565283,0.0154098755177485,0.00616811798647226,0.00951167427376227,0.0148359924512309,0.0503856497603226,0.0516643905534737,0.00430674035616658,0.00525278515323281,0.00606572405929914,0.0490431117005289,0.0735915149213009,0.00599421334215644,0.0334103589163854,0.0347853447066807,0.00578827764974935,0.0028593788496962,0.00384621561112146
348,0.0268561239766187,0.0269835346726565,0.0148600156672198,0.0148619722999352,0.00605234368607553,0.00930056365020988,0.0142937759503135,0.0488013128585091,0.0500410893077092,0.00417399921135416,0.00507291485713259,0.00582118813598697,0.048574381695875,0.0712912902604383,0.00571722686539251,0.0326056166463296,0.033892784301733,0.00565757473584497,0.00270483072332704,0.00374281280385925
350,0.0258696705211303,0.0259794551643344,0.0144058882107446,0.0143642349564122,0.00602932619985513,0.00906645304176682,0.013846164723868,0.0472356661670897,0.0485668619483835,0.00406948202924436,0.00501511755695719,0.00568436045340207,0.0480860673322865,0.0690683681865727,0.00558099137449999,0.0317932497992726,0.0330663696570708,0.00553752982734254,0.00260557288945172,0.00370160449386397
