wavelength,BQ121Feb241s_1_1s,BQ122Feb2401s_1_0.1s,CCIW26Feb2401_1_0.1s,CCIW26Feb241s_1_1s,Chi27Feb2401s_1_0.1s,EC95820Feb24_1_0.1s,GB13Mar2401s_1_0.1s,GB22Feb2401s_1_0.1s,GB22Feb241s_1_1s,Gra21Mar2401s_1_0.1s,KB2Mar2401s_1_0.1s,KW23Feb2401s_1_0.1s,LSC27Feb2401s_1_0.1s,Mart29Feb2401_1_0.1s,NW28Feb2401s_1_0.1s,PosT26062024_1_0.1s,PreT26062024_1_0.1s,Que27Feb2401s_1_0.1s,StC26Feb2401s_1_0.1s,U162928Feb24_1_0.1s
200,1.00121859318641,0.984736533803615,790,3.28275857314563,0.551339895432107,0.618463333982784,0.61436658124011,0.819016404328564,0.805926081286549,0.45136980712938,0.419536431753607,0.439894271763139,1.49752209906203,1.00370624016277,0.678637923280185,0.643299325710845,0.689488086559121,0.618978101637413,0.523828931733275,0.538163268782413
202,0.870234689919769,0.856333700839194,2.33283349954736,2.90700576552817,0.456886631291701,0.513407929001075,0.497694208999467,0.716039548255043,0.707341291410068,0.365758688696649,0.387385272135624,0.406060055517076,1.4286513995975,0.915436404693405,0.571097812981556,0.675275240031916,0.717493760926547,0.512407962843084,0.450660282337025,0.449397120419916
204,0.774046096296129,0.77091592657275,2.57618051316167,2.82604641140165,0.388456082523009,0.442360775948222,0.417895690725063,0.640488222197672,0.636162146373255,0.304925299515119,0.362394519523549,0.380253417431053,1.40480458229621,0.84551342436768,0.496147501309064,0.700606288863576,0.744715721218466,0.441644675073795,0.39909625940017,0.386116316501272
206,0.706605304775065,0.707088200001499,2.65765523549897,2.80902621365113,0.341338665898618,0.39285994741599,0.362065817630841,0.591304676129374,0.587710720606371,0.262976246991846,0.341845440695011,0.359095945538025,1.32724374233086,0.788273148525385,0.443368453919841,0.719226067942581,0.754915062473348,0.391963293655458,0.360936659858723,0.34212084750315
208,0.65764741284974,0.655505548302523,2.39952970968741,2.5768584991398,0.305471065368167,0.356820910106781,0.321875084791242,0.553542391919055,0.549453227174502,0.232271673631812,0.322086149839391,0.339267603820195,1.26803437708186,0.74303015764663,0.403629976450365,0.717706692000032,0.753018698430616,0.35316264682302,0.331115444463927,0.307747856472599
210,0.61131510471327,0.60857627170162,2.25990882908026,2.42285943492167,0.275042330697465,0.32567120130153,0.291417942124055,0.521605376049039,0.519062147169482,0.208032108187263,0.301099060964151,0.316657740268161,1.18995144985438,0.701765347032624,0.367405053956499,0.693315425114965,0.727689785366478,0.320521356500844,0.303357485135876,0.279514789240069
212,0.568194237384493,0.56670912822135,2.2230744843103,2.25755152667723,0.249092205287,0.296472724033881,0.26776336706146,0.493574298411381,0.489459821970243,0.187502561879391,0.277327420735249,0.292658282898354,1.08703644380248,0.664573967120119,0.335554600491648,0.65086378350509,0.68465302016113,0.291657808472056,0.277002840111191,0.254177717977935
214,0.524234850244211,0.523467211784712,2.03282100212352,2.05228063211969,0.222295327681873,0.267502239421644,0.246019385083043,0.464852743493937,0.462027042624422,0.168212635893433,0.250668553228788,0.265612372726183,0.969026495236654,0.626513405621464,0.302038444721323,0.595620750444997,0.62750268300201,0.262542813844499,0.248920499981486,0.226959095957073
216,0.477843800163493,0.477922630719172,1.7652625879333,1.76535439301141,0.19605708087258,0.238682033735896,0.227437669315859,0.434960816355928,0.433472961444841,0.149320468971291,0.221894654589719,0.236227191704591,0.843996743531931,0.5860899246103,0.266844543722661,0.536334835682531,0.564366801256068,0.233796553714741,0.219138509954038,0.199418079985116
218,0.432182835112361,0.43255012707008,1.46473111663489,1.46922572763578,0.170147933338307,0.209456448577095,0.21045310647141,0.406718409857701,0.405241316626193,0.131909398700387,0.192222727583986,0.205679674725201,0.721572942974546,0.546832127973561,0.231909981008769,0.479435993238321,0.504024827937797,0.205677822911003,0.189386278801193,0.172107692641605
220,0.388091544354921,0.388686084599132,1.18762836003209,1.18413764567501,0.145054859268245,0.181087706195053,0.193695371988268,0.378764619493004,0.377992519648608,0.114738164545916,0.162561242245604,0.174542618095684,0.602982800664187,0.508675455271407,0.197330114195886,0.426881554219373,0.449949327458792,0.177620561794854,0.159979227350918,0.145479995413118
222,0.347342791951968,0.347155023059127,0.949214101567317,0.947189010174351,0.121754462449066,0.154654979517383,0.178455984365078,0.352702892168723,0.353176040947178,0.0984700734717983,0.134685941388316,0.145740639621375,0.498742081815922,0.472729695474777,0.165070058496083,0.38234803735905,0.401996514959531,0.152523203828403,0.132732101635048,0.121112407078198
224,0.310395448100339,0.311388037287325,0.754486965109315,0.752326095636288,0.103641958702378,0.133802008733997,0.166173147601729,0.330457377532072,0.330292902391394,0.0867490813209348,0.112411242371388,0.123448403805145,0.410213824451,0.441877553283012,0.138606448432032,0.345555660307101,0.362783966505276,0.132557492887569,0.11028037257615,0.101860572263556
226,0.277841555122453,0.278463757973376,0.581558270801821,0.579484378285294,0.0854423195506029,0.113385555054766,0.154860034014938,0.30871416883732,0.308828956477574,0.074473042881183,0.0907783718967987,0.101072169747417,0.329013604328967,0.413614209349098,0.114605347654281,0.310798794351632,0.326396832742388,0.112179436876597,0.0900095713638872,0.0826888501164769
228,0.251078248224453,0.251187729518761,0.444175114868829,0.442814059151346,0.0708353574812016,0.0968122866309979,0.144228855048058,0.291190182907163,0.291114325536721,0.0645971317460062,0.0731947234773791,0.0835959413887063,0.26511311460498,0.389257222420654,0.0944267690160697,0.281111459614163,0.29500362782109,0.0956648588284594,0.0730696534075529,0.067374163673207
230,0.227464580033778,0.227776418697605,0.336533703891484,0.335107185158589,0.0588904096269014,0.0835050332616779,0.134478959554608,0.2738759444171,0.274411491313491,0.056352636406262,0.0593550983233226,0.0691992403297001,0.215526534697172,0.369014606248469,0.0783047758772394,0.252967217193677,0.265270522242747,0.082441583548705,0.0597337964413487,0.0549420862471913
232,0.208417942609256,0.208856484652662,0.256641033796217,0.25493357091685,0.0494667959907917,0.0731844692684789,0.12586650605337,0.258580843636099,0.259552205917185,0.0496614758982933,0.0487141731145873,0.0583023874062745,0.177468082734032,0.350528849743708,0.0657941156504132,0.226591451884457,0.238144847515914,0.071253770239591,0.0488723753692714,0.0455552408289003
234,0.193519614069096,0.193719306480208,0.201161540176537,0.200849047891802,0.0431055788725337,0.0657144007408486,0.119018622357553,0.246388356219544,0.247692404439257,0.0448083103731556,0.0414385305186667,0.0509037920283415,0.152476345536751,0.335394502147524,0.0571999806678357,0.204576904290863,0.214167634293341,0.0635230466812232,0.0418308534688334,0.0388635721683462
236,0.181738759904155,0.182021472760979,0.162132201068793,0.161652577243429,0.0381142680921661,0.060238325411506,0.112913826654697,0.235654715532055,0.236772660139127,0.0412135850344022,0.0365073263836687,0.0452185282582277,0.134131582408414,0.322787377024996,0.0511145082106521,0.183744163769812,0.192678148654179,0.0573980371037524,0.0366217872351904,0.0342650869771026
238,0.173062382420977,0.173259321213196,0.136347949405144,0.135838707742307,0.0345094407355599,0.055842811952971,0.107733252456558,0.226803293257505,0.228011646674062,0.03835297272763,0.0328317708360489,0.0412639255510501,0.122164462747959,0.311989877616846,0.0465371163467011,0.166518099519227,0.175243748372017,0.0529061199328357,0.0326115701779251,0.0306239755494835
240,0.165432643926858,0.165760031395,0.11695035848103,0.116551695635163,0.0315066392211752,0.0523467999462568,0.103026719894182,0.218582069400606,0.219931353983282,0.0358445667090698,0.0300518335312795,0.0382651147296322,0.113026922881937,0.301908726216239,0.043012036279724,0.150720064900627,0.159157028432646,0.0493900967966488,0.0295887246672863,0.0278763525764596
242,0.159528925449037,0.15978481014966,0.104601487378375,0.104098557897715,0.0294909013888847,0.0498550246388703,0.0994938852591235,0.212009574889957,0.213379281992142,0.0339446031687551,0.0280944232181173,0.0359092138095353,0.107188682045997,0.293661372127163,0.0403728441468699,0.138695166761173,0.146611072442905,0.047122211944343,0.0276024422939896,0.0259227798274146
244,0.154853954228108,0.155211046987776,0.0959544962582153,0.0956503758807301,0.0279767799290451,0.0477884406974156,0.0964012732696499,0.206403792168321,0.208047853532561,0.0324503977258457,0.0266586413761338,0.0342930718118683,0.103192250284849,0.286490510511589,0.0384681270486765,0.129887898247635,0.137269172471776,0.0455437744578377,0.0260583904399544,0.0244896183460171
246,0.150960589790316,0.151273683123412,0.0897896709473928,0.0895513427721237,0.0266018590040443,0.0461898873120187,0.0938341042785843,0.201488880698529,0.203138038632289,0.0312171200364202,0.0255665622127215,0.0329318998843326,0.100076246080473,0.279967647536597,0.0369721674831291,0.123404258965843,0.130358424145811,0.0443670269379894,0.0247510568276377,0.023294965970624
248,0.147426303980792,0.147844018577305,0.0852701731364302,0.0849054144146929,0.0256076414171816,0.0446902720923878,0.0915426089468332,0.197253881713508,0.198776561124385,0.0301686216460378,0.0246862338793666,0.0319601881439887,0.0978379340917786,0.274403886893294,0.035686574899946,0.119730168090033,0.12618238492036,0.0437100945601363,0.0238792067221949,0.0222882225212581
250,0.144533429186012,0.145043182601213,0.0819956595076152,0.0816989747358947,0.0248250730030093,0.0436755545167816,0.0898025327147556,0.19373475880106,0.195331832747993,0.0294198966520338,0.0241252759079975,0.0311677832622357,0.0961822428813782,0.269474004502316,0.0347782419923168,0.118124719928973,0.124314828327651,0.0434419448133027,0.0231422468583459,0.0216455173093499
252,0.141915850935697,0.142361244058588,0.079349338071735,0.0789699564412248,0.0241665493199099,0.0425721099449715,0.0879371222954857,0.190381760972166,0.19184853163046,0.0287260241700409,0.0234460645514667,0.0304678777765798,0.0947251827941072,0.264680713843854,0.0338602112125607,0.118327937337105,0.124047772630085,0.043362357961516,0.022495395901298,0.0209266910376184
254,0.139408941997666,0.139910975549633,0.0769277941349141,0.076717870294329,0.023365221818207,0.0416319709453795,0.0862802395308487,0.187043314296082,0.188477802263055,0.02789656748092,0.023013946299939,0.0298345678844045,0.0933759477508215,0.260050939820591,0.0330226597015531,0.119861161975943,0.125330765490632,0.0433808247381899,0.0219045492833779,0.0203155676512423
256,0.137020348446962,0.137385715549478,0.0749625409174267,0.0748065943959714,0.0227671347176467,0.0406496730632042,0.0845214337525393,0.183932487173537,0.185442893676599,0.0272142698593773,0.0224452275136424,0.0291720980769295,0.0921896700212,0.255589000402357,0.0323471377220578,0.122519970071875,0.127706892383263,0.0435799345233132,0.0213555998150599,0.0197717346991551
258,0.134493331437662,0.135001085076243,0.0731393902739526,0.0727859974129894,0.022212316619246,0.0397625831967678,0.0828700614209703,0.180795070216634,0.182133777246649,0.026537082686484,0.0218660836914506,0.0285202579067222,0.090996193661004,0.251047562567839,0.0315896543426756,0.125884300708777,0.130882783992421,0.0437354150768561,0.0207877707734167,0.0191951171499305
260,0.132067305230064,0.132684649077058,0.0714667475862023,0.0711647664951973,0.0217426335108709,0.0389446235660005,0.0811727725328575,0.177814523338907,0.178984114084959,0.0259549171814968,0.0215177669080517,0.0279778153734291,0.0899491616555616,0.246670992395933,0.0308920900483775,0.129653529140448,0.134577911300687,0.0439962895882942,0.0203580521823881,0.0187913666531519
262,0.129490122780535,0.130128329463903,0.069778497037883,0.0694398657991372,0.0212425618759144,0.0381156569956581,0.0794296955056817,0.174595829813601,0.175670176859671,0.0253494064836333,0.0210869890195054,0.0274513101308367,0.0888805984679176,0.24205351010581,0.0302084078301331,0.133629191904846,0.138384113392632,0.0442603139934034,0.0198268891663134,0.0182885222016753
264,0.126855104093993,0.127502902884887,0.0682046121017082,0.0679435571962335,0.0207028461459721,0.0372237373854495,0.0775223849973968,0.171287685896326,0.172459064549748,0.0246727664914052,0.0206479373876439,0.0267490330357606,0.0878227445578413,0.237376499473749,0.0294748677648566,0.137229065266952,0.141922351103864,0.0443202574768263,0.0192442702648119,0.0177747508258856
266,0.123972178689843,0.124681410471232,0.0665862283359354,0.0662203409442368,0.02012380902637,0.0363943215222573,0.0755423845257703,0.167700322655068,0.168957484176854,0.0240283584609545,0.0200917149613055,0.026051567085534,0.0868176735145568,0.232478897854453,0.0286751576676604,0.140298059891369,0.144917554220071,0.0443501865781409,0.0186879506678144,0.0172079380028003
