Wavelength,Abs,,,,,,,,
554.33,1.304559742,,,,,,,,
551.33,1.352193181,,,,,,,,
548.33,1.401749911,,,,,,,,
545.33,1.44657926,,,,,,,,
542.33,1.486983057,,,,,,,,
539.33,1.521909587,,,,,,,,
536.33,1.555529649,,,,,,,,
533.33,1.590694689,,,,,,,,
530.33,1.621842395,,,,,,,,
527.33,1.651437063,,,,,,,,
524.33,1.686647209,,,,,,,,
521.33,1.730744388,,,,,,,,
518.33,1.774734365,,,,,,,,
515.33,1.834096312,,,,,,,,
512.33,1.901687808,,,,,,,,
509.33,1.991864011,,,,,,,,
506.33,2.109733695,,,,,,,,
503.33,2.248021125,,,,,,,,
500.33,2.410432497,,,,,,,,
497.33,2.69001885,,,,,,,,
494.33,3.001656402,,,,,,,,
491.33,3.125441225,,,,,,,,
488.33,3.25078149,,,,,,,,
485.33,3.581357097,,,,,,,,
482.33,3.803610847,,,,,,,,
479.33,3.810481732,,,,,,,,
476.33,4.122293476,,,,,,,,
473.33,4.828353146,,,,,,,,
470.33,5.57195312,,,,,,,,
467.33,5.751221945,,,,,,,,
464.33,5.424518347,,,,,,,,
461.33,5.171335899,,,,,,,,
458.33,4.915609471,,,,,,,,
455.33,4.659933935,,,,,,,,
452.33,4.422576793,,,,,,,,
449.33,3.989843685,,,,,,,,
446.33,3.52096455,,,,,,,,
443.33,3.31370388,,,,,,,,
440.33,3.259037505,,,,,,,,
437.33,3.21037667,,,,,,,,
434.33,3.188834944,,,,,,,,
431.33,3.21099411,,,,,,,,
428.33,3.215660481,,,,,,,,
425.33,3.160437106,,,,,,,,
422.33,3.093435597,,,,,,,,
419.33,3.424968594,,,,,,,,
416.33,3.119702717,,,,,,,,
413.33,2.901790316,,,,,,,,
410.33,2.729223267,,,,,,,,
407.33,2.60118551,,,,,,,,
404.33,2.548222677,,,,,,,,
401.33,2.584198614,,,,,,,,
398.33,2.652959791,,,,,,,,
395.33,2.688693389,,,,,,,,
392.33,2.693578758,,,,,,,,
389.33,2.718780773,,,,,,,,
386.33,2.763762458,,,,,,,,
383.33,2.815179135,,,,,,,,
380.33,2.847038274,,,,,,,,
377.33,2.848436059,,,,,,,,
374.33,2.844186383,,,,,,,,
371.33,2.857387613,,,,,,,,
368.33,2.875678646,,,,,,,,
365.33,2.907389339,,,,,,,,
362.33,2.955191212,,,,,,,,
359.33,3.012117744,,,,,,,,
356.33,3.069742126,,,,,,,,
353.33,3.12237129,,,,,,,,
350.33,3.16104257,,,,,,,,
347.33,3.185736901,,,,,,,,
344.33,3.203129959,,,,,,,,
341.33,3.20475764,,,,,,,,
338.33,3.196026208,,,,,,,,
335.33,3.160671467,,,,,,,,
332.33,3.09074712,,,,,,,,
329.33,2.977593023,,,,,,,,
326.33,2.84008234,,,,,,,,
323.33,2.703690002,,,,,,,,
320.33,2.570292497,,,,,,,,
317.33,2.462776158,,,,,,,,
314.33,2.379933673,,,,,,,,
311.33,2.29408548,,,,,,,,
308.33,2.196017885,,,,,,,,
305.33,2.09494209,,,,,,,,
302.33,1.977887172,,,,,,,,
299.33,1.844346774,,,,,,,,
296.33,1.703309115,,,,,,,,
293.33,1.556358823,,,,,,,,
290.33,1.395487557,,,,,,,,
287.33,1.226589883,,,,,,,,
284.33,1.0610468,,,,,,,,
281.33,0.907135755,,,,,,,,
278.33,0.775677627,,,,,,,,
275.33,0.664694462,,,,,,,,
272.33,0.582976889,,,,,,,,
269.33,0.525045764,,,,,,,,
266.33,0.481507611,,,,,,,,
263.33,0.441375511,,,,,,,,
260.33,0.398728668,,,,,,,,
257.33,0.354862843,,,,,,,,
254.33,0.309014028,,,,,,,,
251.33,0.264146379,,,,,,,,
248.33,0.223841045,,,,,,,,
245.33,0.185277125,,,,,,,,
242.33,0.147998364,,,,,,,,
239.33,0.115420999,,,,,,,,
