Wavelength,Abs,,,,,,,,
827.33,0.478524707,,,,,,,,
824.33,0.180153104,,,,,,,,
821.33,0.123927732,,,,,,,,
818.33,0.118388491,,,,,,,,
815.33,0.119810623,,,,,,,,
812.33,0.119850505,,,,,,,,
809.33,0.124871822,,,,,,,,
806.33,0.139777819,,,,,,,,
803.33,0.149871405,,,,,,,,
800.33,0.146823976,,,,,,,,
797.33,0.160155946,,,,,,,,
794.33,0.170723069,,,,,,,,
791.33,0.157067192,,,,,,,,
788.33,0.155210574,,,,,,,,
785.33,0.161444954,,,,,,,,
782.33,0.171025443,,,,,,,,
779.33,0.189557699,,,,,,,,
776.33,0.21675034,,,,,,,,
773.33,0.284638748,,,,,,,,
770.33,0.427419683,,,,,,,,
767.33,0.422258173,,,,,,,,
764.33,0.337220831,,,,,,,,
761.33,0.337586006,,,,,,,,
758.33,0.369499691,,,,,,,,
755.33,0.408095532,,,,,,,,
752.33,0.445964638,,,,,,,,
749.33,0.509438437,,,,,,,,
746.33,0.590004908,,,,,,,,
743.33,0.666852018,,,,,,,,
740.33,0.804399018,,,,,,,,
737.33,0.958393665,,,,,,,,
734.33,1.012000683,,,,,,,,
731.33,1.015045932,,,,,,,,
728.33,1.019870995,,,,,,,,
725.33,1.047197316,,,,,,,,
722.33,1.0540288,,,,,,,,
719.33,0.982095993,,,,,,,,
716.33,0.813582693,,,,,,,,
713.33,0.61283477,,,,,,,,
710.33,0.460348345,,,,,,,,
707.33,0.364844034,,,,,,,,
704.33,0.305665185,,,,,,,,
701.33,0.283699569,,,,,,,,
698.33,0.293873739,,,,,,,,
695.33,0.33330703,,,,,,,,
692.33,0.368350103,,,,,,,,
689.33,0.391327692,,,,,,,,
686.33,0.398728047,,,,,,,,
683.33,0.391836674,,,,,,,,
680.33,0.395332134,,,,,,,,
677.33,0.408349474,,,,,,,,
674.33,0.418646691,,,,,,,,
671.33,0.428525655,,,,,,,,
668.33,0.43507219,,,,,,,,
665.33,0.440725058,,,,,,,,
662.33,0.448695238,,,,,,,,
659.33,0.462202293,,,,,,,,
656.33,0.483251687,,,,,,,,
653.33,0.5106559,,,,,,,,
650.33,0.523662339,,,,,,,,
647.33,0.526056978,,,,,,,,
644.33,0.535052987,,,,,,,,
641.33,0.552484195,,,,,,,,
638.33,0.575101116,,,,,,,,
635.33,0.598317655,,,,,,,,
632.33,0.619093662,,,,,,,,
629.33,0.642103326,,,,,,,,
626.33,0.667234373,,,,,,,,
623.33,0.687426064,,,,,,,,
620.33,0.702134152,,,,,,,,
617.33,0.715731502,,,,,,,,
614.33,0.727782503,,,,,,,,
611.33,0.74124963,,,,,,,,
608.33,0.758902422,,,,,,,,
605.33,0.780811889,,,,,,,,
602.33,0.806204374,,,,,,,,
599.33,0.835628675,,,,,,,,
596.33,0.866379912,,,,,,,,
593.33,0.898226724,,,,,,,,
590.33,0.925320434,,,,,,,,
587.33,0.950309371,,,,,,,,
584.33,0.971400031,,,,,,,,
581.33,0.993338175,,,,,,,,
578.33,1.017662878,,,,,,,,
575.33,1.045625266,,,,,,,,
572.33,1.072545188,,,,,,,,
569.33,1.101638186,,,,,,,,
566.33,1.134367826,,,,,,,,
563.33,1.171662974,,,,,,,,
560.33,1.213409183,,,,,,,,
557.33,1.257802886,,,,,,,,
